split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,3421,-85.03312318,11.99987755,-0.01894331056,0.06069089496,0.0573945261,-0.035293096,-0.03162280372,0.006380488881,0.01278787311,-0.005663013505,0.004243125368
train,transition,9407,12.00094747,19.9992754,-0.03882558511,0.04829177903,0.03872933334,0.01965955,-0.004567607116,-0.1195982918,-0.007390682892,-0.00304161899,-0.01306693186
train,post_stall,1772,20.00142096,32.00205034,0.0003526098735,0.04201180569,0.04171442776,0.04981567904,-0.04767943492,-0.4120293648,-0.02507468316,-0.005626254267,-0.02328630634
heldout,attached,618,3.31718229,11.99283852,-0.03539676992,0.0667240544,0.06099119965,-0.02417034107,-0.06955601458,-0.1148740773,0.009264410217,-0.003791484111,0.001077965928
heldout,transition,1630,12.00198625,19.99791095,-0.04199862314,0.04873238499,0.03824342997,0.02873275486,0.0189228071,-0.1618701285,-0.009713562603,-0.003532506348,-0.01310585911
heldout,post_stall,164,20.00160703,25.5721586,-0.007718836561,0.0365216033,0.03749473598,0.0005213943403,-0.139008195,0.322292502,0.003121621908,-0.01757844239,-0.02733058478
