primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,transition_chain_compatible_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_transition_object_020443175504,energy_retaining_bank,w3_randomised_four,20,19,19,0,0,0.2007421824396029,-0.007665794451861915,0.06
primvar_energy_retaining_bank_transition_object_020443175504,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1993993048669633,-0.003854424811562769,0.05700000000000001
primvar_energy_retaining_bank_transition_object_02ac1851556a,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.1381455078407291,0.009000000000000001
primvar_energy_retaining_bank_transition_object_02ac1851556a,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.13873290152845336,0.0
primvar_energy_retaining_bank_transition_object_02c0598c84ff,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2004983999561744,0.0009132736862265346,0.076
primvar_energy_retaining_bank_transition_object_02c0598c84ff,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.201030304373706,-0.0033462509129888497,0.064
primvar_energy_retaining_bank_transition_object_034a2bc32892,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.1372866350749088,0.007000000000000001
primvar_energy_retaining_bank_transition_object_034a2bc32892,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.13878441805272357,0.0
primvar_energy_retaining_bank_transition_object_03ae79e72bbb,energy_retaining_bank,w3_randomised_four,20,19,19,0,0,0.2005386025956639,-0.002131758416196585,0.067
primvar_energy_retaining_bank_transition_object_03ae79e72bbb,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1986722756647028,-0.0012472681902207703,0.069
primvar_energy_retaining_bank_transition_object_059d007a76bf,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.1374315197463128,0.009
primvar_energy_retaining_bank_transition_object_059d007a76bf,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.1386911635588372,0.0
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,w3_randomised_four,40,12,12,0,0,0.0042965023720533,-0.06591635246678298,0.03
primvar_energy_retaining_bank_transition_object_064a9d6571e8,energy_retaining_bank,w3_randomised_single,40,14,14,0,0,0.0042965023720533,-0.06852768857789633,0.021500000000000002
primvar_energy_retaining_bank_transition_object_071c70f03479,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.0720939630054475,-0.03049871068592298,0.048
primvar_energy_retaining_bank_transition_object_071c70f03479,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0720750493702864,-0.034662792480083165,0.004
primvar_energy_retaining_bank_transition_object_0ab2bd05d6db,energy_retaining_bank,w3_randomised_four,20,10,10,10,1,-0.0720427050379068,-0.02983971967016321,0.045
primvar_energy_retaining_bank_transition_object_0ab2bd05d6db,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0720930920660647,-0.03460822600387552,0.006
primvar_energy_retaining_bank_transition_object_0b159ad1c646,energy_retaining_bank,w3_randomised_four,40,29,29,9,2,-0.0721297972716197,-0.01839325446406149,0.047
primvar_energy_retaining_bank_transition_object_0b159ad1c646,energy_retaining_bank,w3_randomised_single,40,26,26,9,2,-0.0719955119198587,-0.019180219013409286,0.0385
primvar_energy_retaining_bank_transition_object_0cc526258bb6,energy_retaining_bank,w3_randomised_four,20,2,2,0,0,0.4461898852034116,0.010453976093354356,0.068
primvar_energy_retaining_bank_transition_object_0cc526258bb6,energy_retaining_bank,w3_randomised_single,20,3,3,0,0,0.4461323901371163,0.0010231146378554962,0.046
primvar_energy_retaining_bank_transition_object_0cecd3be643c,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2021584058460854,-0.004377509002250818,0.065
primvar_energy_retaining_bank_transition_object_0cecd3be643c,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.2007722505187299,-0.0053911826723007095,0.062
primvar_energy_retaining_bank_transition_object_0db062b7f8da,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.072049124027564,-0.028364926114885225,0.04
primvar_energy_retaining_bank_transition_object_0db062b7f8da,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0721047570807691,-0.034538403628445666,0.008
primvar_energy_retaining_bank_transition_object_0f7e4e5b8a41,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.0721779980354488,-0.028973030720751636,0.047
primvar_energy_retaining_bank_transition_object_0f7e4e5b8a41,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0720573091437257,-0.03461433496383802,0.005
primvar_energy_retaining_bank_transition_object_10f4d0b1fa06,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2007082996976708,-0.007441345306797384,0.05600000000000001
primvar_energy_retaining_bank_transition_object_10f4d0b1fa06,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.2003385315546664,-0.0024149523888701016,0.068
primvar_energy_retaining_bank_transition_object_11a152f85d5b,energy_retaining_bank,w3_randomised_four,20,2,2,0,0,0.4463081419807314,0.009916863286699443,0.07200000000000001
primvar_energy_retaining_bank_transition_object_11a152f85d5b,energy_retaining_bank,w3_randomised_single,20,3,3,0,0,0.4463534290052639,0.0019159008546948894,0.052000000000000005
primvar_energy_retaining_bank_transition_object_13f78cbed0c3,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.1379305514601485,0.005
primvar_energy_retaining_bank_transition_object_13f78cbed0c3,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.13859440988177113,0.0
primvar_energy_retaining_bank_transition_object_14054a44834b,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2018510707482708,-0.002508917830029764,0.076
primvar_energy_retaining_bank_transition_object_14054a44834b,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1996856591748974,-0.001762118460103768,0.067
primvar_energy_retaining_bank_transition_object_15b07ecbe472,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.0721301511356742,-0.031180561445857253,0.04
primvar_energy_retaining_bank_transition_object_15b07ecbe472,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0720551309738803,-0.03454760089705454,0.006
primvar_energy_retaining_bank_transition_object_19045785191b,energy_retaining_bank,w3_randomised_four,40,29,29,10,1,-0.0720597376320837,-0.012215988052435655,0.0625
primvar_energy_retaining_bank_transition_object_19045785191b,energy_retaining_bank,w3_randomised_single,40,26,26,9,2,-0.0721189383095879,-0.018995016111691396,0.0345
primvar_energy_retaining_bank_transition_object_198fb1abb06d,energy_retaining_bank,w3_randomised_four,20,2,2,0,0,0.446380976902733,0.010502335546986466,0.076
primvar_energy_retaining_bank_transition_object_198fb1abb06d,energy_retaining_bank,w3_randomised_single,20,3,3,0,0,0.4461647684476336,0.0021832687172266053,0.051000000000000004
primvar_energy_retaining_bank_transition_object_1ad3e2ff01ac,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.200514996152247,-0.0014676536345261952,0.067
primvar_energy_retaining_bank_transition_object_1ad3e2ff01ac,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.199330062322983,-0.00256664556106192,0.063
primvar_energy_retaining_bank_transition_object_1c20e20a8e56,energy_retaining_bank,w3_randomised_four,60,40,40,10,1,-0.0720787475341566,-0.05616290000254763,0.041
primvar_energy_retaining_bank_transition_object_1c20e20a8e56,energy_retaining_bank,w3_randomised_single,60,36,36,9,2,-0.0721400041845585,-0.05768982182230665,0.025666666666666667
primvar_energy_retaining_bank_transition_object_1ca4b9487516,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.13817704448014612,0.003
primvar_energy_retaining_bank_transition_object_1ca4b9487516,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.13876912790982623,0.0
primvar_energy_retaining_bank_transition_object_22b2087a5f38,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.0720435859722963,-0.030762052758826965,0.04
primvar_energy_retaining_bank_transition_object_22b2087a5f38,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0721114980642276,-0.034610112869584986,0.008
primvar_energy_retaining_bank_transition_object_2b8568d9560b,energy_retaining_bank,w3_randomised_four,60,40,40,10,1,-0.0720121744348425,-0.0598019850675666,0.031000000000000003
primvar_energy_retaining_bank_transition_object_2b8568d9560b,energy_retaining_bank,w3_randomised_single,60,36,36,9,2,-0.0720622329163021,-0.05779180393426095,0.024666666666666667
primvar_energy_retaining_bank_transition_object_2cba77597e5d,energy_retaining_bank,w3_randomised_four,20,18,18,0,0,0.2012637557621355,-0.0033337259168817546,0.07100000000000001
primvar_energy_retaining_bank_transition_object_2cba77597e5d,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.2007346996757739,-0.0012165185452484627,0.063
primvar_energy_retaining_bank_transition_object_2cf92e43b350,energy_retaining_bank,w3_randomised_four,20,10,10,0,0,0.0042965023720533,-0.1377904017753139,0.01
primvar_energy_retaining_bank_transition_object_2cf92e43b350,energy_retaining_bank,w3_randomised_single,20,10,10,0,0,0.0042965023720533,-0.13869807674839568,0.0
primvar_energy_retaining_bank_transition_object_2d807a309322,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2027127185481587,0.00398612889311209,0.078
primvar_energy_retaining_bank_transition_object_2d807a309322,energy_retaining_bank,w3_randomised_single,20,17,17,0,0,0.1989244725797831,-0.0017576260882637557,0.063
primvar_energy_retaining_bank_transition_object_2da110c493cd,energy_retaining_bank,w3_randomised_four,20,9,9,9,2,-0.0720041179189614,-0.030679719636811424,0.043
primvar_energy_retaining_bank_transition_object_2da110c493cd,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0721226205855263,-0.034642849471542225,0.007000000000000001
primvar_energy_retaining_bank_transition_object_2f23757206de,energy_retaining_bank,w3_randomised_four,40,29,29,9,2,-0.0719922667568857,-0.016689071033516186,0.051000000000000004
primvar_energy_retaining_bank_transition_object_2f23757206de,energy_retaining_bank,w3_randomised_single,40,26,26,9,2,-0.0720469678803548,-0.017400888665443405,0.036
primvar_energy_retaining_bank_transition_object_30d02dca52fb,energy_retaining_bank,w3_randomised_four,60,39,39,9,2,-0.0721657081604547,-0.056925665202209874,0.035666666666666666
primvar_energy_retaining_bank_transition_object_30d02dca52fb,energy_retaining_bank,w3_randomised_single,60,36,36,9,2,-0.071971320438851,-0.05753344768133865,0.02266666666666667
primvar_energy_retaining_bank_transition_object_34f80584c474,energy_retaining_bank,w3_randomised_four,20,10,10,10,1,-0.072142426790795,-0.028320939399618016,0.042
primvar_energy_retaining_bank_transition_object_34f80584c474,energy_retaining_bank,w3_randomised_single,20,9,9,9,2,-0.0720776490052905,-0.03449861553310261,0.007000000000000001
primvar_energy_retaining_bank_transition_object_3587c73a98f0,energy_retaining_bank,w3_randomised_four,20,20,20,0,0,0.2008262229526494,-0.004438809649370419,0.067
