surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,160,0,71.3103755109756,96.6422113019405,104.239292795698,127.152516183592,127.482362679086,163.406361016929,67.3900321690084,149.089855573749,0.0785718810088483,0.104239292795698,0.127152516183592,0.0673900321690084,0.149089855573749
1,Aileron_L,40,0,73.1935692664134,90.6942235046841,103.215865666197,113.016374782049,125.617613166362,140.551341256458,89.3923352882098,118.752653770514,0.0904989964278755,0.103215865666197,0.113016374782049,0.0893923352882098,0.118752653770514
2,Aileron_R,40,0,63.4936655347254,93.4928626115337,104.605116428168,128.60401260528,130.182428358108,172.411971251255,75.2227730105233,131.222444235377,0.083491987157819,0.104605116428168,0.12860401260528,0.0752227730105233,0.131222444235377
3,Rudder,40,0,65.235102578928,102.024478550135,95.4054325109759,125.504412634855,124.812843827996,225.423370181337,67.3900321690084,149.089855573749,0.0688951311289721,0.0954054325109759,0.125504412634855,0.0673900321690084,0.149089855573749
4,Elevator,40,0,78.8818006421312,101.183921912167,109.480987736752,136.176509474694,130.93846026495,166.769952070048,92.073836783598,139.900695231603,0.0941777852205163,0.109480987736752,0.136176509474694,0.092073836783598,0.139900695231603
