primitive_id,candidate_index,time_s,local_lqr_speed_bin_id,speed_m_s,min_wall_margin_m,floor_margin_m,command_aileron_norm,command_elevator_norm,command_rudder_norm,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r
glide,0,0.02,speed_bin_5p5_m_s,5.49433967417247,0.20991640880688278,1.3482383077940048,0.0,-0.031889234951110755,0.0,1.4099164088068827,2.2000014344203986,1.748238307794005,-1.3774233229829903e-05,-4.7831868218400125e-05,1.612522614751051e-05,5.491836761879036,0.00011739570932033387,0.1658234672110281,-0.0023397705946447273,-0.005237169236532568,0.0013352022377830053,0.0035284496837823614,-0.006508522496809775,-0.003605367949311835
glide,0,0.04,speed_bin_5p5_m_s,5.492602014786038,0.3196846718055901,1.343684967999505,0.0,-0.031889234951110755,0.0,1.51968467180559,2.200010573689854,1.743684967999505,-0.00010795127066913557,-0.00022002286518128496,4.4133933950022916e-05,5.485406886741904,0.00047930492810141034,0.2810479496152208,-0.007310675214046104,-0.01216562091980667,0.0012628808744210944,0.006018478936148041,-0.011101591084757953,-0.00614967847202974
glide,0,0.06,speed_bin_5p5_m_s,5.493017992459334,0.42934418138991415,1.3371755923258197,0.0,-0.031889234951110755,0.0,1.629344181389914,2.2000329747030993,1.7371755923258196,-0.000305689229166183,-0.0005364908019377167,6.044931101307119e-05,5.481148883127098,0.0010753398278057478,0.360905015372196,-0.012424613536602302,-0.019478041020606445,0.00023247326555861066,0.007775694210078308,-0.01434292259493355,-0.007945200073992359
glide,0,0.08,speed_bin_5p5_m_s,5.4946719074232195,0.5389355314542956,1.329288249044494,0.0,-0.031889234951110755,0.0,1.7389355314542956,2.20007207549843,1.7292882490444939,-0.0005998049991156972,-0.0009958522220084585,4.987610308288539e-05,5.4788939091278,0.0018843549119253891,0.4160977673032966,-0.016872389521443116,-0.02634619227036236,-0.001386469492910622,0.009015762179561083,-0.0166303323641725,-0.009212300844251543
glide,0,0.1,speed_bin_5p5_m_s,5.496844239102788,0.6484933694544945,1.3204391476872224,0.0,-0.1633819762998755,0.0,1.8484933694544945,2.200129570877759,1.7204391476872223,-0.0009812915596044288,-0.0018458999068444485,4.025040453329613e-06,5.478366088203758,0.002880800582758368,0.4503257638249769,-0.02139618312802598,-0.07021704037256607,-0.00329348335537317,0.009890878957653781,-0.03797803038950012,-0.010106494687553933
glide,0,0.12000000000000001,speed_bin_5p5_m_s,5.499432056880136,0.7580437963192368,1.310940476703292,0.0,-0.031889234951110755,0.0,1.9580437963192368,2.2002058118907883,1.7109404767032919,-0.0014432892702516916,-0.0038043416380630028,-7.909896376711808e-05,5.479505883299391,0.004032596354190213,0.46770927005447627,-0.024358936804676823,-0.11831479491677716,-0.005265368752413556,0.010508449441002987,-0.033309643411680384,-0.010737527868313775
glide,0,0.13999999999999999,speed_bin_5p5_m_s,5.5027258253264035,0.8676068607958844,1.3009203967715237,0.0,-0.031889234951110755,0.0,2.0676068607958844,2.2003001839173075,1.7009203967715236,-0.0019409028665319668,-0.006380383325996544,-0.000199855088781295,5.481922161320059,0.005318558075922391,0.47800903640219483,-0.025228530478626745,-0.13539251502468236,-0.007244590341351866,0.01094426933550371,-0.03001515966445199,-0.011182848397192907
glide,0,0.16,speed_bin_5p5_m_s,5.506692544160584,0.977199510835632,1.2904363817343172,0.0,-0.031889234951110755,0.0,2.177199510835632,2.2004113132632113,1.6904363817343173,-0.002444911612542007,-0.009119100165621221,-0.0003582457231633301,5.485278339004923,0.006723791806307706,0.48511762509819206,-0.02521312776114913,-0.13650897826873198,-0.009184254761193963,0.011251827720439051,-0.027690240326719417,-0.011497111386030356
glide,0,0.18,speed_bin_5p5_m_s,5.511282094006792,1.0868367784420234,1.27952772723782,0.0,-0.031889234951110755,0.0,2.2868367784420234,2.200537381370145,1.6795277272378202,-0.002945174944550979,-0.011794383009362018,-0.0005534554495816318,5.489378067150489,0.008232381625078894,0.49080646236559133,-0.02501965801226883,-0.1301091838094271,-0.011038207737839891,0.011468871874085138,-0.026049543227663993,-0.011718886983040508
glide,0,0.19999999999999998,speed_bin_5p5_m_s,5.516298454316471,1.1965323958399396,1.268236607091981,-0.023060585080516817,-0.10307067450780326,0.030699947245694834,2.3965323958399396,2.2006749171988416,1.668236607091981,-0.0035049155731369137,-0.0144469592777382,-0.0007759418683149943,5.494149468902678,0.009550389332740099,0.4937398510494154,-0.03417439957889701,-0.14111278188834722,-0.011701997146174908,0.008226996182262284,-0.03557409342912418,-0.007615167720915792
