run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s4_annular_single_cg_seed1,s4_annular_single_cg,nominal_glide,nominal_glide,1,single_annular_gp_grid,cg,01_Thermal/B_results/Single_Fan_Annular_GP/single_annular_gp_grid_predictions.xlsx,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.34,,True,none,-9.841263771971963e-05,-0.1937287563115362,6.521346552261986,3.0604987212790533,0.00013898416780852433,0.0010307669225824675,0.25,0.0,0.0,0.01973296549364078,True,,0,0,actual_rollout.csv,nominal_glide,0.0010307669225824675,True,actual_rollout.csv,,"single-fan annular-GP updraft, CG wind",updraft_single_fan_annular_gp_centre_wind_seed_001,"single-fan annular-GP updraft, CG wind",actual_rollout.csv,actual_metrics.csv
