event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,-4.34342428772679,4.44089209850063e-16,-4.34342428772679,0,-4.34342428772679,1,
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,-3.75105220294563,-4.88818121293891,1.13712900999328,0,-3.75105220294563,1,
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,-10.2401477883105,-9.639143349524,-0.601004438786507,0,-10.2401477883105,1,
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,-17.4447149162642,-17.2621615415189,-0.1825533747453,0,-17.4447149162642,1,
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,-21.7057640141088,-24.5945221018068,2.88875808769799,0,-21.7057640141088,1,
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,-27.9938111023546,-28.2766884052025,0.282877302847911,0,-27.9938111023546,1,
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,-27.3608955109006,-24.5945221018068,-2.76637340909377,0,-27.3608955109006,1,
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,-17.0796081667736,-17.2621615415189,0.1825533747453,0,-17.0796081667736,1,
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,-9.0381389107375,-9.639143349524,0.601004438786507,0,-9.0381389107375,1,
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,-5.66728973006359,-4.88818121293891,-0.779108517124675,0,-5.66728973006359,1,
11,1,Aileron_L,0,positive_first,positive,return,11,11,-1.40665712080099,4.44089209850063e-16,-1.40665712080099,0,-1.40665712080099,1,
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,0.833458535740959,4.44089209850063e-16,0.833458535740959,0,0.833458535740959,1,
13,1,Aileron_L,-0.2,positive_first,negative,outbound,2,11,9.26931730080492,3.59763376075281,5.67168354005211,0,9.26931730080492,1,
14,1,Aileron_L,-0.4,positive_first,negative,outbound,3,11,13.2385906162614,12.2107266863796,1.02786392988174,0,13.2385906162614,1,
15,1,Aileron_L,-0.6,positive_first,negative,outbound,4,11,17.5158913167276,15.6255980687238,1.8902932480038,0,17.5158913167276,1,
16,1,Aileron_L,-0.8,positive_first,negative,outbound,5,11,18.4350105272543,23.0730075525021,-4.63799702524781,0,18.4350105272543,0,unstable_final_window
17,1,Aileron_L,-1,positive_first,negative,outbound,6,11,28.2075851486167,28.748196517389,-0.540611368772307,0,28.2075851486167,1,
18,1,Aileron_L,-0.8,positive_first,negative,return,7,11,21.9445883283737,23.0730075525021,-1.12841922412835,0,21.9445883283737,1,
19,1,Aileron_L,-0.6,positive_first,negative,return,8,11,14.6333287469168,15.6255980687238,-0.992269321806949,0,14.6333287469168,1,
20,1,Aileron_L,-0.4,positive_first,negative,return,9,11,11.3462268640186,12.2107266863796,-0.864499822361083,0,11.3462268640186,1,
21,1,Aileron_L,-0.2,positive_first,negative,return,10,11,3.97860025660025,3.59763376075281,0.380966495847443,0,3.97860025660025,1,
22,1,Aileron_L,-0,positive_first,negative,return,11,11,0.0758418577255497,4.44089209850063e-16,0.0758418577255493,0,0.0758418577255497,1,
23,1,Aileron_L,-0,negative_first,negative,outbound,1,11,0.200015783448386,4.44089209850063e-16,0.200015783448385,0,0.200015783448386,1,
24,1,Aileron_L,-0.2,negative_first,negative,outbound,2,11,3.21666726490536,3.59763376075281,-0.380966495847443,0,3.21666726490536,1,
25,1,Aileron_L,-0.4,negative_first,negative,outbound,3,11,13.0752265087407,12.2107266863796,0.864499822361084,0,13.0752265087407,1,
26,1,Aileron_L,-0.6,negative_first,negative,outbound,4,11,16.6178673905307,15.6255980687238,0.992269321806951,0,16.6178673905307,1,
27,1,Aileron_L,-0.8,negative_first,negative,outbound,5,11,24.7527783960504,23.0730075525021,1.6797708435483,0,24.7527783960504,0,unstable_final_window
28,1,Aileron_L,-1,negative_first,negative,outbound,6,11,29.2888078861613,28.748196517389,0.540611368772307,0,29.2888078861613,1,
29,1,Aileron_L,-0.8,negative_first,negative,return,7,11,24.2014267766304,23.0730075525021,1.12841922412835,0,24.2014267766304,1,
30,1,Aileron_L,-0.6,negative_first,negative,return,8,11,14.6240641541463,15.6255980687238,-1.00153391457747,0,14.6240641541463,1,
31,1,Aileron_L,-0.4,negative_first,negative,return,9,11,11.0996125124872,12.2107266863796,-1.11111417389243,0,11.0996125124872,1,
32,1,Aileron_L,-0.2,negative_first,negative,return,10,11,3.17050439203852,3.59763376075281,-0.427129368714289,0,3.17050439203852,1,
33,1,Aileron_L,-0,negative_first,negative,return,11,11,-0.0758418577255489,4.44089209850063e-16,-0.0758418577255493,0,-0.0758418577255489,1,
34,1,Aileron_L,0,negative_first,positive,outbound,1,11,0.0894013768454318,4.44089209850063e-16,0.0894013768454314,0,0.0894013768454318,1,
35,1,Aileron_L,0.2,negative_first,positive,outbound,2,11,-4.10907269581424,-4.88818121293891,0.779108517124674,0,-4.10907269581424,1,
36,1,Aileron_L,0.4,negative_first,positive,outbound,3,11,-10.6761471661178,-9.639143349524,-1.03700381659381,0,-10.6761471661178,1,
37,1,Aileron_L,0.6,negative_first,positive,outbound,4,11,-17.8509055998286,-17.2621615415189,-0.588744058309725,0,-17.8509055998286,1,
38,1,Aileron_L,0.8,negative_first,positive,outbound,5,11,-21.828148692713,-24.5945221018068,2.76637340909377,0,-21.828148692713,1,
39,1,Aileron_L,1,negative_first,positive,outbound,6,11,-28.5595657080505,-28.2766884052025,-0.282877302847911,0,-28.5595657080505,1,
40,1,Aileron_L,0.8,negative_first,positive,return,7,11,-27.6755986597998,-24.5945221018068,-3.08107655799294,0,-27.6755986597998,1,
41,1,Aileron_L,0.6,negative_first,positive,return,8,11,-16.8070510063112,-17.2621615415189,0.455110535207663,0,-16.8070510063112,1,
42,1,Aileron_L,0.4,negative_first,positive,return,9,11,-8.7891207050691,-9.639143349524,0.850022644454908,0,-8.7891207050691,1,
43,1,Aileron_L,0.2,negative_first,positive,return,10,11,-6.14380809415575,-4.88818121293891,-1.25562688121683,0,-6.14380809415575,1,
44,1,Aileron_L,0,negative_first,positive,return,11,11,-1.06818099557599,4.44089209850063e-16,-1.06818099557599,0,-1.06818099557599,1,
45,2,Aileron_R,0,positive_first,positive,outbound,1,11,-9.02794471621394,0,-9.02794471621394,0,-9.02794471621394,1,
46,2,Aileron_R,0.2,positive_first,positive,outbound,2,11,1.16971897841556,-2.90929117264107,4.07901015105663,0,1.16971897841556,1,
47,2,Aileron_R,0.4,positive_first,positive,outbound,3,11,0.309326526078133,1.16552693603736,-0.856200409959229,0,0.309326526078133,1,
48,2,Aileron_R,0.6,positive_first,positive,outbound,4,11,8.10633718112586,8.10633718112586,0,0,8.10633718112586,1,
49,2,Aileron_R,0.8,positive_first,positive,outbound,5,11,7.48461642985646,7.46334920685745,0.0212672229990023,0,7.48461642985646,1,
50,2,Aileron_R,1,positive_first,positive,outbound,6,11,15.89470838529,8.89696763889869,6.99774074639134,0,15.89470838529,0,unstable_final_window
51,2,Aileron_R,0.8,positive_first,positive,return,7,11,7.08924380413719,7.46334920685745,-0.37410540272027,0,7.08924380413719,1,
52,2,Aileron_R,0.6,positive_first,positive,return,8,11,9.49614752129921,8.10633718112586,1.38981034017335,0,9.49614752129921,1,
53,2,Aileron_R,0.4,positive_first,positive,return,9,11,0.882094489446622,1.16552693603736,-0.283432446590739,0,0.882094489446622,1,
54,2,Aileron_R,0.2,positive_first,positive,return,10,11,-9.78728200560913,-2.90929117264107,-6.87799083296806,0,-9.78728200560913,1,
55,2,Aileron_R,0,positive_first,positive,return,11,11,-2.69483350665747,0,-2.69483350665747,0,-2.69483350665747,1,
56,2,Aileron_R,-0,positive_first,negative,outbound,1,11,-3.78543905518893,0,-3.78543905518893,0,-3.78543905518893,1,
57,2,Aileron_R,-0.2,positive_first,negative,outbound,2,11,-6.44766648412426,-7.59975398451338,1.15208750038911,0,-6.44766648412426,1,
58,2,Aileron_R,-0.4,positive_first,negative,outbound,3,11,-14.0455790570066,-12.396898243803,-1.6486808132036,0,-14.0455790570066,1,
