event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,-0.678625611953508,0,-0.678625611953508,0,-0.678625611953508,1,
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,-5.03270564763069,-3.65446117746916,-1.37824447016153,0,-5.03270564763069,1,
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,-11.0702115328012,-9.95413215144214,-1.11607938135901,0,-11.0702115328012,1,
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,-15.9903637431847,-14.8003288209236,-1.19003492226112,0,-15.9903637431847,1,
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,-23.5846259389092,-23.3489831233821,-0.235642815527079,0,-23.5846259389092,1,
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,-24.8609027699045,-25.1044868551373,0.243584085232794,0,-24.8609027699045,1,
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,-22.143077291461,-23.3489831233821,1.20590583192115,0,-22.143077291461,1,
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,-13.6102938986625,-14.8003288209236,1.19003492226112,0,-13.6102938986625,1,
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,-8.83805277008313,-9.95413215144214,1.11607938135901,0,-8.83805277008313,1,
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,-2.45092924409804,-3.65446117746916,1.20353193337112,0,-2.45092924409804,1,
11,1,Aileron_L,0,positive_first,positive,return,11,11,-0.484512453192363,0,-0.484512453192363,0,-0.484512453192363,1,
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,-0.426221278189154,0,-0.426221278189154,0,-0.426221278189154,1,
13,1,Aileron_L,-0.2,positive_first,negative,outbound,2,11,8.9510834875313,7.92136203859248,1.02972144893882,0,8.9510834875313,1,
14,1,Aileron_L,-0.4,positive_first,negative,outbound,3,11,18.4344189059396,17.5340344226989,0.900384483240714,0,18.4344189059396,1,
15,1,Aileron_L,-0.6,positive_first,negative,outbound,4,11,16.9619708415497,15.3442426881386,1.61772815341109,0,16.9619708415497,1,
16,1,Aileron_L,-0.8,positive_first,negative,outbound,5,11,21.8102891616424,22.9602581917127,-1.14996903007028,0,21.8102891616424,1,
17,1,Aileron_L,-1,positive_first,negative,outbound,6,11,25.4804213144775,22.9602581917127,2.52016312276475,0,25.4804213144775,0,unstable_final_window
18,1,Aileron_L,-0.8,positive_first,negative,return,7,11,23.09103629142,22.9602581917127,0.130778099707268,0,23.09103629142,1,
19,1,Aileron_L,-0.6,positive_first,negative,return,8,11,13.7265145347276,15.3442426881386,-1.61772815341109,0,13.7265145347276,1,
20,1,Aileron_L,-0.4,positive_first,negative,return,9,11,16.6336499394582,17.5340344226989,-0.90038448324071,0,16.6336499394582,1,
21,1,Aileron_L,-0.2,positive_first,negative,return,10,11,5.02588277314963,7.92136203859248,-2.89547926544284,0,5.02588277314963,1,
22,1,Aileron_L,-0,positive_first,negative,return,11,11,0.531279863131333,0,0.531279863131333,0,0.531279863131333,1,
