dataset_root,session_label,trial_id,throw_id,throw_dir,case_id,case_storage_id,surface_axis,command_axis,command_value,command_abs,command_lattice_percent,command_start_s,command_duration_s,effective_flight_duration_s,usable_window_start_s,usable_window_end_s,response_window_s,valid_throw,state_sample_count,command_schedule_status,command_schedule_notes,vicon_validity_flag,tracking_quality_flag,launch_quality_flag,termination_reason,termination_group,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,speed0_m_s,phi0_deg,theta0_deg,psi0_deg,p0_rad_s,q0_rad_s,r0_rad_s,mean_rate_confidence,min_rate_confidence,response_spike_fraction,response_body_rate_limited_fraction,max_abs_alpha_deg,deep_post_stall_flag,filter_status,filter_reasons,split,notes
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p08/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p08/v003,C1_aileron_pos0p8,c1_a_p08,aileron,delta_a,0.8,0.8,80,0.15,60,1.0521713,0.15,0.8,0.65,True,174,ok,"active rows 37, active start 0.166081",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.349957407,2.104004187,1.319692778,5.348225485,1.234788418,0.4842457529,5.510237038,11.2476466,-0.7206345507,-7.507093576,0.3377149663,0.4048195713,-0.1916431918,0.9474137931,0.5,0.009523809524,0,14.88735378,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p10/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p10/v001,C1_aileron_pos1p0,c1_a_p10,aileron,delta_a,1,1,100,0.15,60,0.9323884,0.15,0.8,0.65,True,140,ok,"active rows 32, active start 0.159125",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.255022775,2.101325276,1.353267747,4.891955951,1.488287098,0.2218107666,5.118147275,9.790526554,-4.678375954,-9.405716959,0.228969222,0.08130252463,-0.307849804,0.9435714286,0.5,0.009523809524,0.009523809524,38.15011896,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p10/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p10/v002,C1_aileron_pos1p0,c1_a_p10,aileron,delta_a,1,1,100,0.15,60,0.9312124,0.15,0.8,0.65,True,153,ok,"active rows 32, active start 0.165459",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.272490826,2.10756012,1.359552203,5.002697218,1.147406544,0.5191558179,5.158783189,4.625959925,-1.695184916,-9.143053598,-0.4394284937,0.2390483223,-0.4411101262,0.9441176471,0.5,0.009433962264,0,33.58704931,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p10/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p10/v003,C1_aileron_pos1p0,c1_a_p10,aileron,delta_a,1,1,100,0.15,60,1.0291813,0.15,0.8,0.65,True,163,ok,"active rows 36, active start 0.168455",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.297766146,2.159780599,1.401214957,5.063853446,0.5668840799,0.5911530524,5.1296619,11.73812019,3.440562193,0.6440600467,0.6063618949,0.451491109,-0.2624864586,0.9472392638,0.5,0.009615384615,0,16.89886964,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n02/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n02/v001,C1_aileron_neg0p2,c1_a_n02,aileron,delta_a,-0.2,0.2,-20,0.15,60,1.0747187,0.15,0.8,0.65,True,171,ok,"active rows 39, active start 0.15406",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.257360973,2.103233187,1.373533663,5.516167002,0.8867196056,0.4958050663,5.608938644,7.840905303,-2.685525881,-4.777531622,-0.01252755128,0.2328823984,-0.01066332499,0.9368421053,0.5,0.03738317757,0.02803738318,18.58985748,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n02/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n02/v002,C1_aileron_neg0p2,c1_a_n02,aileron,delta_a,-0.2,0.2,-20,0.15,60,1.1192782,0.15,0.8,0.65,True,174,ok,"active rows 40, active start 0.168981",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.348178599,2.111484146,1.469105677,5.165396723,1.07992342,0.7442885166,5.329307956,2.801297419,3.707438597,-8.044334378,-0.2703429757,0.441270471,-0.381352181,0.9422413793,0.5,0.009523809524,0,18.11377741,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n02/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n02/v003,C1_aileron_neg0p2,c1_a_n02,aileron,delta_a,-0.2,0.2,-20,0.15,60,1.1755761,0.15,0.8,0.65,True,195,ok,"active rows 43, active start 0.166445",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.268096013,2.138612645,1.424542996,5.460805506,0.9316516894,0.3738556139,5.552309399,6.245526558,-2.071086312,-4.986311841,-0.2247981399,0.3931466554,-0.1697166502,0.9361538462,0.5,0.03773584906,0,15.61665441,False,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/bad/i001,i001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n04/bad/i001,C1_aileron_neg0p4,c1_a_n04,aileron,delta_a,-0.4,0.4,-40,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:rejected_launch_attempt:z_w_outside_launch_gate;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n04/v001,C1_aileron_neg0p4,c1_a_n04,aileron,delta_a,-0.4,0.4,-40,0.15,60,1.1366142,0.15,0.8,0.65,True,189,ok,"active rows 41, active start 0.163128",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_front_wall,front_wall,1.274427153,2.027472805,1.382648173,5.762696247,1.321007936,0.3643954823,5.923387044,4.255292501,-2.116358431,-7.853488847,0.06534248308,0.4107790606,-0.02441124485,0.9404761905,0.5,0.01851851852,0.01851851852,41.08793617,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n04/v002,C1_aileron_neg0p4,c1_a_n04,aileron,delta_a,-0.4,0.4,-40,0.15,60,1.1425129,0.15,0.8,0.65,True,181,ok,"active rows 41, active start 0.16286",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.262789769,2.048686997,1.40236149,5.514736757,0.9900202538,0.445633368,5.620591668,6.793125884,-2.100699953,-5.634222295,0.004796097282,0.4241433236,-0.3264298268,0.9425414365,0.5,0.01886792453,0.009433962264,25.50949588,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n04/v003,C1_aileron_neg0p4,c1_a_n04,aileron,delta_a,-0.4,0.4,-40,0.15,60,1.0543398,0.15,0.8,0.65,True,168,ok,"active rows 38, active start 0.155281",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.26795794,2.021269512,1.425393567,5.036811934,0.7800654134,0.693851546,5.143870767,4.868359362,4.453996265,-6.757097951,-0.3358197686,0.7765148247,-0.1507492014,0.93125,0.5,0.01886792453,0,16.28702457,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n06/v001,C1_aileron_neg0p6,c1_a_n06,aileron,delta_a,-0.6,0.6,-60,0.15,60,1.1756663,0.15,0.8,0.65,True,191,ok,"active rows 42, active start 0.169243",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.285591594,2.035270976,1.526720794,5.156359673,0.9627729191,0.4119429429,5.261622731,12.25344135,7.34468022,-7.62788845,0.3196508871,0.5023522673,-0.5469672276,0.9405759162,0.5,0.0380952381,0.01904761905,53.50620438,True,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n06/v002,C1_aileron_neg0p6,c1_a_n06,aileron,delta_a,-0.6,0.6,-60,0.15,60,1.1533005,0.15,0.8,0.65,True,183,ok,"active rows 42, active start 0.16549",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.256774247,2.005311482,1.441810576,5.232735698,0.3014568197,0.6944145343,5.287211992,7.611983019,7.972725801,-0.9685303033,0.03884561338,0.7320765545,-0.2593282928,0.95,0.95,0,0,18.41444313,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n06/v003,C1_aileron_neg0p6,c1_a_n06,aileron,delta_a,-0.6,0.6,-60,0.15,60,1.1680394,0.15,0.8,0.65,True,196,ok,"active rows 43, active start 0.16377",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.294884789,2.040715511,1.40136441,5.682618191,0.5577005084,0.4379461199,5.726689808,12.48950425,0.8208518707,-1.140988578,0.2569067501,0.3732479382,0.07690186222,0.9385204082,0.5,0.03703703704,0.02777777778,42.69571309,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i001,i001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i001,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i002,i002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i002,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i003,i003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i003,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i004,i004,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i004,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i005,i005,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i005,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i006,i006,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i006,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/bad/i007,i007,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/bad/i007,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:launch_gate_timeout:vicon_subject_occluded;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/v001,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,1.0003541,0.15,0.8,0.65,True,158,ok,"active rows 35, active start 0.154911",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.280072516,2.038362918,1.356534631,5.659775855,0.3745210342,0.6812802021,5.712921446,13.65655281,0.2873572016,-2.617031026,0.3100263485,0.471280618,-0.1843077921,0.9386075949,0.5,0.01904761905,0,83.11891019,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/v002,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0.9952829,0.15,0.8,0.65,True,158,ok,"active rows 35, active start 0.183226",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.252838559,2.038133102,1.420825283,5.144488341,-0.1403480993,0.6855646714,5.191864482,11.67908534,3.962127393,5.935882222,0.5336777156,0.756317111,0.3570422775,0.95,0.95,0,0,64.86122191,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n08/v003,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,1.0816894,0.15,0.8,0.65,True,85,ok,"active rows 25, active start 0.164569",valid_state_samples,nominal,vertical_velocity_edge,exit_gate_floor,floor,1.41226771,2.080984753,1.48646666,4.850519777,0.7890814444,0.9506295881,5.005385924,3.031737281,13.64021254,-5.906603358,-0.1833803443,0.853873325,-0.2277052673,0.9341176471,0.5,0.04347826087,0.04347826087,22.1811263,False,filtered,outside_relaxed_replay_start_velocity_gate,excluded,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n10/v001,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,1.2878822,0.15,0.8,0.65,True,212,ok,"active rows 47, active start 0.168958",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.263205341,2.03555245,1.445289581,5.770330262,0.339003371,0.7756109196,5.832084268,8.03257662,9.159690693,-0.8747121642,0.3947322949,0.975494093,-0.3589948541,0.941509434,0.5,0.01923076923,0.009615384615,89.32697882,True,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n10/v002,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,1.2538458,0.15,0.8,0.65,True,199,ok,"active rows 46, active start 0.169712",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_front_wall,front_wall,1.271150406,1.97761654,1.385543763,5.879235361,1.276777106,0.5185727112,6.038583101,7.244811005,1.965388036,-8.285356441,-0.07478207137,0.8677801668,-0.7060595294,0.9432160804,0.5,0.01941747573,0.009708737864,43.9680679,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_n10/v003,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,1.178167,0.15,0.8,0.65,True,194,ok,"active rows 43, active start 0.163448",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.330027879,2.075447503,1.416328881,5.350011099,1.111211074,0.7302591423,5.512774911,5.01482821,9.241023597,-8.106535916,-0.02387801542,1.108055373,-0.2883206468,0.9476804124,0.5,0.009615384615,0,20.66643393,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_p02/v001,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,1.0470789,0.15,0.8,0.65,True,175,ok,"active rows 38, active start 0.16718",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.294072168,2.117043816,1.402105555,4.918814273,0.8476973557,0.5674281984,5.023474836,4.206253183,2.175399953,-4.376518585,0.02010280857,0.4132560094,-0.001334615218,0.9371428571,0.5,0.01869158879,0,17.87464788,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_p02/v002,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,0.8485212,0.15,0.8,0.65,True,137,ok,"active rows 29, active start 0.168604",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.248355461,2.107744086,1.412129735,4.614647083,0.6711695461,0.3396838441,4.675555729,5.981610022,-4.162103205,-2.385279531,0.1138117412,-0.07290056829,-0.002643383076,0.9401459854,0.5,0.009523809524,0.009523809524,15.72674922,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_231717/c1_a_p02/v003,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,1.1312387,0.15,0.8,0.65,True,188,ok,"active rows 41, active start 0.163903",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.263258298,2.040281924,1.439056534,5.414320283,0.2209149581,0.2613017256,5.425121762,4.717331919,-3.862115308,-0.7368012339,0.435294263,0.06728129984,-0.1171577017,0.945212766,0.5,0,0,16.06077433,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
