stage_index,stage_id,fit_parameter_group,accepted,acceptance_reason,train_objective_before,train_objective_after,heldout_objective_before,heldout_objective_after,heldout_dx_mae_before_m,heldout_dx_mae_after_m,heldout_altitude_loss_mae_before_m,heldout_altitude_loss_mae_after_m,heldout_sink_mae_before_m_s,heldout_sink_mae_after_m_s,heldout_pitch_mae_before_deg,heldout_pitch_mae_after_deg,attached_sample_fraction,transition_sample_fraction,post_stall_sample_fraction,parameter_updates_json
0,stage0_baseline,none,True,baseline_active,63.39054497,63.39054497,49.78466452,49.78466452,0.9325274758,0.9325274758,1.047248946,1.047248946,0.9251952112,0.9251952112,17.4238863,17.4238863,0.2224180127,0.6903573177,0.0872246696,{}
1,stage1_attached_cm,attached_pitch_moment,True,heldout_longitudinal_improved_or_preserved,63.39054497,29.80075837,49.78466452,19.15976601,0.9325274758,0.4123951953,1.047248946,0.4124361763,0.9251952112,0.3673493599,17.4238863,7.793521367,0.2224180127,0.6903573177,0.0872246696,"{""attached_pitch_moment_bias_coeff"": 0.07613630640954784}"
2,stage2_transition_cm,transition_pitch_moment,False,rejected_by_heldout_longitudinal_gate,29.80075837,29.68137621,19.15976601,19.0090849,0.4123951953,0.4125069352,0.4124361763,0.4095317107,0.3673493599,0.3648578848,7.793521367,7.696143187,0.2224180127,0.6903573177,0.0872246696,{}
3,stage3_post_stall_cm,post_stall_pitch_moment,False,rejected_by_heldout_longitudinal_gate,29.80075837,29.99713038,19.15976601,19.42765239,0.4123951953,0.4121683091,0.4124361763,0.4183274924,0.3673493599,0.3723964758,7.793521367,7.733181433,0.2224180127,0.6903573177,0.0872246696,{}
4,stage4_post_stall_cmq,post_stall_pitch_damping,False,rejected_by_heldout_longitudinal_gate,29.80075837,31.11521885,19.15976601,21.65700636,0.4123951953,0.4047352297,0.4124361763,0.4694924128,0.3673493599,0.4167745456,7.793521367,7.492389221,0.2224180127,0.6903573177,0.0872246696,{}
5,stage5_transition_blend,transition_blend_start_full,True,heldout_longitudinal_improved_or_preserved,29.80075837,27.86953348,19.15976601,16.49590038,0.4123951953,0.4100411852,0.4124361763,0.3648282202,0.3673493599,0.3264824366,7.793521367,5.816670827,0.2224180127,0.6903573177,0.0872246696,"{""post_stall_residual_blend_full_alpha_deg"": 22.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0}"
6,stage6_post_stall_lift_drag,post_stall_lift_drag,False,rejected_by_heldout_longitudinal_gate,27.86953348,28.85308454,16.49590038,17.68952515,0.4100411852,0.4145693177,0.3648282202,0.3919526598,0.3264824366,0.3502353349,5.816670827,6.336458131,0.2224180127,0.6903573177,0.0872246696,{}
