model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,2211,61,0.2539376354,0.4227587287,0.3696361962,0.4958999009,6.434598708,11.12403498,5.030938553
baseline_active,train,transition,7052,61,0.3321656097,0.504373924,0.486373511,0.7146625704,8.171893646,20.18441935,8.043477495
baseline_active,train,post_stall,891,19,0.5482404834,0.8092869209,0.519868518,0.6689091759,11.02863462,20.21081414,8.664350156
baseline_active,heldout,attached,354,11,0.2131920706,0.3320281006,0.2103879469,0.3715861284,4.498665791,8.007943214,2.289834299
baseline_active,heldout,transition,1363,11,0.3835428254,0.5941403419,0.4549630802,0.6802297566,9.543720978,17.98603445,9.214361141
baseline_active,heldout,post_stall,251,5,0.6323851485,0.7296520403,0.6720021755,0.9166492765,9.604644499,19.43020304,7.232722732
coefficient_candidate,train,attached,2211,61,0.1490642092,0.4930989121,0.1450482742,0.2564734275,9.722363328,4.639981265,8.361485726
coefficient_candidate,train,transition,7052,61,0.1885837977,0.5685906534,0.234275317,0.3860799831,12.92477237,7.844825634,11.40477478
coefficient_candidate,train,post_stall,891,19,0.306400522,0.9134363562,0.1970913741,0.2891886064,14.08568129,7.869455487,9.746609745
coefficient_candidate,heldout,attached,354,11,0.08181699418,0.4160886015,0.08528287964,0.2456429562,8.946142291,3.800792272,7.280516943
coefficient_candidate,heldout,transition,1363,11,0.1600573702,0.6949060556,0.2312832438,0.39668805,18.52897706,5.639590106,14.60154924
coefficient_candidate,heldout,post_stall,251,5,0.3602120566,0.8511334977,0.3562256539,0.5262086033,22.82159213,3.870704382,11.63388351
lateral_diagnostic_candidate,train,attached,2211,61,0.1710161945,0.4105853295,0.2070440849,0.3080860175,11.62313416,11.89112702,34.47972297
lateral_diagnostic_candidate,train,transition,7052,61,0.1551646396,0.4107415366,0.2581886523,0.3938018367,23.1984089,17.49875364,38.99485664
lateral_diagnostic_candidate,train,post_stall,891,19,0.174659594,0.603907704,0.1924293523,0.2638796325,33.86097144,16.87374823,37.27731444
lateral_diagnostic_candidate,heldout,attached,354,11,0.1565086469,0.2759550581,0.128048984,0.2623950337,6.904915531,9.124112936,18.29652137
lateral_diagnostic_candidate,heldout,transition,1363,11,0.1784123024,0.4583350611,0.2711313576,0.4195562557,28.04063845,17.81825571,39.87594006
lateral_diagnostic_candidate,heldout,post_stall,251,5,0.2504386772,0.4992686304,0.3197751045,0.4632098681,28.99928337,18.28841761,33.09666016
