split,stage_fit_group,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,2272,-85.03312318,11.99760118,0.07217185871,0.07781589154,0.0475827249,-0.03398870508,-0.07157084778,-0.16914491,0.009079859895,-0.004240247738,0.00154304297
train,transition_before_post_stall,6214,12.00137605,19.99641663,0.03312281475,0.04346304708,0.0337989611,0.02243297744,0.0222254929,-0.08185985993,-0.009613695955,0.003646610635,-0.01112287239
train,transition_after_post_stall,838,12.01065747,19.9992754,0.03835316414,0.05787061754,0.03842391754,0.01240871946,-0.1150556014,0.07425825757,-0.004940156966,0.002211106743,-0.02557805965
train,post_stall,891,20.00142096,32.00205034,-0.001469485272,0.0551642685,0.03875936219,0.05428864079,-0.04398069549,-0.07396920765,-0.02328646715,0.008229050326,-0.02098775665
heldout,attached,365,2.813051016,11.99568616,0.07264122805,0.08056383824,0.05476852033,-0.03080528889,-0.04285055854,-0.2558315051,0.01212232486,-0.004053104381,0.005799177473
heldout,transition_before_post_stall,1180,12.0205735,19.97585043,0.03073451544,0.04332808505,0.0336192866,0.02568719155,-0.00826197231,-0.0794049377,-0.01180984877,0.00278147455,-0.01247559669
heldout,transition_after_post_stall,183,12.01132314,19.99679576,0.05291812346,0.06571902968,0.05824166196,0.01559098619,-0.1043397822,0.06906360684,0.001580126218,0.01756126882,-0.02721315098
heldout,post_stall,251,20.04902547,23.47817696,-0.06016132175,0.07133731037,0.03680436643,0.07114594236,0.03044559308,0.08833804961,-0.03518813267,0.000338691975,-0.03148404543
