chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w01_primitive_rows/c00000.csv.gz,chunk_manifests/w01_primitive_rows/c00000.json,1035321,c0b6977ac0c2178ee6885fe6d76a5c6e4e2def81bf9679054d25685b5be8532a,18.5796537399292
1,complete,800,1600,800,w01_primitive_rows/c00001.csv.gz,chunk_manifests/w01_primitive_rows/c00001.json,1035144,e6095bf6a0e0839b696d87cfdf67942db8deda453203484ae19c941f04c5c4bb,18.780629634857178
2,complete,1600,2400,800,w01_primitive_rows/c00002.csv.gz,chunk_manifests/w01_primitive_rows/c00002.json,1035870,9c638338eda231fb2af91f0a84afcce7a6b3b71c29539fb9b5b3f4cb6d14acba,19.041308641433716
3,complete,2400,3200,800,w01_primitive_rows/c00003.csv.gz,chunk_manifests/w01_primitive_rows/c00003.json,1035904,863963500487bdf3ef0f175af6629404589659177bebf016582bfc6f07c51716,18.63060235977173
4,complete,3200,4000,800,w01_primitive_rows/c00004.csv.gz,chunk_manifests/w01_primitive_rows/c00004.json,1035832,080dae04972a8fbaa8c30d35b90efbe25298d557b2a8fa95e6d64ef8e0259277,16.272514581680298
5,complete,4000,4800,800,w01_primitive_rows/c00005.csv.gz,chunk_manifests/w01_primitive_rows/c00005.json,1036924,fbb9f3dea13db93c90384fa94f19a9dcf16cccfc346e8b8890db2ceca4f17d1c,8.287242889404297
6,complete,4800,5600,800,w01_primitive_rows/c00006.csv.gz,chunk_manifests/w01_primitive_rows/c00006.json,1034106,1fe5b0cff95432e3bfdb6d4a6c8e12d13a671c16040479ca07abc2b4ca39957a,17.243062496185303
7,complete,5600,6400,800,w01_primitive_rows/c00007.csv.gz,chunk_manifests/w01_primitive_rows/c00007.json,1084176,acc89f20c58e69f4bd9b21b36d8440a831ae66e685431e1d210c0e061ffc870e,32.874900817871094
8,complete,6400,7200,800,w01_primitive_rows/c00008.csv.gz,chunk_manifests/w01_primitive_rows/c00008.json,1193585,cc8d5a0607d1887c96f6767dd6517a859b44e66dc73c560e711fa45e5d81ef07,80.16620206832886
9,complete,7200,8000,800,w01_primitive_rows/c00009.csv.gz,chunk_manifests/w01_primitive_rows/c00009.json,1200614,56453fb603cfff5c045bb6b22a75047f512b5af87f804bfa00832e8c3aad5680,88.74561786651611
10,complete,8000,8800,800,w01_primitive_rows/c00010.csv.gz,chunk_manifests/w01_primitive_rows/c00010.json,1191492,f6bd46d2debee9a9a0faf901c391d9c6d619af6aaed523d78bb02abd344a9b84,43.45516085624695
11,complete,8800,9600,800,w01_primitive_rows/c00011.csv.gz,chunk_manifests/w01_primitive_rows/c00011.json,1188790,18d49ce2eb32dfbfb4e72fccc61d28ed776b272a6bd82afe8e1b7b3349e624b0,62.159109592437744
