primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_inflight_only_05903ea7d273,energy_retaining_bank,w3_randomised_four,60,6,42,12,-0.1081925058440012,-0.15200546202824433,0.4483333333333334
primvar_energy_retaining_bank_inflight_only_05903ea7d273,energy_retaining_bank,w3_randomised_single,60,3,29,28,-0.0787632812995946,-0.3327323602413315,0.19733333333333336
primvar_energy_retaining_bank_inflight_only_07d256f533e6,energy_retaining_bank,w3_randomised_four,60,6,42,12,-0.119007678481517,-0.15851712389413933,0.4576666666666668
primvar_energy_retaining_bank_inflight_only_07d256f533e6,energy_retaining_bank,w3_randomised_single,60,2,30,28,-0.1025921480945228,-0.33577247178153846,0.22766666666666674
primvar_energy_retaining_bank_inflight_only_1a2795f98344,energy_retaining_bank,w3_randomised_four,60,7,41,12,-0.1106992147575738,-0.12176445500759346,0.4653333333333335
primvar_energy_retaining_bank_inflight_only_1a2795f98344,energy_retaining_bank,w3_randomised_single,60,4,31,25,-0.1160277323301057,-0.31231557389519443,0.22400000000000006
primvar_energy_retaining_bank_inflight_only_24fb5671434c,energy_retaining_bank,w3_randomised_four,60,9,42,9,-0.1236212580214939,-0.14795235061960327,0.4636666666666668
primvar_energy_retaining_bank_inflight_only_24fb5671434c,energy_retaining_bank,w3_randomised_single,60,1,30,29,-0.1177598423514245,-0.3507472722186757,0.23533333333333342
primvar_energy_retaining_bank_inflight_only_256e25532dfd,energy_retaining_bank,w3_randomised_four,60,6,43,11,-0.117265150544866,-0.1427718493709064,0.4623333333333335
primvar_energy_retaining_bank_inflight_only_256e25532dfd,energy_retaining_bank,w3_randomised_single,60,5,30,25,-0.1062798437186174,-0.3113782563499866,0.2186666666666667
primvar_energy_retaining_bank_inflight_only_29167bd7dc0d,energy_retaining_bank,w3_randomised_four,60,6,44,10,-0.1067888259546574,-0.15795804763790783,0.4516666666666668
primvar_energy_retaining_bank_inflight_only_29167bd7dc0d,energy_retaining_bank,w3_randomised_single,60,4,29,27,-0.1093420404196807,-0.31870433863365333,0.1946666666666667
primvar_energy_retaining_bank_inflight_only_2bfb12941462,energy_retaining_bank,w3_randomised_four,60,7,44,9,-0.121251387084051,-0.11155264667937273,0.45066666666666677
primvar_energy_retaining_bank_inflight_only_2bfb12941462,energy_retaining_bank,w3_randomised_single,60,4,27,29,-0.103579847053326,-0.2960672384867536,0.19833333333333336
primvar_energy_retaining_bank_inflight_only_35cfeeec6300,energy_retaining_bank,w3_randomised_four,60,5,42,13,-0.1260490997811763,-0.15898552133786084,0.44766666666666677
primvar_energy_retaining_bank_inflight_only_35cfeeec6300,energy_retaining_bank,w3_randomised_single,60,4,32,24,-0.1273993504276118,-0.2941570030245807,0.2216666666666667
primvar_energy_retaining_bank_inflight_only_396b90d5ac3e,energy_retaining_bank,w3_randomised_four,60,7,43,10,-0.1205016104200691,-0.15779182352455748,0.4573333333333335
primvar_energy_retaining_bank_inflight_only_396b90d5ac3e,energy_retaining_bank,w3_randomised_single,60,3,29,28,-0.0849384555901693,-0.33784586280187556,0.22366666666666674
primvar_energy_retaining_bank_inflight_only_3ce0bb1441b3,energy_retaining_bank,w3_randomised_four,60,6,43,11,-0.1157831221844967,-0.1292510485960673,0.45700000000000013
primvar_energy_retaining_bank_inflight_only_3ce0bb1441b3,energy_retaining_bank,w3_randomised_single,60,2,29,29,-0.1043084149461739,-0.32693910935207354,0.19100000000000003
primvar_energy_retaining_bank_inflight_only_418547555d04,energy_retaining_bank,w3_randomised_four,60,6,41,13,-0.1253001530460791,-0.13545876485307815,0.4493333333333335
primvar_energy_retaining_bank_inflight_only_418547555d04,energy_retaining_bank,w3_randomised_single,60,2,30,28,-0.1085100838149424,-0.3226989252683769,0.22466666666666674
primvar_energy_retaining_bank_inflight_only_4b1d62feaec0,energy_retaining_bank,w3_randomised_four,60,7,44,9,-0.1184156205913966,-0.13992606236383914,0.4466666666666668
primvar_energy_retaining_bank_inflight_only_4b1d62feaec0,energy_retaining_bank,w3_randomised_single,60,2,30,28,-0.0961170564758377,-0.31835016614060796,0.23133333333333336
primvar_energy_retaining_bank_inflight_only_51a13d029871,energy_retaining_bank,w3_randomised_four,60,6,43,11,-0.1083741704804239,-0.15591776517426134,0.45066666666666677
primvar_energy_retaining_bank_inflight_only_51a13d029871,energy_retaining_bank,w3_randomised_single,60,1,28,31,-0.0831584763006247,-0.3242127409053109,0.21833333333333338
primvar_energy_retaining_bank_inflight_only_5685418df371,energy_retaining_bank,w3_randomised_four,60,6,42,12,-0.1213106179575884,-0.1417041430081981,0.4510000000000001
primvar_energy_retaining_bank_inflight_only_5685418df371,energy_retaining_bank,w3_randomised_single,60,1,30,29,-0.1111664475840452,-0.32423578129276287,0.21900000000000006
primvar_energy_retaining_bank_inflight_only_6af6433af4fc,energy_retaining_bank,w3_randomised_four,60,6,42,12,-0.1143147708801777,-0.13766007646785486,0.4526666666666668
primvar_energy_retaining_bank_inflight_only_6af6433af4fc,energy_retaining_bank,w3_randomised_single,60,6,30,24,-0.1096414138187604,-0.28255140545397794,0.2216666666666667
primvar_energy_retaining_bank_inflight_only_7819035e2a62,energy_retaining_bank,w3_randomised_four,60,7,40,13,-0.1203988485532372,-0.13425758939318172,0.4516666666666668
primvar_energy_retaining_bank_inflight_only_7819035e2a62,energy_retaining_bank,w3_randomised_single,60,2,31,27,-0.1039529459851946,-0.3050719698205222,0.2286666666666667
