case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score
glide_launch_dry,glide,launch_gate,W0,dry_air,0,glide_robust_anchor_nominal_ref_nominal_000,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.2777777777777778,0.01716084420108884,0.02330076359937496,-2.572999239918914
glide_launch_dry,glide,launch_gate,W0,dry_air,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.2777777777777778,0.01716084420108884,0.02330076359937496,-2.572999239918914
glide_launch_dry,glide,launch_gate,W0,dry_air,3,glide_robust_anchor_rate_damped_ref_damped_level_003,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.1111111111111111,0.01716084420108884,0.02330076359937496,-2.4396659065855806
glide_launch_dry,glide,launch_gate,W0,dry_air,5,glide_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.3611111111111111,0.01716084420108884,0.02330076359937496,-2.6396659065855808
glide_launch_dry,glide,launch_gate,W0,dry_air,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.1388888888888889,0.01716084420108884,0.02330076359937496,-2.4618881288078027
glide_launch_dry,glide,launch_gate,W0,dry_air,7,glide_robust_anchor_balanced_agile_ref_right_bias_007,0.7200000000000001,False,wall_boundary_exit_retained,False,True,-0.16571042333315034,7.959735562905084,7.482057343302018,7.447482939473652,1.2554059434826965,-0.08164282787810428,1.5966305531749667,-10.90797059084664,5.3996878128215435,-11.047057202462408,0.0,0.5555555555555556,0.01716084420108884,0.02330076359937496,-2.7952214621411358
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,0,lift_entry_robust_anchor_nominal_ref_nominal_000,0.54,False,wall_boundary_exit_retained,False,True,0.021111152128481248,5.159539417303657,5.019381956061471,4.851921938522448,2.009004564251231,-0.07544043727985184,0.9298975464598693,13.503578723225878,19.95033471039693,-12.075255404898353,0.16131865986042296,0.48148148148148145,0.04185409937180064,0.012555723648601875,-3.019372855517748
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,1,lift_entry_robust_anchor_attitude_heavy_ref_pitch_up_001,0.54,False,wall_boundary_exit_retained,False,True,0.021111152128481248,5.159539417303657,5.019381956061471,4.851921938522448,2.009004564251231,-0.07544043727985184,0.9298975464598693,13.503578723225878,19.95033471039693,-12.075255404898353,0.16131865986042296,0.6296296296296297,0.04185409937180064,0.012555723648601875,-3.1378913740362666
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,3,lift_entry_robust_anchor_rate_damped_ref_damped_level_003,0.54,False,wall_boundary_exit_retained,False,True,0.021111152128481248,5.159539417303657,5.019381956061471,4.851921938522448,2.009004564251231,-0.07544043727985184,0.9298975464598693,13.503578723225878,19.95033471039693,-12.075255404898353,0.16131865986042296,0.48148148148148145,0.04185409937180064,0.012555723648601875,-3.019372855517748
lift_entry_single,lift_entry,inflight_lift_region,W1,w1_annular_gp_randomised_single,5,lift_entry_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.54,False,wall_boundary_exit_retained,False,True,0.021111152128481248,5.159539417303657,5.019381956061471,4.851921938522448,2.009004564251231,-0.07544043727985184,0.9298975464598693,13.503578723225878,19.95033471039693,-12.075255404898353,0.16131865986042296,0.5925925925925926,0.04185409937180064,0.012555723648601875,-3.108261744406637
