episode_id,primitive_step_index,policy_id,context_id,W_layer,environment_mode,start_state_family,governor_mode,governor_config_id,governor_belief_weight,governor_maximum_hard_failure_risk,candidate_count,viable_count,decision_status,selected_compact_library_id,selected_primitive_variant_id,selected_primitive_id,selected_controller_id,selected_score,claim_status,paired_episode_index,replicate_id,common_random_key
v49_r001_context_plus_memory_lambda_0_8_p00001_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00001_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2857926215528888,simulation_only_selector_decision,1,0,v410_run001_seed00511_r00_e00001
v49_r001_context_plus_memory_lambda_0_95_p00001_rep00,0,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00001_rep00_ctx00,W1,gaussian_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2857926215528888,simulation_only_selector_decision,1,0,v410_run001_seed00511_r00_e00001
v49_r001_no_memory_baseline_p00002_rep00,0,no_memory_baseline,v49_r001_no_memory_baseline_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_static_map_baseline_p00002_rep00,0,static_map_baseline,v49_r001_static_map_baseline_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_context_only_without_memory_p00002_rep00,0,context_only_without_memory,v49_r001_context_only_without_memory_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_context_plus_memory_lambda_0_5_p00002_rep00,0,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_context_plus_memory_lambda_0_8_p00002_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_context_plus_memory_lambda_0_95_p00002_rep00,0,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00002_rep00_ctx00,W1,gaussian_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,58,0,blocked_no_viable_representative,,,,,-inf,simulation_only_selector_decision,2,0,v410_run001_seed00511_r00_e00002
v49_r001_no_memory_baseline_p00003_rep00,0,no_memory_baseline,v49_r001_no_memory_baseline_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2852962978042993,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_static_map_baseline_p00003_rep00,0,static_map_baseline,v49_r001_static_map_baseline_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.27520758570366133,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_context_only_without_memory_p00003_rep00,0,context_only_without_memory,v49_r001_context_only_without_memory_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2852962978042993,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_context_plus_memory_lambda_0_5_p00003_rep00,0,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28246576147998137,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_context_plus_memory_lambda_0_8_p00003_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28419811507532544,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_context_plus_memory_lambda_0_95_p00003_rep00,0,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00003_rep00_ctx00,W2,annular_gp_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28502600609715,simulation_only_selector_decision,3,0,v410_run001_seed00511_r00_e00003
v49_r001_no_memory_baseline_p00004_rep00,0,no_memory_baseline,v49_r001_no_memory_baseline_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28491590293867264,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_no_memory_baseline_p00004_rep00,1,no_memory_baseline,v49_r001_no_memory_baseline_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.23092506250832007,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_static_map_baseline_p00004_rep00,0,static_map_baseline,v49_r001_static_map_baseline_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.27482719083803464,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_static_map_baseline_p00004_rep00,1,static_map_baseline,v49_r001_static_map_baseline_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.17896627888478872,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_only_without_memory_p00004_rep00,0,context_only_without_memory,v49_r001_context_only_without_memory_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28491590293867264,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_only_without_memory_p00004_rep00,1,context_only_without_memory,v49_r001_context_only_without_memory_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.23092506250832007,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_5_p00004_rep00,0,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28349838418569406,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_5_p00004_rep00,1,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.23092506250832007,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_8_p00004_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2840364565191657,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_8_p00004_rep00,1,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.23092506250832007,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_95_p00004_rep00,0,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00004_rep00_ctx00,W2,annular_gp_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2846589007577988,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_context_plus_memory_lambda_0_95_p00004_rep00,1,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00004_rep00_ctx01,W2,annular_gp_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.23092506250832007,simulation_only_selector_decision,4,0,v410_run001_seed00511_r00_e00004
v49_r001_no_memory_baseline_p00005_rep00,0,no_memory_baseline,v49_r001_no_memory_baseline_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28625283332348456,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_no_memory_baseline_p00005_rep00,1,no_memory_baseline,v49_r001_no_memory_baseline_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24757040914800968,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_static_map_baseline_p00005_rep00,0,static_map_baseline,v49_r001_static_map_baseline_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2761641212228466,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_static_map_baseline_p00005_rep00,1,static_map_baseline,v49_r001_static_map_baseline_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2196071848927155,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_only_without_memory_p00005_rep00,0,context_only_without_memory,v49_r001_context_only_without_memory_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28625283332348456,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_only_without_memory_p00005_rep00,1,context_only_without_memory,v49_r001_context_only_without_memory_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24757040914800968,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_5_p00005_rep00,0,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.27297407091628556,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_5_p00005_rep00,1,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24757040914800968,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_8_p00005_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28052127497559515,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_8_p00005_rep00,1,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24757040914800968,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_95_p00005_rep00,0,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00005_rep00_ctx00,W3,w3_randomised_single,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2847516809485835,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_context_plus_memory_lambda_0_95_p00005_rep00,1,context_plus_memory_lambda_0_95,v49_r001_context_plus_memory_lambda_0_95_p00005_rep00_ctx01,W3,w3_randomised_single,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24757040914800968,simulation_only_selector_decision,5,0,v410_run001_seed00511_r00_e00005
v49_r001_no_memory_baseline_p00006_rep00,0,no_memory_baseline,v49_r001_no_memory_baseline_p00006_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28570888879521544,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_no_memory_baseline_p00006_rep00,1,no_memory_baseline,v49_r001_no_memory_baseline_p00006_rep00_ctx01,W3,w3_randomised_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2530689975488005,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_static_map_baseline_p00006_rep00,0,static_map_baseline,v49_r001_static_map_baseline_p00006_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2756201766945775,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_static_map_baseline_p00006_rep00,1,static_map_baseline,v49_r001_static_map_baseline_p00006_rep00_ctx01,W3,w3_randomised_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.24105182391958704,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_only_without_memory_p00006_rep00,0,context_only_without_memory,v49_r001_context_only_without_memory_p00006_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.28570888879521544,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_only_without_memory_p00006_rep00,1,context_only_without_memory,v49_r001_context_only_without_memory_p00006_rep00_ctx01,W3,w3_randomised_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2530689975488005,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_plus_memory_lambda_0_5_p00006_rep00,0,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00006_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.27909522198673725,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_plus_memory_lambda_0_5_p00006_rep00,1,context_plus_memory_lambda_0_5,v49_r001_context_plus_memory_lambda_0_5_p00006_rep00_ctx01,W3,w3_randomised_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2530689975488005,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_plus_memory_lambda_0_8_p00006_rep00,0,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00006_rep00_ctx00,W3,w3_randomised_four,launch_gate,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,4,selected_compact_representative,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,lqrta_glide_3b5087a1988e,-0.2811339278749524,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
v49_r001_context_plus_memory_lambda_0_8_p00006_rep00,1,context_plus_memory_lambda_0_8,v49_r001_context_plus_memory_lambda_0_8_p00006_rep00_ctx01,W3,w3_randomised_four,inflight_nominal,continuation_mode,v410_cfg_000_b0.05_h0.75_tb0,0.05,0.75,29,24,selected_compact_representative,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,lqrta_mild_turn_left_37cc4cff5c73,-0.2530689975488005,simulation_only_selector_decision,6,0,v410_run001_seed00511_r00_e00006
