policy_id,memory_lambda,W_layer,environment_mode,episode_count,mean_episode_duration_s,mean_primitive_count_per_episode,continuation_valid_rate,terminal_useful_rate,hard_failure_rate,mean_energy_residual_m,mean_lift_dwell_time_s,mean_min_wall_margin_m,floor_or_ceiling_violation_count,low_speed_count,no_viable_primitive_count,x_y_terminal_count,governor_rejection_count,prediction_actual_agreement_rate
context_only_without_memory,0.0,W0,dry_air,15,0.5733333333333334,0.9333333333333333,0.0,0.0,0.6666666666666666,-0.4105704523660517,0.0,0.055255968549946015,0,0,5,0,560,0.4
context_only_without_memory,0.0,W1,gaussian_four,14,0.6142857142857142,1.0,0.0,0.21428571428571427,0.5,-0.5839851155001229,0.4042857142857144,0.08674436713430891,0,0,4,3,502,0.5
context_only_without_memory,0.0,W1,gaussian_single,15,0.6133333333333333,1.0,0.0,0.13333333333333333,0.6,-0.4426780930229564,0.07733333333333334,0.05724372220317167,0,0,4,2,527,0.4888888888888889
context_only_without_memory,0.0,W2,annular_gp_four,14,0.6107142857142857,1.0,0.0,0.2857142857142857,0.5,-0.4082284990077536,0.33714285714285724,0.04835461935798072,0,0,3,4,464,0.5595238095238095
context_only_without_memory,0.0,W2,annular_gp_single,14,0.5214285714285715,0.8571428571428571,0.0,0.14285714285714285,0.5714285714285714,-0.5515806927141783,0.03714285714285715,0.06061844201401323,0,0,4,2,492,0.5
context_only_without_memory,0.0,W3,w3_randomised_four,14,0.5678571428571428,0.9285714285714286,0.0,0.21428571428571427,0.5,-0.3435872441864834,0.25285714285714295,0.0642428790683827,0,0,4,3,497,0.4880952380952381
context_only_without_memory,0.0,W3,w3_randomised_single,14,0.6071428571428571,1.0,0.0,0.07142857142857142,0.7857142857142857,-0.45199285520661253,0.0,0.08657963747221155,0,0,2,1,426,0.5714285714285714
context_plus_memory_lambda_0_5,0.5,W0,dry_air,15,0.5733333333333334,0.9333333333333333,0.0,0.0,0.6666666666666666,-0.4105704523660517,0.0,0.055255968549946015,0,0,5,0,560,0.4
context_plus_memory_lambda_0_5,0.5,W1,gaussian_four,14,0.6142857142857142,1.0,0.0,0.21428571428571427,0.5,-0.5839851155001229,0.4042857142857144,0.08674436713430891,0,0,4,3,502,0.5
context_plus_memory_lambda_0_5,0.5,W1,gaussian_single,15,0.6133333333333333,1.0,0.0,0.13333333333333333,0.6,-0.4426780930229564,0.07733333333333334,0.05724372220317167,0,0,4,2,527,0.4888888888888889
context_plus_memory_lambda_0_5,0.5,W2,annular_gp_four,14,0.6107142857142857,1.0,0.0,0.2857142857142857,0.5,-0.4082284990077536,0.33714285714285724,0.04835461935798072,0,0,3,4,464,0.5595238095238095
context_plus_memory_lambda_0_5,0.5,W2,annular_gp_single,14,0.5214285714285715,0.8571428571428571,0.0,0.14285714285714285,0.5714285714285714,-0.5515806927141783,0.03714285714285715,0.06061844201401323,0,0,4,2,492,0.5
context_plus_memory_lambda_0_5,0.5,W3,w3_randomised_four,14,0.5678571428571428,0.9285714285714286,0.0,0.21428571428571427,0.5,-0.3435872441864834,0.25285714285714295,0.0642428790683827,0,0,4,3,497,0.4880952380952381
context_plus_memory_lambda_0_5,0.5,W3,w3_randomised_single,14,0.6071428571428571,1.0,0.0,0.07142857142857142,0.7857142857142857,-0.45199285520661253,0.0,0.08657963747221155,0,0,2,1,426,0.5714285714285714
context_plus_memory_lambda_0_8,0.8,W0,dry_air,15,0.5733333333333334,0.9333333333333333,0.0,0.0,0.6666666666666666,-0.4105704523660517,0.0,0.055255968549946015,0,0,5,0,560,0.4
context_plus_memory_lambda_0_8,0.8,W1,gaussian_four,14,0.6142857142857142,1.0,0.0,0.21428571428571427,0.5,-0.5839851155001229,0.4042857142857144,0.08674436713430891,0,0,4,3,502,0.5
context_plus_memory_lambda_0_8,0.8,W1,gaussian_single,15,0.6133333333333333,1.0,0.0,0.13333333333333333,0.6,-0.4426780930229564,0.07733333333333334,0.05724372220317167,0,0,4,2,527,0.4888888888888889
context_plus_memory_lambda_0_8,0.8,W2,annular_gp_four,14,0.6107142857142857,1.0,0.0,0.2857142857142857,0.5,-0.4082284990077536,0.33714285714285724,0.04835461935798072,0,0,3,4,464,0.5595238095238095
context_plus_memory_lambda_0_8,0.8,W2,annular_gp_single,14,0.5214285714285715,0.8571428571428571,0.0,0.14285714285714285,0.5714285714285714,-0.5515806927141783,0.03714285714285715,0.06061844201401323,0,0,4,2,492,0.5
context_plus_memory_lambda_0_8,0.8,W3,w3_randomised_four,14,0.5678571428571428,0.9285714285714286,0.0,0.21428571428571427,0.5,-0.3435872441864834,0.25285714285714295,0.0642428790683827,0,0,4,3,497,0.4880952380952381
