run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_folder,scenario_name,actual_rollout_file,actual_metrics_file
s4_full_nominal_glide_no_wind_seed1,s4_full_nominal_glide_no_wind,nominal_glide,nominal_glide,1,none,panel,none,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.76,,True,none,-7.656130968871596e-06,-0.5853001350025999,6.645990485281181,3.053834490775539,1.9471436088033628e-05,4.967569865092348e-05,0.2214112805242161,0.0,0.0,0.022609822161464444,True,,0,0,actual_rollout.csv,nominal_glide,4.967569865092348e-05,True,actual_rollout.csv,,"full-duration nominal glide, no wind",primitive_nominal_glide_no_wind_seed_001,"full-duration nominal glide, no wind",actual_rollout.csv,actual_metrics.csv
