frame_number,t_capture_host_s,state_ready_host_s,subject_name,surface_index,surface_name,surface_angle_rad,surface_angle_deg,surface_rate_radps,surface_rate_degps,quality_flag
163360,9.96114064499913,9.9773682,Aileron_L,1,Aileron_L,-0.00663624480793512,-0.380228819310288,NaN,NaN,ok
163360,9.96114064499913,9.9773682,Aileron_R,2,Aileron_R,-0.00645972395994976,-0.370114919724656,NaN,NaN,ok
163360,9.96114064499913,9.9773682,Rudder,3,Rudder,0.00116891944752595,0.0669741509340009,NaN,NaN,ok
163360,9.96114064499913,9.9773682,Elevator,4,Elevator,0.0288391247459963,1.65236013279688,NaN,NaN,ok
163390,10.1105902299954,10.1270542,Aileron_L,1,Aileron_L,-0.00168584607188249,-0.0965918648275751,0.0331242053042628,1.89787716365911,ok
163390,10.1105902299954,10.1270542,Aileron_R,2,Aileron_R,-0.0137247308960382,-0.786369155295794,-0.0486117571773168,-2.78524852097504,ok
163390,10.1105902299954,10.1270542,Rudder,3,Rudder,-0.000166219653511046,-0.00952368461830983,-0.00893370899002834,-0.511863820526705,ok
163390,10.1105902299954,10.1270542,Elevator,4,Elevator,0.00118942318988902,0.0681489288356281,-0.185010226403781,-10.6003051396965,ok
163394,10.1283368050012,10.144295,Aileron_L,1,Aileron_L,-0.0082679394777645,-0.473718037345504,-0.370893730408461,-21.2506454002678,ok
163394,10.1283368050012,10.144295,Aileron_R,2,Aileron_R,0.0177753045433677,1.01844992989469,1.77499238185825,101.699572148351,ok
163394,10.1283368050012,10.144295,Rudder,3,Rudder,-0.000588814086297518,-0.0337365620626996,-0.0238127319016706,-1.36436903664226,ok
163394,10.1283368050012,10.144295,Elevator,4,Elevator,-0.00530558565640238,-0.303987665957003,-0.365986611172098,-20.9694881784567,ok
163397,10.145138749997,10.1604107,Aileron_L,1,Aileron_L,-0.0221417764500655,-1.26863034151091,-0.825728031831766,-47.3107312496043,ok
163397,10.145138749997,10.1604107,Aileron_R,2,Aileron_R,0.0231048150202646,1.32380838709163,0.317196043567533,18.1739945746674,ok
163397,10.145138749997,10.1604107,Rudder,3,Rudder,0.000430302514698777,0.024654518006106,0.0606546802321392,3.47525718501716,ok
163397,10.145138749997,10.1604107,Elevator,4,Elevator,0.0174916622942907,1.00219842613097,1.35682196057868,77.7401718918243,ok
163400,10.1598966624966,10.1751868,Aileron_L,1,Aileron_L,0.0109345485771399,0.626503484350898,2.24126041050677,128.414762311797,ok
163400,10.1598966624966,10.1751868,Aileron_R,2,Aileron_R,0.00751727855118434,0.430708334407081,-1.05621553654299,-60.5166925000592,ok
163400,10.1598966624966,10.1751868,Rudder,3,Rudder,-0.000100650405908009,-0.00576684346480754,-0.0359775083785805,-2.06135938748922,ok
163400,10.1598966624966,10.1751868,Elevator,4,Elevator,-0.00722910415742772,-0.414197157881086,-1.67508558221172,-95.9753341839456,ok
163403,10.1726733274977,10.1878228,Aileron_L,1,Aileron_L,-0.0120216969047178,-0.688792495225814,-1.79673220515526,-102.94517227063,ok
163403,10.1726733274977,10.1878228,Aileron_R,2,Aileron_R,-0.00402319731544543,-0.230512226323386,-0.903246337419495,-51.7522029947866,ok
163403,10.1726733274977,10.1878228,Rudder,3,Rudder,8.43373801120428e-05,0.00483217593561062,0.0144785658859273,0.829560718665728,ok
163403,10.1726733274977,10.1878228,Elevator,4,Elevator,0.0219469198476787,1.25746588058389,2.28353987544638,130.837197212907,ok
163405,10.1861454274964,10.2011546,Aileron_L,1,Aileron_L,0.00638928296941144,0.36607894826209,1.3666005949955,78.3004463733091,ok
163405,10.1861454274964,10.2011546,Aileron_R,2,Aileron_R,0.009808018435157,0.561958061721002,1.02665625640299,58.8230705025925,ok
