frame_number,t_read_host_s,vicon_latency_s,t_capture_host_s,subject_name,segment_name,x_m,y_m,z_m,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad,is_occluded
163360,9.9773682,0.0162275550008677,9.96114064499913,Aileron_L,Aileron_L,0.224032082322556,0.0353602262487962,1.19169136164361,0.00549856545415296,-0.0183721295597724,0.999765341098502,-0.0100743918715176,0.0366354072568703,0.0113649710522721,-3.12164802843912,0
163360,9.9773682,0.0162275550008677,9.96114064499913,Aileron_R,Aileron_R,-0.207702072120108,0.0294295434113105,1.1997982738768,0.00375828245628499,-0.0661148262554399,0.997801622979032,-0.0025741489080299,0.132309359720807,0.00784049981477507,-3.13695247078232,0
163360,9.9773682,0.0162275550008677,9.96114064499913,Rudder,Rudder,-3.5087419216671e-05,0.347777454675989,1.23727932881679,0.00554316282340281,0.00986884701220652,0.980533963322194,-0.196023024097254,-0.0215288451060015,0.00700153355787791,-2.74689045740698,0
163360,9.9773682,0.0162275550008677,9.96114064499913,Elevator,Elevator,0.000291828723169675,0.360286838354036,1.15854118214563,0.00384290939465149,0.0287767816050409,0.99953456261141,-0.00936947346749943,-0.0576321557452397,0.00714305568191068,-3.12263963715467,0
163390,10.1270542,0.0164639700046162,10.1105902299954,Aileron_L,Aileron_L,0.224045075931987,0.0353574953054546,1.19161110282672,0.00606102746480495,-0.0208514659433029,0.999714806068002,-0.00993915703187952,0.0415858059929231,0.0125334179178282,-3.12196997094494,0
163390,10.1270542,0.0164639700046162,10.1105902299954,Aileron_R,Aileron_R,-0.207760421375119,0.0294232615246979,1.19986521442296,0.00415376593951805,-0.0624919813388323,0.998032640057199,-0.00288926934090965,0.125044352784718,0.00865240826388501,-3.13634441695749,0
163390,10.1270542,0.0164639700046162,10.1105902299954,Rudder,Rudder,-5.5181237659037e-05,0.347812775275927,1.23728057096072,0.00528769950801245,0.010554599727645,0.977495604176469,-0.210625222787259,-0.0228639842070385,0.00589131029119779,-2.71706629952185,0
163390,10.1270542,0.0164639700046162,10.1105902299954,Elevator,Elevator,0.00030922762642735,0.360285933089663,1.15855764003546,0.0036958063306265,0.0425947554673801,0.999042309690218,-0.00930006833708061,-0.0852818573013469,0.00659231326081189,-3.12269395056309,0
163394,10.144295,0.0159581949987976,10.1283368050012,Aileron_L,Aileron_L,0.224055274537273,0.0353575327532739,1.19168134747226,0.00528436463582425,-0.0175558971728949,0.999778204037083,-0.0103638167310781,0.0350037125870408,0.0109304950253583,-3.12105248975078,0
163394,10.144295,0.0159581949987976,10.1283368050012,Aileron_R,Aileron_R,-0.207726003494714,0.0294801526369872,1.19985989345283,0.00376249280534725,-0.0781961461101371,0.996929819705691,-0.00146320299013559,0.156544388224124,0.0077307932228923,-3.13926358537393,0
163394,10.144295,0.0159581949987976,10.1283368050012,Rudder,Rudder,-9.74602589071578e-05,0.347845096563796,1.23729221069359,0.00523362664647275,0.0107584865302484,0.975702201292752,-0.218774035278827,-0.0232865786398248,0.00550559486981806,-2.70038066631745,0
163394,10.144295,0.0159581949987976,10.1283368050012,Elevator,Elevator,0.000291975204554605,0.360312901235575,1.15856051911816,0.00353787622821226,0.045840413099472,0.998898307327426,-0.00939742395911057,-0.0917768661476382,0.0062064334041123,-3.12249262726556,0
163397,10.1604107,0.0152719500030302,10.145138749997,Aileron_L,Aileron_L,0.224063375968235,0.0353788856878725,1.19165988930672,0.00493901459806695,-0.0106136777076425,0.99988262348949,-0.00988408944182603,0.0211298756147398,0.0100868538733916,-3.12192936990755,0
163397,10.1604107,0.0152719500030302,10.145138749997,Aileron_R,Aileron_R,-0.207693891064398,0.0294111536536742,1.19984851074086,0.00366112538435256,-0.0808534020263603,0.996717751294166,-0.00174579402681609,0.161873898701021,0.00758059669672661,-3.13870446768138,0
