scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,onset_latency_s,half_response_s,actuator_tau_s,vicon_filter_cutoff_hz,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m
s6_four_gaussian_var,nominal_glide,trim,0.0,4.2,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10060848524273196,-0.0,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.562664286517416,0.12320754182780723,0.0,-0.171290337241226,0.6578564029119558,four_gaussian_var,panel,True,1.15,2.45,0.5499999999999998
s6_four_gaussian_var,nominal_glide,trim,0.02,4.329569708681792,2.3999674520065213,2.6884599956366584,-0.0021029193051816377,-0.03993532647013808,-0.00028070005282720755,6.502472603698642,-0.0017079259857755485,0.2521930496871809,-0.18937889979772024,0.6755367275771494,-0.023940975748201806,0.0,-0.10060848524273196,0.0,0.020409933493399174,0.0,-0.16006019010642838,-0.10060848524273196,0.0015151967244845979,0.0,0.0,-0.4,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.557903361170869,0.10701889778256703,-0.00040419016933378394,-0.1469548321517164,0.5116043534049832,four_gaussian_var,panel,True,1.1499674520065213,2.4384599956366584,0.5615400043633416
s6_four_gaussian_var,nominal_glide,trim,0.04,4.459426848343218,2.399881353139892,2.6793689376548477,-0.006929632057902658,-0.022398621055991722,-0.0009713176938933134,6.504399433859004,-0.0010738060732892129,0.25605100173540185,-0.2823772095562339,1.049808644377453,-0.03575091714175504,0.0,-0.10060848524273196,0.0,0.03308846339615525,0.0,-0.2021946028455367,-0.10060848524273196,0.002194543456407041,0.0,0.0,-0.4,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.552291537145077,0.10756355439436868,-0.0006370326060549224,-0.12996400085173515,0.4016654636043639,four_gaussian_var,panel,True,1.1498813531398921,2.4293689376548477,0.5706310623451523
s6_four_gaussian_var,nominal_glide,trim,0.06,4.589401348762683,2.3997363438091637,2.6723733589966043,-0.013049639937359695,0.0024431391668047406,-0.0020103980339805034,6.498269438603447,-0.00010602605884915228,0.3140764108736953,-0.32354947185181393,1.4524469874785682,-0.04245939157292534,0.0,-0.10060848524273196,0.0,0.04148969514133318,0.0,-0.25193819715980614,-0.10060848524273196,0.0025524526008033153,0.0,0.2,-0.4,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.542647818484246,0.11799082814425964,-0.0009259829499580326,-0.11554971337152857,0.29817395423091336,four_gaussian_var,panel,True,1.1497363438091637,2.4223733589966043,0.5776266410033957
s6_four_gaussian_var,nominal_glide,trim,0.08,4.719325248134292,2.3995075861447694,2.6674911406305366,-0.019705891901183086,0.03681749746210138,-0.0034741204391600462,6.4802408496287205,4.247966338446341e-05,0.42649048868910117,-0.33484437167082726,2.011669169943225,-0.04669464001406337,0.0,-0.10060848524273196,0.0,0.04727856149791089,0.0,-0.32120181565814676,-0.10471975511965978,0.0027997160681664073,0.0,0.2,-0.6,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.525015635980856,0.13813903295077629,-0.0014191517804460743,-0.10132266732526583,0.18758552291576486,four_gaussian_var,panel,True,1.1495075861447694,2.4174911406305366,0.5825088593694634
s6_four_gaussian_var,nominal_glide,trim,0.1,4.8489788311120785,2.3991564776823147,2.6650487915769236,-0.02647883500002618,0.08361612474501577,-0.005532116354898017,6.444480844700867,-0.0012984069173726665,0.5911224866031182,-0.32724112889363655,2.6789587425881343,-0.0496681804760741,0.0,-0.10192219518572027,0.0,0.05125929738938198,0.0,-0.40825304241580995,-0.20943951023931956,0.0030402808914123886,0.0,0.2,-0.8,0.0,0.0,-12.000000000000002,0.0,0.0,-0.0,-12.000000000000002,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.4941584618017405,0.16747698088847018,-0.0022040856433083807,-0.08386057289266978,0.050650183351560234,four_gaussian_var,panel,True,1.1491564776823147,2.4150487915769236,0.5849512084230764
s6_four_gaussian_var,nominal_glide,trim,0.12,4.978041479430082,2.3986274810189245,2.665786077090923,-0.03317049774799656,0.14380615821592005,-0.008373501697243895,6.3833365723700695,-0.00441263240271423,0.7904205858357893,-0.3081163791449435,3.3288669929947785,-0.05213135100199908,0.0,-0.1362781411726247,0.0,0.054030986338091946,0.0,-0.5039565489079906,-0.20943951023931956,0.003333691304287456,0.0,0.2,-1.0,0.0,0.0,-12.000000000000002,0.0,0.0,-0.0,-12.000000000000002,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.442078196723795,0.20320531542042586,-0.0033101269874267407,-0.05939760720778502,-0.13282628795343193,four_gaussian_var,panel,True,1.1486274810189245,2.415786077090923,0.5842139229090768
s6_four_gaussian_var,nominal_glide,trim,0.14,5.105996474891107,2.3978484631977546,2.670700917456148,-0.039784702336028176,0.21622132140347977,-0.012155807038699815,6.289420717961324,-0.009276115043162777,1.007688087408225,-0.28552949530942473,3.9032023493000008,-0.05506678510308185,0.0,-0.15965603191264469,0.0,0.0564022411661622,0.07679448708775051,-0.5235987755982988,-0.20943951023931956,0.003740897541326939,0.0,0.2,-1.0,0.0,4.4,-12.000000000000002,0.0,4.4,-4.4,-12.000000000000002,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.361386506782355,0.24277263929329151,-0.004721687486537539,-0.02654865411973151,-0.3655295768691976,four_gaussian_var,panel,True,1.1478484631977546,2.420700917456148,0.579299082543852
s6_four_gaussian_var,nominal_glide,trim,0.16,5.232135934154528,2.3967471638948954,2.6806053000043,-0.0463829253931946,0.29876902027003854,-0.017051815550378806,6.155865459875875,-0.015086142975422968,1.2412487959976664,-0.25096235024640023,4.320492530622056,-0.06465319508858852,0.024538812647651436,-0.17556378120473615,0.0,0.05756428279987624,0.07679448708775051,-0.5235987755982988,-0.3141592653589793,0.004599893550258688,0.0,0.2,-1.0,0.0,4.4,-18.0,0.0,4.4,-4.4,-18.0,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.248967818533337,0.2861484441843883,-0.006295601882532475,0.012631471020542788,-0.626288367269229,four_gaussian_var,panel,True,1.1467471638948954,2.4306053000043,0.5693946999957
s6_four_gaussian_var,nominal_glide,trim,0.18,5.355629785430983,2.395263115757359,2.6956344206061016,-0.05400897218731259,0.3858298299000355,-0.023456253805295584,5.973890793474471,-0.0221913933342775,1.4885892132927405,-0.3113068116930422,4.315998826743542,-0.109096635434786,0.04123652433881784,-0.21985040578477066,0.0,0.06893696170042303,0.07679448708775051,-0.5235987755982988,-0.4188790204786391,0.007627146448689092,0.0,0.2,-1.0,0.0,4.4,-24.000000000000004,0.0,4.4,-4.4,-24.000000000000004,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.103134773578121,0.3337164227151558,-0.008157868517361486,0.052146207176436546,-0.8698862761190022,four_gaussian_var,panel,True,1.1452631157573592,2.4456344206061016,0.5543655793938984
