scenario_id,primitive,phase,t_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,desired_delta_a_cmd_rad,target_delta_a_cmd_rad,desired_delta_e_cmd_rad,target_delta_e_cmd_rad,desired_delta_r_cmd_rad,target_delta_r_cmd_rad,command_norm_a,command_norm_e,command_norm_r,delta_a_target_deg,delta_e_target_deg,delta_r_target_deg,aileron_l_deg,aileron_r_deg,elevator_deg,rudder_deg,latency_mode,onset_latency_s,half_response_s,actuator_tau_s,vicon_filter_cutoff_hz,speed_m_s,alpha_rad,beta_rad,gamma_rad,sink_rate_m_s,wind_model,wind_mode,inside_safe_volume,min_wall_distance_m,floor_margin_m,ceiling_margin_m
s0_no_wind,nominal_glide,trim,0.0,4.2,2.4,2.7,0.0,-0.048082795413418776,0.0,6.4907694777777385,0.0,0.3462825238860654,0.0,0.0,0.0,0.0,-0.10060848524273196,0.0,0.0,0.0,-0.10060848524273196,-0.10060848524273196,-0.0,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.5,0.053299466674997555,0.0,-0.10138226208841634,0.6578564029119558,none,panel,True,1.15,2.45,0.5499999999999998
s0_no_wind,nominal_glide,trim,0.02,4.329332478447135,2.4,2.6868428719425554,-1.2528950374925971e-17,-0.048082795413525364,2.233101532564673e-18,6.490769477781156,-1.5020371985165164e-17,0.3462825238117898,-1.1724296781013818e-14,-3.6891972748460027e-11,1.986775788314596e-16,0.0,-0.10060848524273196,0.0,1.18119994336383e-15,0.0,-0.10060848523972776,-0.10060848524273196,-1.1227406792110663e-17,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.4999999999994555,0.05329946666355876,-2.3108264592563725e-18,-0.10138226207708413,0.6578564028386196,none,panel,True,1.15,2.4368428719425554,0.5631571280574446
s0_no_wind,nominal_glide,trim,0.04,4.458664956894377,2.4,2.6736857438862947,-3.8596663529523766e-16,-0.04808279541513411,2.0770164648538746e-17,6.490769477783447,-4.9886861011376805e-17,0.34628252375405005,-2.6496591672696567e-14,-1.3108949840229515e-10,1.769519094367043e-15,0.0,-0.10060848524273196,0.0,2.919835811976323e-15,0.0,-0.10060848523109739,-0.10060848524273196,-1.0386867515380471e-16,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.499999999998667,0.05329946665466956,-7.674901694059545e-18,-0.10138226206980366,0.6578564027914597,none,panel,True,1.15,2.4236857438862947,0.5763142561137053
s0_no_wind,nominal_glide,trim,0.06,4.587997435341679,2.4,2.660528615830764,-1.0059595684727714e-15,-0.048082795418807646,7.863139928956497e-17,6.4907694777855545,-3.4680446569555993e-16,0.3462825237035187,-3.4599901113360825e-14,-2.376034725063833e-10,4.069340899027613e-15,0.0,-0.10060848524273196,0.0,4.164161809267023e-15,0.0,-0.10060848522002828,-0.10060848524273196,-2.281540939864723e-16,0.0,0.0,-0.2,0.0,0.0,-5.764441587612767,0.0,0.0,-0.0,-5.764441587612767,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.49999999999808,0.053299466646889275,-5.335453318394806e-17,-0.10138226206569692,0.6578564027648435,none,panel,True,1.15,2.410528615830764,0.5894713841692361
s0_no_wind,nominal_glide,trim,0.08,4.71732991378901,2.4,2.647371487775582,-1.7359576686290776e-15,-0.04808279542461824,1.8484428110124438e-16,6.490769477788088,-1.0301565741038161e-15,0.34628252365719303,-3.729380674043099e-14,-3.431012886303642e-10,6.537209263406096e-15,0.0,-0.10060848524273196,0.0,4.944551042083453e-15,0.0,-0.10060848520751856,-0.10471975511965978,-3.4468686776879144e-16,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.499999999998142,0.053299466639751596,-1.5848562678524778e-16,-0.10138226206436983,0.6578564027562681,none,panel,True,1.15,2.397371487775582,0.6026285122244182
s0_no_wind,nominal_glide,trim,0.1,4.846662375509549,2.4000000000336255,2.6342161668473136,-5.03478896286502e-09,-0.048104722882033116,2.600026631041559e-10,6.490761230599327,-5.622193958826288e-10,0.3459069808381015,-8.949861414158932e-07,-0.0033725662813476297,3.053290668413703e-08,0.0,-0.10192219518572027,0.0,9.302296641559484e-08,0.0,-0.10032445996989625,-0.10471975511965978,-1.8060257008429869e-09,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.4999717685574465,0.05324184021166936,-8.64956673507835e-11,-0.10134656309370248,0.657622694255292,none,panel,True,1.1499999999663744,2.3842161668473136,0.6157838331526864
s0_no_wind,nominal_glide,trim,0.12,4.975994614798913,2.400000000233206,2.6210682815790087,-3.248361552211799e-08,-0.04823381033390879,1.9179240915054995e-09,6.490765795652272,-5.657309937858795e-09,0.34462110116214145,-1.8643009087746036e-06,-0.009940048078750202,1.4360744866880862e-07,0.0,-0.10281612392582729,0.0,2.0916862174294296e-07,0.0,-0.09971125000157803,-0.10471975511965978,-8.355336612851408e-09,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.499908023762773,0.053044252721245855,-8.70367690923694e-10,-0.10127806305515465,0.6571732841220366,none,panel,True,1.149999999766794,2.3710682815790087,0.6289317184209913
s0_no_wind,nominal_glide,trim,0.14,5.105326255675089,2.400000000790527,2.607927716025257,-7.65252145521465e-08,-0.04850817336818538,6.38194336724575e-09,6.490807738007952,-2.9600322941721057e-08,0.3426207422580901,-2.4761962406212657e-06,-0.017630280340781814,3.055859643305925e-07,0.0,-0.10342440781425671,0.0,3.0118727424862913e-07,0.0,-0.09890653196860252,-0.10471975511965978,-1.6968956352834324e-08,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.499844156963257,0.052736588551586173,-4.554005023337421e-09,-0.10124476191977175,0.6569514834669951,none,panel,True,1.1499999992094727,2.357927716025257,0.642072283974743
s0_no_wind,nominal_glide,trim,0.16,5.234656842430293,2.400000001737939,2.5947864407637944,-1.2984289694672613e-07,-0.048940674791687414,1.4329402000017498e-08,6.4909095881247865,-8.061224610079249e-08,0.34015311642939355,-2.7774459545040205e-06,-0.025649522517952533,4.844584535111935e-07,0.0,-0.10383832144329892,0.0,3.6863462331311036e-07,0.0,-0.0979633574455329,-0.10471975511965978,-2.5346836831697458e-08,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.49981626077437,0.05235664488755782,-1.2402234596580514e-08,-0.10129731967924639,0.6572885294473413,none,panel,True,1.1499999982620608,2.3447864407637944,0.6552135592362056
s0_no_wind,nominal_glide,trim,0.18,5.363986080547574,2.4000000030022792,2.5816309498990853,-1.8714852734469316e-07,-0.04953384905106301,2.588360291186428e-08,6.491095678047071,-1.613583141696454e-07,0.33741758266697586,-2.8686541289472507e-06,-0.03365186569281467,6.579222981396288e-07,0.0,-0.10411997363821279,0.0,4.178693820360103e-07,0.0,-0.09690621780428368,-0.10471975511965978,-3.20278701189046e-08,0.0,0.0,-0.2,0.0,0.0,-6.000000000000001,0.0,0.0,-0.0,-6.000000000000001,0.0,nominal,0.075,0.111,0.051937021472002694,20.0,6.499859515916803,0.05193486285686546,-2.482489256491044e-08,-0.1014687119079322,0.658401208633294,none,panel,True,1.1499999969977206,2.3316309498990853,0.6683690501009147
