case_name,role,speed_m_s,derivative,value,expected_sign,hard_gate,pass
natural_glide_6p5_none,required,6.5,x_u,-0.18508242842483288,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,x_w,1.8275089800973052,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,z_u,-1.5326309102061684,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,z_w,-20.498188162103226,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,m_u,-0.5053416834195509,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,m_w,6.93631530846568,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,m_q,-26.546356354941178,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,l_p,-41.78192883926948,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,l_r,2.6989117094571964,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,n_p,-1.7664037011506517,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,n_r,-2.4211422217348804,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,x_delta_e,-0.05092556164397665,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,z_delta_e,17.532319896074085,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,m_delta_e,285.6603977411695,positive,True,True
natural_glide_6p5_none,required,6.5,y_delta_a,2.8378627400532905,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,l_delta_a,386.70091322025564,positive,True,True
natural_glide_6p5_none,required,6.5,n_delta_a,6.6574552943969785,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,y_delta_r,-4.0160428648558595,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,l_delta_r,-11.60448461650566,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,n_delta_r,32.533468082635835,positive,True,True
natural_glide_6p5_none,required,6.5,delta_a_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,delta_e_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_6p5_none,required,6.5,delta_r_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,x_u,-0.15078741880387936,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,x_w,2.100105338254341,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,z_u,-1.8607046507137586,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,z_w,-16.856354567088882,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,m_u,-0.6580638605947501,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,m_w,6.431893549861541,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,m_q,-21.594273242305153,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,l_p,-34.45183580278917,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,l_r,3.401251437757208,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,n_p,-2.1014716633622497,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,n_r,-2.0493944145023466,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,x_delta_e,0.01465729671950842,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,z_delta_e,11.923908068128942,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,m_delta_e,194.3205277651322,positive,True,True
natural_glide_5p5_none,optional,5.5,y_delta_a,1.9729376728474135,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,l_delta_a,268.8296518362726,positive,True,True
natural_glide_5p5_none,optional,5.5,n_delta_a,5.330914015458196,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,y_delta_r,-2.8607080474430626,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,l_delta_r,-8.266107620357394,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,n_delta_r,23.174243175954924,positive,True,True
natural_glide_5p5_none,optional,5.5,delta_a_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,delta_e_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_5p5_none,optional,5.5,delta_r_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,x_u,-0.214440008181268,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,x_w,1.5927918378938728,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,z_u,-1.3175034413982123,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,z_w,-23.748077496624727,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,m_u,-0.44841406906162684,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,m_w,8.195836887109285,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,m_q,-30.797572438923044,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,l_p,-48.39968908524781,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,l_r,2.2288453437089246,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,n_p,-1.476747285999626,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,n_r,-2.7865383563344133,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,x_delta_e,-0.06138224613678874,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,z_delta_e,23.542335806637617,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,m_delta_e,383.5894309755314,positive,True,True
natural_glide_7p5_none,optional,7.5,y_delta_a,3.7995422925467905,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,l_delta_a,517.7651040842375,positive,True,True
natural_glide_7p5_none,optional,7.5,n_delta_a,7.717773615480473,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,y_delta_r,-5.359139950187962,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,l_delta_r,-15.485406705660045,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,n_delta_r,43.41373197122893,positive,True,True
natural_glide_7p5_none,optional,7.5,delta_a_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,delta_e_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_7p5_none,optional,7.5,delta_r_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,x_u,-0.11320080714430848,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,x_w,1.0345588726110653,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,z_u,-3.188368043769863,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,z_w,-7.418304019207502,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,m_u,-0.9012415265872543,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,m_w,5.431748797303042,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,m_q,-9.112362277702266,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,l_p,-15.51223128302944,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,l_r,6.388189889469346,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,n_p,-1.302445530323774,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,n_r,-1.509484847094462,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,x_delta_e,1.8982578364870362,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,z_delta_e,3.2161462864046837,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,m_delta_e,53.949909787610075,positive,True,True
natural_glide_4p5_none,diagnostic,4.5,y_delta_a,0.6958580636370493,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,l_delta_a,94.91539815574511,positive,True,True
natural_glide_4p5_none,diagnostic,4.5,n_delta_a,-3.722759744512293,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,y_delta_r,-1.8832209214683642,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,l_delta_r,-5.441627230601187,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,n_delta_r,15.255740489548296,positive,True,True
natural_glide_4p5_none,diagnostic,4.5,delta_a_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,delta_e_cmd,16.666666666666668,diagnostic_only,False,True
natural_glide_4p5_none,diagnostic,4.5,delta_r_cmd,16.666666666666668,diagnostic_only,False,True
