run_id,seed,primitive_name,primitive_family,scenario_name,wind_mode,latency_case,success,finite_state_success,rollout_success,primitive_success,closed_loop_replay_success,failure_label,duration_s,initial_speed_m_s,terminal_speed_m_s,height_change_m,min_true_wall_margin_m,min_floor_margin_m,min_ceiling_margin_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,saturation_fraction,notes,target_heading_deg,actual_heading_change_deg,forward_travel_m,turn_volume_proxy_m2,exit_recoverable,source_trajectory_success,gain_construction_success,saturation_time_s
,1,glide_interface_smoke_contract,glide,primitive_interface_smoke,none,none,False,True,True,False,False,not_run,0.24,6.5,6.4349492050807235,-0.08583303760160987,1.3,1.4141669623983901,1.5,4.665586959796704,5.1656178234450175e-17,1.775466267303703e-16,1.2182152693193182,0.13700493656114288,0.0,primitive_interface_smoke_no_controller,,,,,False,False,False,0.0
