relative_path,byte_count,size_mb,above_75mb,above_100mb,push_allowed,dense_table_partition
manifests/outcome_model_manifest.json,1411,0.0013456344604492188,False,False,True,False
metrics/outcome_model_summary.csv,190343,0.18152523040771484,False,False,True,False
metrics/outcome_model_table.csv,190343,0.18152523040771484,False,False,True,False
