figure_run_version,figure_file,figsize_width_in,figsize_height_in,dpi,x_min_m,x_max_m,y_min_m,y_max_m,z_min_m,z_max_m,outer_boundary_name,tracker_limit_boundary_name,true_safe_boundary_name,true_safe_x_min_m,true_safe_x_max_m,true_safe_y_min_m,true_safe_y_max_m,true_safe_z_min_m,true_safe_z_max_m,view_elev_deg,view_azim_deg,fan_vertical_offset_m,fan_outlet_plot_z_m,fan_outlet_diameter_m,fan_outlet_count,tracker_limit_x_min_m,tracker_limit_x_max_m,tracker_limit_y_min_m,tracker_limit_y_max_m,tracker_limit_z_min_m,tracker_limit_z_max_m
thesis_3d_baseline_four_fan_annular_gp_style_v1,03_Control/A_figures/00_baseline_3d/figures/four_fan_empty_3d_baseline.png,10.8,4.8,600,1.2,6.6,0.0,4.4,0.4,3.5,true_safe,tracker_limit,true_safe,1.2,6.6,0.0,4.4,0.4,3.5,20.0,-120.0,0.33,0.4,0.8,4,0.0,8.0,0.0,4.8,0.0,3.5
