event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,15,-3.09461340137484,0.110756149168488,-3.20536955054333,0,-3.09461340137484,1,
2,1,Aileron_L,0.1,positive_first,positive,outbound,2,15,-1.18831041833447,1.35358136181862,-2.54189178015309,0,-1.18831041833447,0,unstable_final_window
3,1,Aileron_L,0.2,positive_first,positive,outbound,3,15,3.65695556105199,3.88167811561115,-0.224722554559164,0,3.65695556105199,1,
4,1,Aileron_L,0.3,positive_first,positive,outbound,4,15,6.98381846892781,5.72907398883725,1.25474448009056,0,6.98381846892781,1,
5,1,Aileron_L,0.45,positive_first,positive,outbound,5,15,11.8808013454464,11.2366535625476,0.644147782898793,4.57468700566899,7.3061143397774,1,
6,1,Aileron_L,0.6,positive_first,positive,outbound,6,15,11.649495655134,11.6983698070193,-0.0488741518853146,9.14937401133797,2.50012164379605,1,
7,1,Aileron_L,0.8,positive_first,positive,outbound,7,15,17.2543574826338,17.223479839352,0.0308776432818583,15.2489566855633,2.00540079707054,1,
8,1,Aileron_L,1,positive_first,positive,outbound,8,15,18.8635243708719,19.1373136234835,-0.273789252611611,19.4111028760951,-0.547578505223221,1,
9,1,Aileron_L,0.8,positive_first,positive,return,9,15,15.7134174673196,17.223479839352,-1.51006237203239,15.2489566855633,0.464460781756292,1,
10,1,Aileron_L,0.6,positive_first,positive,return,10,15,10.9196479222062,11.6983698070193,-0.778721884813137,9.14937401133797,1.77027391086823,1,
11,1,Aileron_L,0.45,positive_first,positive,return,11,15,10.5925057796488,11.2366535625476,-0.644147782898793,4.57468700566899,6.01781877397981,1,
12,1,Aileron_L,0.3,positive_first,positive,return,12,15,6.95222364121224,5.72907398883725,1.22314965237499,0,6.95222364121224,1,
13,1,Aileron_L,0.2,positive_first,positive,return,13,15,4.10640067017032,3.88167811561115,0.224722554559164,0,4.10640067017032,1,
14,1,Aileron_L,0.1,positive_first,positive,return,14,15,0.0962845991747185,1.35358136181862,-1.2572967626439,0,0.0962845991747185,1,
15,1,Aileron_L,0,positive_first,positive,return,15,15,-1.1122071490504,0.110756149168488,-1.22296329821888,0,-1.1122071490504,1,
16,1,Aileron_L,-0,positive_first,negative,outbound,1,15,-0.671094793399369,0.110756149168488,-0.781850942567857,0,-0.671094793399369,1,
17,1,Aileron_L,-0.1,positive_first,negative,outbound,2,15,-1.46928632586074,-0.762959135189033,-0.706327190671703,0,-1.46928632586074,1,
18,1,Aileron_L,-0.2,positive_first,negative,outbound,3,15,-10.1769702612922,-8.1565980916981,-2.02037216959414,0,-10.1769702612922,1,
19,1,Aileron_L,-0.3,positive_first,negative,outbound,4,15,-11.4013347556249,-13.7632689913841,2.36193423575918,-3.99794866886669,-7.40338608675822,1,
20,1,Aileron_L,-0.45,positive_first,negative,outbound,5,15,-16.0378315181427,-14.2467824072282,-1.79104911091445,-9.99487167216673,-6.04295984597593,1,
21,1,Aileron_L,-0.6,positive_first,negative,outbound,6,15,-23.7163417779364,-21.932477096817,-1.78386468111936,-15.9917946754668,-7.72454710246959,1,
22,1,Aileron_L,-0.8,positive_first,negative,outbound,7,15,-23.0497513324743,-22.9799659200636,-0.0697854124106883,-23.9876920132002,0.937940680725827,1,
23,1,Aileron_L,-1,positive_first,negative,outbound,8,15,-24.4374548595253,-23.3366229644155,-1.10083189510976,-24.4374548595253,0,1,
24,1,Aileron_L,-0.8,positive_first,negative,return,9,15,-23.3860682506241,-22.9799659200636,-0.406102330560493,-23.9876920132002,0.601623762576022,1,
25,1,Aileron_L,-0.6,positive_first,negative,return,10,15,-20.9541161319238,-21.932477096817,0.978360964893213,-15.9917946754668,-4.96232145645702,1,
26,1,Aileron_L,-0.45,positive_first,negative,return,11,15,-12.4557332963138,-14.2467824072282,1.79104911091445,-9.99487167216673,-2.46086162414703,1,
27,1,Aileron_L,-0.3,positive_first,negative,return,12,15,-13.9936620759515,-13.7632689913841,-0.23039308456741,-3.99794866886669,-9.99571340708482,1,
28,1,Aileron_L,-0.2,positive_first,negative,return,13,15,-7.37081308650589,-8.1565980916981,0.785785005192209,0,-7.37081308650589,1,
29,1,Aileron_L,-0.1,positive_first,negative,return,14,15,-0.577621703051224,-0.762959135189033,0.18533743213781,0,-0.577621703051224,1,
30,1,Aileron_L,-0,positive_first,negative,return,15,15,1.63280903388947,0.110756149168488,1.52205288472098,0,1.63280903388947,1,
31,1,Aileron_L,-0,negative_first,negative,outbound,1,15,1.74134002076814,0.110756149168488,1.63058387159965,0,1.74134002076814,1,
32,1,Aileron_L,-0.1,negative_first,negative,outbound,2,15,1.58470322304514,-0.762959135189033,2.34766235823417,0,1.58470322304514,1,
33,1,Aileron_L,-0.2,negative_first,negative,outbound,3,15,-7.85779685981255,-8.1565980916981,0.298801231885553,0,-7.85779685981255,1,
34,1,Aileron_L,-0.3,negative_first,negative,outbound,4,15,-13.7729992950384,-13.7632689913841,-0.00973030365426553,-3.99794866886669,-9.77505062617167,1,
35,1,Aileron_L,-0.45,negative_first,negative,outbound,5,15,-18.0653424828254,-14.2467824072282,-3.81856007559723,-9.99487167216673,-8.07047081065871,1,
36,1,Aileron_L,-0.6,negative_first,negative,outbound,6,15,-22.8608684690448,-21.932477096817,-0.928391372227814,-15.9917946754668,-6.86907379357804,1,
37,1,Aileron_L,-0.8,negative_first,negative,outbound,7,15,-22.2002247217999,-22.9799659200636,0.779741198263785,-23.9876920132002,1.7874672914003,1,
38,1,Aileron_L,-1,negative_first,negative,outbound,8,15,-22.2357910693058,-23.3366229644155,1.10083189510976,-24.4374548595253,2.20166379021951,1,
