split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,2311,-85.03312318,11.99760118,0.07197697396,0.07752575916,0.0469859302,-0.03381159175,-0.07068110486,-0.1680294048,0.009051209043,-0.004402981281,0.001660388914
train,transition,7358,12.00137605,19.9992754,0.03431236406,0.04556837705,0.03420281157,0.02095163988,0.00540856747,-0.06124134302,-0.008682871671,0.003178307997,-0.01278531101
train,post_stall,891,20.00142096,32.00205034,-0.001469485272,0.0551642685,0.03875936219,0.05428864079,-0.04398069549,-0.07396920765,-0.02328646715,0.008229050326,-0.02098775665
heldout,attached,405,2.813051016,11.99568616,0.07170520779,0.07884533796,0.05323016883,-0.02935062487,-0.05967504466,-0.2380520313,0.01050575067,-0.00241749367,0.004521835135
heldout,transition,1260,12.00355162,19.99679576,0.03244467238,0.04526939015,0.03867042297,0.02059597618,-0.02905340282,-0.05824701879,-0.01061485707,0.005730510749,-0.01401123632
heldout,post_stall,251,20.04902547,23.47817696,-0.06016132175,0.07133731037,0.03680436643,0.07114594236,0.03044559308,0.08833804961,-0.03518813267,0.000338691975,-0.03148404543
