surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,True,,,,,,,,
0.25,False,,,,,,,,
0.5,False,,,,,,,,
0.75,False,,,,,,,,
1,False,,,,,,,,
