split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg
train,20260603_220741,C0_neutral,v007,ok,0.1,1.0753375,1.995991901,2.150242801,1.474894353,4.909756568,0.8198681401,1.287346217,-0.02775511759,1.199287544,-0.147563717,2.758316526,3.543196521,-0.784879995,0.1295274494,0.1313676062,-0.001840156758,1.07672899,0.7039155645,0.3728134255,1.001294003,0.6545996625,0.3466943406,4.087892658,-2.967292037,7.055184695,-10.89212456,20.6555227,-31.54764726,-1.687938354,14.20872951,-15.89666786
train,20260603_220741,C0_neutral,v009,ok,0.1,1.0388042,1.787398747,2.057668207,1.407494721,4.68774409,1.01126768,1.110566645,0.1528992468,1.265524401,-0.3810114439,2.938776756,3.517875954,-0.5790991975,0.2910484144,-0.07331826441,0.3643666789,1.014365866,0.8758271778,0.1385386886,0.9764745525,0.8431109326,0.13336362,-8.882422255,-9.965773572,1.083351317,-15.96828217,17.87915526,-33.84743744,-12.74783596,5.458971005,-18.20680696
train,20260603_220741,C0_neutral,v010,ok,0.1,0.9880542,1.742170627,2.115238301,1.453145925,4.313234061,1.39334114,1.236154899,-0.02417333249,1.338812137,-0.4493325601,2.50564776,2.909281457,-0.403633697,0.6428318362,0.007572700227,0.635259136,1.054385024,0.8509223669,0.2034626567,1.067132778,0.8612102118,0.2059225665,0.6031203745,-9.097068246,9.70018862,-8.20670033,26.41876533,-34.62546566,-23.6613147,5.02007646,-28.68139116
train,20260603_221447,C0_neutral,v001,ok,0.1,0.9966995,1.717278246,2.13568463,1.42470617,4.465291303,0.9246015116,1.067323635,0.06144009107,1.224004562,0.02662295838,2.893745553,3.172778618,-0.279033065,0.09811356966,0.2558403,-0.1577267304,1.025560474,0.8197653237,0.2057951504,1.028956545,0.8224799186,0.2064766265,-12.84451695,-1.152103396,-11.69241355,-16.8156126,19.59807036,-36.41368296,-8.614726425,18.41984366,-27.03457008
train,20260603_221447,C0_neutral,v002,ok,0.1,0.9085826,1.666378529,2.047569914,1.356273407,4.011264413,0.766260795,0.9715150312,0.1337682955,1.110499785,-0.07897924948,2.432324667,2.743607737,-0.3112830705,-0.2968240751,0.5190698832,-0.8158939583,0.9592870266,0.9173877375,0.04189928907,1.055806073,1.00969107,0.04611500272,-26.4001355,4.838299259,-31.23843476,-7.446462762,16.01772808,-23.46419084,11.26861072,26.22302309,-14.95441237
train,20260603_221447,C0_neutral,v003,ok,0.1,0.974955,1.804924627,2.061978498,1.404663611,3.936802792,0.970689613,1.187291106,-0.1730139949,1.16409103,0.0009818455915,2.398679663,2.707406368,-0.3087267052,0.405134848,-0.0346235181,0.4397583661,1.01177306,1.034202645,-0.02242958497,1.037763856,1.06076962,-0.02300576434,13.82796383,-3.124501162,16.95246499,-9.423785065,22.83878687,-32.26257194,-12.46439238,11.22844385,-23.69283624
train,20260603_221447,C0_neutral,v004,ok,0.1,1.0767741,1.792340587,2.147361789,1.515911951,4.426405601,1.429678491,0.9536958642,-0.048616808,1.234076652,-0.2170252078,2.985518185,3.053783797,-0.06826561157,0.5623079682,0.2002607247,0.3620472435,1.121472727,0.9321879172,0.1892848098,1.04151161,0.8657228264,0.1757887841,5.17002578,0.5698149288,4.600210851,-24.35022216,26.77316546,-51.12338762,-16.59612954,20.87875443,-37.47488397
train,20260603_221447,C0_neutral,v005,ok,0.1,0.9998361,1.843662158,2.049292908,1.590570199,3.605347248,0.6069077176,1.038456921,0.04069901007,1.176656721,-0.131274898,2.458783444,2.163319048,0.2954643964,0.18430415,0.09041649821,0.0938876518,1.197796494,1.246735153,-0.04893865892,1.197992845,1.246939527,-0.04894668128,-10.62450773,-2.686136633,-7.938371093,-23.31339973,28.67973872,-51.99313846,-8.029362841,10.27728565,-18.30664849
train,20260603_221447,C0_neutral,v007,ok,0.1,1.0399947,1.732714102,2.063565111,1.484254197,3.978333809,1.295341493,0.9282419957,-0.002192818241,1.172754787,-0.5312147517,2.563728051,2.750320005,-0.1865919547,0.6256620523,-0.09333245172,0.718994504,1.085640989,1.175938836,-0.09029784658,1.043890886,1.130716181,-0.08682529496,3.24917368,-12.2246502,15.47382388,-15.38372261,25.21199637,-40.59571898,-23.8962019,-2.238057298,-21.65814461
train,20260603_221447,C0_neutral,v008,ok,0.1,1.2063665,1.835261425,2.093960824,1.402093635,4.867988889,1.218761555,0.8813129832,-0.1665905569,1.060009266,-0.03741399617,3.596485647,4.23590701,-0.639421363,0.3643444248,-0.2786790096,0.6430234345,1.016321259,1.208077506,-0.1917562475,0.842464756,1.001418314,-0.158953558,-6.337455392,-13.48044806,7.142992664,-20.31764787,11.80357084,-32.12121871,-12.65511192,-0.08418484184,-12.57092708
train,20260603_221447,C0_neutral,v010,ok,0.1,1.0117302,1.723873069,2.13848514,1.425073694,4.476770539,1.188655656,0.9819258522,-0.162702237,1.174930519,-0.2984031822,2.758241898,3.21070336,-0.452461462,0.3623502683,0.06132624416,0.3010240241,1.036233348,0.857128098,0.1791052505,1.024219054,0.8471903854,0.1770286688,-2.091265508,-3.166933717,1.075668209,-13.95875287,21.41923347,-35.37798634,-7.694048323,13.40722124,-21.10126957
train,20260603_222247,C0_neutral,v002,ok,0.1,1.2468768,1.795034766,2.128449064,1.61436916,4.677329201,1.220240546,1.116204275,-0.04191558388,1.539631507,-0.1952307986,2.723824743,3.314944068,-0.5911193258,0.5620208422,0.0562885787,0.5057322635,1.22165775,1.233253942,-0.01159619196,0.9797742247,0.9890744154,-0.009300190648,23.104552,2.229469728,20.87508227,-27.04838463,26.53625305,-53.58463768,-13.37660131,21.78524212,-35.16184343
train,20260603_222247,C0_neutral,v003,ok,0.1,1.1968575,1.974741209,2.080301092,1.443122058,5.601676897,1.320620603,1.277427617,-0.419994826,1.656515775,-0.0372123152,3.452656545,4.544573281,-1.091916736,0.4133159062,-0.794360066,1.207675972,1.05467967,0.9283074301,0.1263722404,0.8812073872,0.7756206817,0.1055867055,13.58704163,-24.05307647,37.6401181,-21.78144617,7.613264961,-29.39471113,-13.90675623,-15.47985717,1.573100941
train,20260603_222247,C0_neutral,v005,ok,0.1,1.1839155,1.74516273,2.065164343,1.532848804,4.726488065,1.261792757,1.074001085,-0.05196700766,1.322800947,-0.1672131207,3.131878176,3.516519261,-0.384641085,0.5434611465,-0.2603704703,0.8038316168,1.144161239,1.065936414,0.07822482505,0.9664213697,0.9003483898,0.06607297992,27.92936027,-2.895956488,30.82531675,-21.22705079,23.82143595,-45.04848674,-7.582190907,10.68564511,-18.26783602
train,20260603_222247,C0_neutral,v006,ok,0.1,1.1096294,1.636096173,2.004761636,1.377076278,3.665138603,0.5558944598,0.4493684215,0.006413585496,0.5905439904,-0.1354200291,3.775751182,3.702642481,0.07310870129,-0.3121069378,-0.2665878673,-0.04551907054,0.9771406039,1.673127443,-0.6959868388,0.88060086,1.507825444,-0.627224584,6.004846441,-14.3983741,20.40322055,-13.13702975,-0.3643498953,-12.77267985,11.75800673,-3.247058964,15.00506569
train,20260603_222247,C0_neutral,v007,ok,0.1,1.1212206,1.913585913,2.147833195,1.510966721,5.370758565,1.565522236,1.224585383,0.2344670748,1.410178524,-0.1497961035,3.108667692,3.976809802,-0.8681421106,0.418038974,0.2646798192,0.1533591549,1.116151938,0.531493759,0.5846581791,0.9954793357,0.4740313895,0.5214479462,15.74234066,0.9467486186,14.79559204,-24.44586828,21.73850305,-46.18437133,-5.602587917,22.92242186,-28.52500978
train,20260603_222247,C0_neutral,v008,ok,0.1,1.3882418,1.911080275,2.018993077,1.571668399,5.836291999,0.6611977757,1.33829205,0.2670978555,1.321314486,-0.1321721154,2.756959095,4.050358906,-1.293399811,-0.07442924325,-0.7584738705,0.6840446272,1.180093664,1.103912417,0.07618124743,0.8500634864,0.7951874213,0.05487606513,30.15666072,-13.30526015,43.46192087,-12.14420664,23.96111356,-36.1053202,10.41536135,-9.654374076,20.06973543
train,20260603_222247,C0_neutral,v009,ok,0.1,1.1849983,1.834757851,1.995110803,1.42815907,4.806722727,0.8031922162,1.11403572,-0.3105191901,1.260622513,-0.09564671587,3.395897072,3.835137992,-0.4392409199,0.306309776,-0.6377071582,0.9440169342,1.034155645,1.177612323,-0.1434566779,0.8727064374,0.9937670988,-0.1210606614,4.215943393,-17.94147028,22.15741367,-30.27798948,13.35658294,-43.63457242,-12.21539844,-11.51030236,-0.70509608
train,20260603_222247,C0_neutral,v010,ok,0.1,0.9815804,1.732498773,2.114280481,1.334848329,4.618848374,1.267557115,0.9024746514,-0.1390017968,0.8355410624,-0.07710429642,3.360764903,3.925506112,-0.5647412093,0.3337569352,-0.3430171573,0.6767740925,0.9376892311,1.166245508,-0.2285562769,0.9552852024,1.188130395,-0.2328451922,-2.758227981,-17.56283176,14.80460378,-10.49699746,2.891371835,-13.38836929,-9.876627296,-1.45125342,-8.425373876
train,20260603_222819,C0_neutral,v001,ok,0.1,0.9822171,1.641158983,2.030929691,1.4799822,3.239421817,0.422067304,0.8652278178,-0.1109896085,0.8090538544,-0.009718190552,2.430498701,2.047564072,0.3829346287,0.2318088467,-0.02658972764,0.2583985743,1.094919009,1.368885084,-0.2739660748,1.114742361,1.393668553,-0.2789261914,10.0913795,-2.833141647,12.92452115,-6.752398105,24.3532528,-31.10565091,-3.796703231,7.5661283,-11.36283153
train,20260603_222819,C0_neutral,v002,ok,0.1,1.1030262,1.749275114,2.129794729,1.368838994,4.50255923,1.411858977,0.7906822562,-0.041049206,0.9783555831,-0.1834203124,3.513949278,4.002350484,-0.4884012066,0.5267976724,-0.2832560184,0.8100536908,0.9702326164,1.247842957,-0.2776103408,0.8796097649,1.131290406,-0.2516806408,3.310153808,-15.27194704,18.58210085,-11.60295098,8.250148966,-19.85309994,-10.82008724,-0.07310313349,-10.7469841
train,20260603_222819,C0_neutral,v004,ok,0.1,1.217176,1.770239493,2.124281186,1.428038981,4.696832763,1.173356736,0.8541469646,-0.2186417861,0.8696164776,0.02695025295,3.612988399,4.245441863,-0.6324534636,0.2429935592,-0.6072805071,0.8502740663,1.052900266,1.36364403,-0.3107437642,0.8650353493,1.120334307,-0.2552989577,9.407972634,-17.26603469,26.67400732,-19.52051373,7.552654268,-27.073168,-7.009440395,-8.602383507,1.592943112
train,20260603_222819,C0_neutral,v005,ok,0.1,1.1305001,1.745351202,2.053636237,1.416225501,4.80082247,0.7941814664,0.901675467,-0.4382048772,0.9417942343,0.1588960176,3.481010918,4.136578492,-0.6555675746,0.1209095269,-0.6998974525,0.8208069794,1.029783761,1.266295443,-0.2365116825,0.9109099244,1.120119709,-0.2092097847,7.824948166,-21.86172079,29.68666896,-16.71128758,3.713247852,-20.42453543,-3.889389835,-13.76869066,9.879300825
train,20260603_222819,C0_neutral,v007,ok,0.1,1.0076989,1.714969294,2.078833766,1.445535218,3.635595453,0.3369043579,0.9481219384,0.1433516021,1.208844114,-0.09943368358,2.995144271,2.341373261,0.6537710104,-0.1434004615,0.03170149523,-0.1751019567,1.052883576,1.278731567,-0.2258479901,1.044839462,1.268961955,-0.2241224935,-20.71121352,-4.732850955,-15.97836256,-25.63217251,24.87003338,-50.50220589,-6.11420607,7.241746956,-13.35595303
train,20260603_222819,C0_neutral,v008,ok,0.1,1.1225825,1.777085657,2.124239931,1.462797105,4.940579364,1.217055508,0.9081827926,0.2463870583,1.051586579,-0.487559227,3.39884994,3.600469805,-0.2016198653,0.246742126,0.0174260595,0.2293160665,1.066549074,0.8833566921,0.1831923823,0.9500852493,0.7868969025,0.1631883468,-16.57831626,-6.558561889,-10.01975437,-19.53641524,23.32108924,-42.85750448,-9.433108742,11.41381634,-20.84692508
train,20260603_222819,C0_neutral,v009,ok,0.1,1.1417728,1.82257038,2.116771255,1.393624147,4.750487076,0.7285112384,0.9858542377,0.2034068019,1.069972508,-0.2212265892,3.452118278,3.722094854,-0.269976576,-0.00762801764,-0.0123314727,0.004703455063,1.093713441,1.047440493,0.04627294822,0.9579081239,0.917380842,0.04052728198,-16.46811242,-9.936892665,-6.531219752,-15.67532842,17.03744913,-32.71277755,-5.029705838,5.325573957,-10.35527979
train,20260603_222819,C0_neutral,v010,ok,0.1,1.1820237,1.774637227,2.08217185,1.501532525,4.794246925,0.4073703917,0.9733655299,0.2978334812,0.9764785817,-0.223661044,3.179383241,3.654808712,-0.4754254708,-0.3751798139,0.07996547178,-0.4551452857,1.114836779,1.075136468,0.03970031054,0.9431594129,0.9095726832,0.03358672973,-26.31811531,-8.418378945,-17.89973637,-22.77248604,19.45299214,-42.22547818,9.767307038,6.689346343,3.077960695
train,20260603_223204,C0_neutral,v001,ok,0.1,1.2359705,1.719407535,2.123811032,1.594168351,4.587730247,1.020332667,0.7839205406,0.288311602,1.017228801,-0.2808605397,2.709901794,3.120926563,-0.4110247694,0.3230841777,0.2274086589,0.09567551877,1.206400192,1.249861599,-0.04346140666,0.9760752319,1.011239022,-0.03516378964,10.87693665,3.410409665,7.466526984,-14.73965852,26.73195903,-41.47161754,-9.182597958,25.53710466,-34.71970262
train,20260603_223204,C0_neutral,v002,ok,0.1,1.0006491,1.767206941,2.114234943,1.353347304,4.762955423,1.263357729,0.7984510011,0.1033889466,0.870746866,-0.09243257585,3.565000182,3.972739881,-0.4077396992,0.1415096911,-0.07543356353,0.2169432546,0.9582624775,1.055307615,-0.09704513715,0.9576408728,1.054623059,-0.09698218601,-22.65537764,-15.44062638,-7.214751259,-15.93624332,6.308388252,-22.24463157,-6.896730462,4.475714511,-11.37244497
train,20260603_223204,C0_neutral,v003,ok,0.1,1.0980221,1.739016971,2.050831523,1.584590084,4.505992917,0.6088387728,1.11853478,0.06876752685,1.08659909,-0.2304172524,2.825741256,3.136770494,-0.3110292381,0.06282229136,-0.03028171337,0.09310400473,1.192888723,0.9743093332,0.2185793893,1.086397735,0.8873312597,0.1990664754,-3.095165617,-3.658396378,0.5632307608,-24.69659108,23.80053001,-48.49712109,-0.2024768182,10.08852297,-10.29099979
train,20260603_223204,C0_neutral,v005,ok,0.1,1.0566559,1.831400597,2.126190563,1.434353599,4.453731113,1.239143888,0.9858315381,0.1824199365,1.192497697,-0.4624161008,3.202605687,3.265270552,-0.0626648652,0.7031957814,-0.1327967465,0.835992528,1.051790012,0.986716511,0.06507350104,0.9953950118,0.9338106293,0.06158438243,-5.207211038,-11.2171835,6.009972466,-19.23408843,21.46074967,-40.69483811,-24.91846857,2.291269391,-27.20973796
train,20260603_223204,C0_neutral,v006,ok,0.1,0.9704664,1.753521467,2.137578168,1.338779812,4.639144568,0.9005457413,1.0362947,0.1296745261,1.13789043,-0.2036047574,3.193377084,3.389635771,-0.1962586871,0.05674352218,0.2002753081,-0.143531786,0.9470697643,0.781165833,0.1659039313,0.9758913491,0.8049385666,0.1709527824,-19.79168161,-4.829593241,-14.96208837,-20.09214759,16.04307034,-36.13521793,-7.405668053,13.91778443,-21.32345248
train,20260603_223204,C0_neutral,v007,ok,0.1,1.070984,1.752121422,2.110928209,1.383539051,4.602695069,1.214583424,0.8315756386,0.2039028962,1.044673844,-0.3960893442,3.154050916,3.547473412,-0.3934224961,0.149665873,0.1936409337,-0.04397506071,0.9875812492,0.9625093031,0.02507194605,0.9221251197,0.898714923,0.02341019665,-11.0433056,-3.825639926,-7.217665673,-9.92027743,18.63820752,-28.55848495,-0.5620339931,15.98664341,-16.5486774
train,20260603_223204,C0_neutral,v009,ok,0.1,0.9291244,2.185116794,2.208090261,1.414017962,4.069736911,0.9435225541,1.13658211,0.2009669972,1.03333185,-0.2574372487,2.777770233,2.649181431,0.1285888023,0.2546157917,0.2365092728,0.01810651891,1.02467579,0.8345095291,0.190166261,1.102840255,0.8981677041,0.2046725508,-24.53660997,-3.368211385,-21.16839858,-17.66817458,24.37083204,-42.03900661,-10.34339861,12.65463154,-22.99803015
train,20260603_223204,C0_neutral,v010,ok,0.1,0.9412286,1.719347278,2.212664738,1.453737607,4.043061544,1.129956185,0.8750075942,0.4082545821,1.06721906,-0.3314675122,2.553783092,2.738577773,-0.1847946806,-0.09239255935,0.6483790733,-0.7407716327,1.060858138,0.9239345394,0.1369235986,1.127099344,0.9816260783,0.1454732662,-28.69564613,1.003309553,-29.69895569,-11.45922849,21.33786815,-32.79709664,2.042736375,21.86080188,-19.81806551
train,20260603_223824,C0_neutral,v001,ok,0.1,0.9776571,1.693579672,2.218573807,1.455559176,4.331299461,1.204143134,1.003620916,0.03300849931,1.012751526,-0.2437242678,2.732790656,3.156759933,-0.4239692774,0.3593375281,0.1975249295,0.1618125986,1.061160429,0.8584067337,0.2027536953,1.085411673,0.8780243438,0.2073873297,-16.05881442,-5.69703209,-10.36178233,-10.58277576,19.32020899,-29.90298475,-13.04753275,13.14963871,-26.19717146
train,20260603_223824,C0_neutral,v002,ok,0.1,0.9168368,1.693214915,2.118513669,1.390726998,4.068488914,1.223937637,1.070155574,-0.03711832115,1.245323463,-0.3218634771,2.647326784,2.658617253,-0.01129046911,0.3315778621,0.1407384131,0.190839449,1.006293147,0.8224368187,0.1838563284,1.097570633,0.897037312,0.2005333211,-5.417461732,-5.511223476,0.09376174393,-16.83908911,25.30329101,-42.14238012,-10.3864543,8.154101265,-18.54055556
train,20260603_223824,C0_neutral,v003,ok,0.1,0.982664,1.747677552,2.148492122,1.329799891,4.477683249,1.102968983,0.7697165577,0.357687785,0.966772474,-0.3296137048,3.069802107,3.495488334,-0.4256862271,-0.09287291159,0.3491612871,-0.4420341987,0.9363919193,0.9593686388,-0.02297671954,0.9529115947,0.9762936658,-0.02338207113,-23.96166749,-5.86690095,-18.09476654,-5.008817872,12.90937038,-17.91818825,4.994592312,16.54519147,-11.55059916
train,20260603_223824,C0_neutral,v004,ok,0.1,0.8848156,1.742025236,2.188045894,1.284515649,4.397271832,1.169230671,0.9313454505,0.1135655271,1.133199319,-0.2971104204,2.940879451,3.164649259,-0.2237698084,0.06000546,0.3953750764,-0.3353696164,0.8896368435,0.8177057018,0.07193114173,1.005448868,0.9241538031,0.08129506502,-26.74126524,-5.366798264,-21.37446698,-11.3988647,14.00404424,-25.40290893,-5.251817894,16.38577875,-21.63759664
train,20260603_223824,C0_neutral,v006,ok,0.1,0.9565957,1.667758166,2.155723227,1.46049076,3.849832567,1.228422304,0.9112848554,0.05453527705,0.9400828664,-0.1915004288,2.504855358,2.843165271,-0.3383099123,0.3026247442,0.3212129186,-0.01858817438,1.0683771,1.04087326,0.02750384039,1.116853338,1.088101546,0.02875179179,-14.67972257,-4.600186269,-10.0795363,-5.796029882,18.56193675,-24.35796663,-5.269899932,14.51799849,-19.78789843
train,20260603_223824,C0_neutral,v008,ok,0.1,0.7954075,1.694412985,2.05092294,1.329002107,3.969188175,1.086433035,1.046111084,0.1924851884,0.908297457,-0.3135807303,2.335818296,2.66825375,-0.332435454,-0.03558794949,0.3059736645,-0.341561614,0.9296451197,0.8015377998,0.12810732,1.168765846,1.007707118,0.1610587277,-22.41970287,-3.748562113,-18.67114075,-4.734392709,14.91838832,-19.65278103,8.772484886,10.77423053,-2.001745644
train,20260603_223824,C0_neutral,v009,ok,0.1,1.0414292,1.890309247,2.107735421,1.418026338,4.360332496,0.9838441858,1.080180676,0.1340541788,1.221976311,-0.2105734698,3.057563134,3.015236259,0.04232687575,0.1955224889,0.16837022,0.02715226888,1.020596561,0.9314532905,0.08914327046,0.9799961063,0.8943990533,0.08559705303,1.396660995,-0.5520457613,1.948706756,-19.82145638,23.91575774,-43.73721413,-6.537207521,17.19717484,-23.73438236
train,20260603_223824,C0_neutral,v010,ok,0.1,0.8710486,1.702989926,2.087047525,1.30919999,4.043948126,0.8717360128,1.021440777,-0.08296485165,0.934380685,-0.1526646003,2.728087086,2.952519654,-0.2244325684,0.2453732744,0.07709649071,0.1682767837,0.9113656378,0.9553364171,-0.04397077931,1.046285635,1.096765918,-0.0504802824,-1.39994865,-13.02248494,11.62253629,-10.00040491,11.40943622,-21.40984113,-14.13300828,4.966627661,-19.09963594
train,20260603_224414,C0_neutral,v001,ok,0.1,1.0275688,1.760561354,2.033723656,1.411916493,4.346250502,0.8320942576,0.8885129979,0.1208762634,1.070149512,-0.1855187236,3.157622699,3.228561969,-0.07093926998,0.07918582014,0.1519104001,-0.07272457999,1.021472517,0.9883579655,0.03311455183,0.9940672755,0.961841159,0.03222611647,-21.83633424,-3.403160108,-18.43317413,-14.92139965,18.00133523,-32.92273487,-2.436229449,14.15718092,-16.59341037
