target_heading_deg,scenario_id,primitive_family,candidate_id,selected_primitive,fixed_start_success,actual_heading_change_deg,heading_error_deg,min_wall_distance_m,height_change_m,terminal_speed_m_s,max_alpha_deg,saturation_fraction,exit_recoverable,failure_class,feasibility_label,random_entry_gate_passed,updraft_stress_gate_passed,sweep_sample_count,sweep_success_rate,sweep_rejection_count,largest_fixed_start_feasible_target_deg
30.0,s9_agile_reversal_left_target_030_no_wind,brake_roll_yaw_recovery,030_a,agile_brake_roll_yaw_recovery_target_030_030_a,False,-21.687866218439385,8.312133781560615,0.25,-2.1796363483969063,8.1426643951816,7.708991443804745,0.38333333333333336,False,none,fixed_start_unrecoverable,False,False,0,,,
60.0,s9_agile_reversal_left_target_060_no_wind,brake_roll_yaw_recovery,060_a,agile_brake_roll_yaw_recovery_target_060_060_a,False,0.0,60.0,0.25,0.0,6.5,3.053834490775539,0.0,False,governor,physically_infeasible_candidate,False,False,0,,,
90.0,s9_agile_reversal_left_target_090_no_wind,brake_roll_yaw_recovery,090_a,agile_brake_roll_yaw_recovery_target_090_090_a,False,0.0,90.0,0.25,0.0,6.5,3.053834490775539,0.0,False,governor,physically_infeasible_candidate,False,False,0,,,
120.0,s9_agile_reversal_left_target_120_no_wind,brake_roll_yaw_recovery,120_a,agile_brake_roll_yaw_recovery_target_120_120_a,False,0.0,120.0,0.25,0.0,6.5,3.053834490775539,0.0,False,governor,physically_infeasible_candidate,False,False,0,,,
180.0,s9_agile_reversal_left_target_180_no_wind,brake_roll_yaw_recovery,180_a,agile_brake_roll_yaw_recovery_target_180_180_a,False,0.0,180.0,0.25,0.0,6.5,3.053834490775539,0.0,False,governor,physically_infeasible_candidate,False,False,0,,,
