surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,160,0,66.6341627306331,107.754861332417,102.560073133194,128.902354899811,125.287426696834,180.661173350984,40.8909465251952,154.322055040964,0.0796398332573531,0.102560073133194,0.128902354899811,0.0408909465251952,0.154322055040964
1,Aileron_L,40,0,65.8903343985529,98.6765670444854,101.990107235112,125.74887970726,127.485622691022,146.651832012804,80.4628986559663,130.27135795916,0.0830902642023652,0.101990107235112,0.12574887970726,0.0804628986559663,0.13027135795916
2,Aileron_R,40,0,60.7656372970222,90.889565516167,102.325718598102,122.316918171986,125.591530987337,146.61741999104,78.8167678587399,128.337284099818,0.0893525512907942,0.102325718598102,0.122316918171986,0.0788167678587399,0.128337284099818
3,Rudder,40,0,64.7132275389275,98.3599550116558,99.8674621333038,131.616364681772,124.388599072764,223.121756552603,56.0862954433077,154.322055040964,0.0654460547190521,0.0998674621333038,0.131616364681772,0.0560862954433077,0.154322055040964
4,Elevator,40,0,85.677786299307,112.439024725582,108.081139231945,132.637319289827,126.271823695274,221.704801098525,40.8909465251952,138.811404290482,0.0858329993692077,0.108081139231945,0.132637319289827,0.0408909465251952,0.138811404290482
