candidate_id,candidate_delta_a_effectiveness_scale,candidate_delta_e_effectiveness_scale,candidate_delta_r_effectiveness_scale,split,dataset_root,session_label,trial_id,throw_id,case_id,surface_axis,command_axis,command_value,command_abs,launch_confidence_score,launch_confidence_label,launch_confidence_weight,launch_lateral_contamination_score,launch_confidence_reasons,replay_status,replay_policy,replay_dt_s,replay_command_source,replay_command_onset_delay_s,duration_s,response_window_start_s,response_window_end_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg,actual_peak_p_rad_s,sim_peak_p_rad_s,peak_p_rad_s_residual_actual_minus_sim,actual_p_impulse_rad,sim_p_impulse_rad,p_impulse_rad_residual_actual_minus_sim,actual_phi_change_deg,sim_phi_change_deg,phi_change_deg_residual_actual_minus_sim,actual_peak_q_rad_s,sim_peak_q_rad_s,peak_q_rad_s_residual_actual_minus_sim,actual_q_impulse_rad,sim_q_impulse_rad,q_impulse_rad_residual_actual_minus_sim,actual_theta_change_deg,sim_theta_change_deg,theta_change_deg_residual_actual_minus_sim,actual_peak_r_rad_s,sim_peak_r_rad_s,peak_r_rad_s_residual_actual_minus_sim,actual_r_impulse_rad,sim_r_impulse_rad,r_impulse_rad_residual_actual_minus_sim,actual_psi_change_deg,sim_psi_change_deg,psi_change_deg_residual_actual_minus_sim,actual_roll_coupling_phi_change_deg,sim_roll_coupling_phi_change_deg,roll_coupling_phi_change_deg_residual_actual_minus_sim,actual_yaw_coupling_psi_change_deg,sim_yaw_coupling_psi_change_deg,yaw_coupling_psi_change_deg_residual_actual_minus_sim,actual_response_dy_m,sim_response_dy_m,response_dy_m_residual_actual_minus_sim,actual_response_dx_m,sim_response_dx_m,response_dx_m_residual_actual_minus_sim,actual_response_altitude_loss_m,sim_response_altitude_loss_m,response_altitude_loss_m_residual_actual_minus_sim,actual_max_abs_alpha_deg,sim_max_abs_alpha_deg,max_abs_alpha_deg_residual_actual_minus_sim,actual_alpha_gt_20_s,sim_alpha_gt_20_s,alpha_gt_20_s_residual_actual_minus_sim,actual_alpha_gt_30_s,sim_alpha_gt_30_s,alpha_gt_30_s_residual_actual_minus_sim,actual_speed_mean_m_s,sim_speed_mean_m_s,speed_mean_m_s_residual_actual_minus_sim,actual_response_delay_p_s,sim_response_delay_p_s,response_delay_p_s_residual_actual_minus_sim,actual_response_delay_q_s,sim_response_delay_q_s,response_delay_q_s_residual_actual_minus_sim,actual_response_delay_r_s,sim_response_delay_r_s,response_delay_r_s_residual_actual_minus_sim
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v001,v001,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.6638325957,medium,0.6638325957,0.5226377179,yaw_angle;lateral_velocity;yaw_rate,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1805865,0.15,0.8,5.119483619,5.144406969,-0.02492335034,0.04148237801,-1.257964504,1.299446882,1.055881517,1.115890001,-0.06000848402,14.34414252,13.13180549,1.212337026,-18.14097583,-5.812723192,-12.32825264,6.857352348,-24.20935713,31.06670948,0.8712495178,0.7747071899,0.09654232792,0.1662802605,0.3277585918,-0.1614783313,-1.327373814,2.91751648,-4.244890293,-1.932298993,0.8109121298,-2.743211123,-0.6585049223,0.1588420932,-0.8173470154,-8.197605435,5.266138538,-13.46374397,0.8261284969,0.5027440524,0.3233844444,0.3857017767,0.2732669814,0.1124347954,14.34335089,-3.473475022,17.81682591,-1.327373814,2.91751648,-4.244890293,14.34335089,-3.473475022,17.81682591,0.05053462449,-0.7445701042,0.7951047287,2.825976755,2.90690773,-0.08093097463,0.2650810367,0.5305804032,-0.2654993665,14.85130368,20.03770573,-5.186402044,0,0.005,-0.005,0,0,0,4.499475867,4.700650749,-0.2011748823,0.3357865,0.12,0.2157865,0.1728003,0.37,-0.1971997,0.03098600001,0.035,-0.004013999993
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v002,v002,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7690980719,high,0.7690980719,0.4183593239,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1324288,0.15,0.8,4.228170939,4.287489083,-0.05931814413,0.268271525,-0.3345492146,0.6028207396,1.190540867,1.174623805,0.01591706197,4.302649615,10.07104893,-5.768399311,-32.98707998,-27.14697121,-5.840108769,-1.119298293,-14.08475574,12.96545745,-0.3077086157,0.6678940597,-0.9756026754,-0.1012568934,0.2276847273,-0.3289416207,-11.00227968,0.6860094035,-11.68828909,-2.190275301,-1.814956306,-0.3753189947,-0.7902088624,-0.5448847149,-0.2453241475,-19.98583639,-12.66032256,-7.325513828,0.3167300439,0.20756336,0.1091666839,0.1170410695,0.03793554396,0.07910552552,4.807377,1.375210973,3.432166027,-11.00227968,0.6860094035,-11.68828909,4.807377,1.375210973,3.432166027,0.1335708778,-0.2063848716,0.3399557494,2.461462044,2.438412215,0.02304982922,0.3510882128,0.4862208651,-0.1351326523,21.35463821,25.89372396,-4.539085743,0.2867603,0.505,-0.2182397,0,0,0,3.769230707,3.870547638,-0.1013169307,0.0530663,0.195,-0.1419337,0.1368553,0.195,-0.0581447,0.0589733,0.03,0.0289733
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n02/v003,v003,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.7811144104,high,0.7811144104,0.4058190465,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1918325,0.15,0.8,5.259403741,6.058917745,-0.7995140042,0.0325674262,0.2088231535,-0.1762557273,1.03133535,1.475168268,-0.4438329177,-3.34648832,28.15351873,-31.50000705,-15.87836835,-15.86650214,-0.01186621427,2.418934426,3.778853315,-1.35991889,-0.4464088685,0.7048503544,-1.151259223,0.0182650812,0.3518683555,-0.3336032743,-5.373600522,12.01857034,-17.39217086,-1.713556095,-0.04006055778,-1.673495537,-0.6309144354,-0.0224695636,-0.6084448718,-4.677412585,-8.463914429,3.786501844,0.45533228,-0.08182395842,0.5371562384,0.1990113245,-0.0121086788,0.2111200033,4.814071709,5.113836719,-0.2997650098,-5.373600522,12.01857034,-17.39217086,4.814071709,5.113836719,-0.2997650098,0.02986723899,0.02015095133,0.009716287653,2.902246541,3.285464244,-0.3832177029,0.2923496577,0.6932304126,-0.400880755,16.16579694,6.007843189,10.15795375,0,0,0,0,0,0,4.568159077,5.173106557,-0.6049474804,0.0796827,0.095,-0.0153173,0.1365025,,,0.0615833,0.35,-0.2884167
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v001,v001,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.7261873038,medium,0.7261873038,0.4618421832,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9968523,0.15,0.8,4.160578517,4.041482344,0.1190961725,-0.00244910173,-0.2639569883,0.2615078866,1.042408462,1.008626243,0.03378221936,8.751309995,21.12405237,-12.37274238,-16.02314772,-14.98854722,-1.034600509,3.163834787,-21.45431366,24.61814845,0.43886916,1.01415866,-0.5752894999,0.007267436789,0.3688366912,-0.3615692544,-0.3140992383,9.677948977,-9.992048215,-1.642343484,-1.895307613,0.2529641287,-0.7415128661,-0.5332605272,-0.2082523389,-18.20711217,-8.76042847,-9.446683701,0.4884659599,-0.5028073308,0.9912732906,0.23853649,-0.07977462353,0.3183111135,8.501232254,-3.100651051,11.60188331,-0.3140992383,9.677948977,-9.992048215,8.501232254,-3.100651051,11.60188331,0.003301288397,-0.1855991307,0.1889004191,2.668915267,2.606456405,0.0624588615,0.570861636,0.5799940987,-0.009132462689,16.17449717,23.2063563,-7.031859133,0,0.415,-0.415,0,0,0,4.236678314,4.136274232,0.1004040827,0.3651173,0.195,0.1701173,0.0805549,0.21,-0.1294451,0.0333277,0.335,-0.3016723
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v002,v002,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.6683979185,medium,0.6683979185,0.5182480721,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0873698,0.15,0.8,4.050271516,4.085507386,-0.0352358702,-0.1414855504,-0.1553739023,0.01388835193,1.055084093,1.031273893,0.0238102004,-0.001674194625,26.75416694,-26.75584113,-28.30748111,-18.63816123,-9.669319879,1.526829348,-26.66263617,28.18946552,0.3326241654,0.8238091694,-0.491185004,0.05490974305,0.3045122022,-0.2496024592,-11.76393976,5.041108948,-16.80504871,-2.129614498,-1.862575333,-0.2670391648,-0.7325220676,-0.5655141844,-0.1670078831,-21.45878547,-10.05536571,-11.40341976,0.4246081232,-0.3856233575,0.8102314806,0.1928671594,-0.01827090756,0.2111380669,7.388432007,-1.990152929,9.378584936,-11.76393976,5.041108948,-16.80504871,7.388432007,-1.990152929,9.378584936,-0.1069462226,-0.07479169556,-0.03215452702,2.37771907,2.442526522,-0.06480745145,0.3594836405,0.4646144531,-0.1051308127,21.21750538,26.3932878,-5.175782415,0.2276341,0.505,-0.2773659,0,0,0,3.782846073,3.857777237,-0.07493116448,0.2381419,0.18,0.0581419,0.1683684,0.195,-0.0266316,0.01884619999,0.4,-0.3811538
C0_frozen_neutral,1,0.6,0.531,heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n04/v003,v003,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.8847052423,high,0.8847052423,0.285774677,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1391425,0.15,0.8,4.497289291,4.348221915,0.1490673767,0.1400564542,-0.4070725003,0.5471289545,1.001685963,0.9854450412,0.01624092183,5.914491386,23.48482284,-17.57033146,-27.44600016,-21.50462121,-5.941378942,-4.560875405,-37.66504192,33.10416651,1.142395569,1.078548705,0.06384686341,0.4433114858,0.4765930623,-0.03328157642,10.43695858,12.43111882,-1.99416024,-2.252290895,-2.543931509,0.291640614,-0.8401077057,-1.016048493,0.1759407876,-21.71688409,-16.70074577,-5.016138313,-0.3605608735,-0.7009805145,0.340419641,-0.08451515158,-0.1786781177,0.09416296613,-3.041030272,-8.976161425,5.935131152,10.43695858,12.43111882,-1.99416024,-3.041030272,-8.976161425,5.935131152,0.1248564687,-0.1571895345,0.2820460032,2.543497833,2.49648349,0.04701434288,0.2092048128,0.3135540025,-0.1043491897,17.83620197,24.8565908,-7.020388831,0,0.58,-0.58,0,0,0,4.005227201,3.914266906,0.09096029421,0.1631963,0.125,0.03819630001,0.1151875,0.08,0.0351875,0.1919769,0.245,-0.0530231
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v001,v001,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.6639862319,medium,0.6639862319,0.522490105,roll_angle;lateral_velocity;roll_rate,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2865927,0.15,0.8,5.039359697,5.696805352,-0.6574456546,-1.500249787,-0.1935807582,-1.306669028,1.112441542,1.032685887,0.07975565573,37.6215253,59.76245337,-22.14092807,5.838311867,-3.147538549,8.985850416,49.8180304,-14.84518009,64.66321049,-0.4036215891,1.441258818,-1.844880407,-0.09016316278,0.6690870106,-0.7592501734,9.5740765,27.20139553,-17.62731903,-0.9848045076,-0.2687456016,-0.7160589059,-0.4361899472,-0.1287028451,-0.307487102,-5.126124543,-9.920866134,4.794741591,1.533207974,0.1856745187,1.347533455,0.5208413001,0.04848022187,0.4723610783,15.16501823,-1.014512974,16.1795312,9.5740765,27.20139553,-17.62731903,15.16501823,-1.014512974,16.1795312,-0.475486165,-0.1190052403,-0.3564809247,2.721355662,2.957218351,-0.2358626894,0.1389811827,0.2762068208,-0.1372256382,37.6464996,8.992298827,28.65420077,0.2530147,0,0.2530147,0.0984759,0,0.0984759,4.414918265,4.594837762,-0.1799194966,0.06819280001,0.12,-0.05180719999,0.06819280001,0.05,0.01819280001,0.1089188,0.025,0.0839188
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v002,v002,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8209164879,high,0.8209164879,0.3627063961,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1010575,0.15,0.8,4.584125453,5.274759958,-0.6906345055,-0.5034914328,0.447611347,-0.9511027798,1.082590123,1.544682639,-0.4620925158,18.30259397,66.80659947,-48.5040055,-15.4404878,-16.78875581,1.348268008,18.33689124,3.560878561,14.77601268,-1.061314857,1.582987792,-2.644302649,-0.256692052,0.742243508,-0.9989355601,2.497153175,37.21797374,-34.72082056,-1.63798018,-0.1095121727,-1.528468008,-0.6351338992,-0.03445266601,-0.6006812332,-9.262865488,-9.374751065,0.1118855769,1.084224893,-0.3229735718,1.407198465,0.3308547623,-0.1180647157,0.4489194779,6.438259697,1.876586113,4.561673584,2.497153175,37.21797374,-34.72082056,6.438259697,1.876586113,4.561673584,-0.2294083216,0.2273560269,-0.4567643485,2.704795786,3.102818268,-0.3980224826,0.3808124724,0.8040520671,-0.4232395948,21.00595519,6.932257769,14.07369742,0.0777021,0,0.0777021,0,0,0,4.324225029,4.957418128,-0.6331930991,0.0574709,0.12,-0.0625291,0.1414209,0.205,-0.0635791,0.1472629,0.17,-0.0227371
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n06/v003,v003,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8252401568,high,0.8252401568,0.3578461829,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2173598,0.15,0.8,4.552001397,4.239097499,0.3129038981,0.2053389009,-0.4468810498,0.6522199507,1.141215729,1.1619408,-0.02072507093,-4.119511607,35.5956588,-39.71517041,-33.3258598,-16.01495871,-17.31090109,-4.74175526,-62.98408801,58.24233275,-0.6536854357,1.18789723,-1.841582666,0.008911699055,0.5140464823,-0.5051347833,5.416174596,16.1286274,-10.7124528,-2.149447567,-2.625535522,0.476087955,-0.8425711209,-1.007131326,0.1645602046,-21.52418959,-13.83122802,-7.69296157,0.4412980763,-1.135683078,1.576981155,0.09478497653,-0.2786618472,0.3734468238,-4.903591781,-13.92816132,9.024569541,5.416174596,16.1286274,-10.7124528,-4.903591781,-13.92816132,9.024569541,0.1596426744,-0.09076226848,0.2504049428,2.422642009,2.379159024,0.04348298425,0.172995305,0.317272493,-0.1442771881,19.53873452,27.98462231,-8.445887789,0,0.57,-0.57,0,0,0,3.863106306,3.740389002,0.1227173036,0.4672918,0.135,0.3322918,0.1185842,0.085,0.03358419999,0.3661764,0.25,0.1161764
C0_frozen_neutral,1,0.6,0.531,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v001,v001,C1_aileron_neg0p8,aileron,delta_a,-0.8,0.8,0.7945694996,high,0.7945694996,0.3915395433,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9739627,0.15,0.8,3.910378445,3.843721054,0.0666573909,-0.6306045267,-0.1228742954,-0.5077302313,0.9308053213,0.9854856506,-0.05468032928,25.16584145,37.11106281,-11.94522136,-8.838839296,2.923169841,-11.76200914,19.47724081,-41.75177546,61.22901627,-0.7220559025,1.6847339,-2.406789803,-0.0008105507782,0.6030372999,-0.6038478507,4.531503098,22.56481905,-18.03331595,-1.40945254,-2.316013109,0.9065605691,-0.5772487087,-0.9338833826,0.3566346739,-10.43901821,-6.2024151,-4.236603111,0.8295332036,-1.543242014,2.372775218,0.3883945099,-0.3153314341,0.7037259439,16.25151031,-20.7545001,37.00601041,4.531503098,22.56481905,-18.03331595,16.25151031,-20.7545001,37.00601041,-0.4085304426,-0.03844307778,-0.3700873649,2.613536447,2.562515126,0.05102132122,0.5114827035,0.5890175397,-0.07753483618,28.42113659,22.74909912,5.672037468,0.2274237,0.42,-0.1925763,0,0,0,4.158805439,4.065840838,0.0929646015,0.0409232,0.17,-0.1290768,0.1131036,0.075,0.03810360001,0.0709044,0.305,-0.2340956
