candidate_id,surface_axis,primary_metric,raw_gain,bounded_gain,train_pair_count,train_command_count,train_baseline_abs_error,train_candidate_abs_error,heldout_baseline_abs_error,heldout_candidate_abs_error,heldout_improved,promotion_gate_status,claim_boundary
P0_pairwise_response_gain_fit_basis,aileron,peak_p_rad_s,0.5649354131,0.6519483305,24,5,0.5334458162,0.1461619635,0.4105217331,0.3007718968,True,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
P0_pairwise_response_gain_fit_basis,elevator,peak_q_rad_s,0.6438062973,0.7150450378,17,4,0.4298015706,0.1959756501,0.5791411209,0.5337506391,True,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
P0_pairwise_response_gain_fit_basis,rudder,peak_r_rad_s,0.556339184,0.6450713472,19,4,0.3068436686,0.1526455404,0.3588498464,0.3500974043,True,not_promoted_pairwise_gain_diagnostic_only,pairwise signed response-gain diagnostic only; active calibrated model unchanged
