candidate_id,parameter,surface_axis,command_axis,moment_axis,fit_role,coefficient_per_rad,bounded_coefficient_per_rad,train_sample_count,heldout_sample_count,train_baseline_mae_coeff,train_candidate_mae_coeff,heldout_baseline_mae_coeff,heldout_candidate_mae_coeff,heldout_improved,mean_launch_confidence_weight,physical_sign_status,promotion_gate_status,claim_boundary
D0_launch_confidence_weighted_derivative_fit_basis,CY_delta_a_residual,aileron,delta_a,side_force_y,aileron_side_force,0.4892708616,0.4892708616,4792,985,0.3325098322,0.3308395566,0.2583110514,0.229569806,True,0.7873443013,signed_residual_derivative_diagnostic_only,not_promoted_no_replay_neutral_or_closed_loop_gate,surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,CY_delta_a_residual@normal,aileron,delta_a,side_force_y,aileron_side_force_alpha_regime_normal,-0.4493393311,-0.4493393311,1634,519,0.2506909364,0.2396515968,0.1555334986,0.1757661759,False,0.777345698,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,CY_delta_a_residual@transition,aileron,delta_a,side_force_y,aileron_side_force_alpha_regime_transition,0.2976295482,0.2976295482,2224,302,0.2687312661,0.2668408487,0.2603607961,0.2493907875,True,0.8017836771,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,CY_delta_a_residual@post_stall,aileron,delta_a,side_force_y,aileron_side_force_alpha_regime_post_stall,1.858241076,1.858241076,934,164,0.6349421227,0.433189625,0.569754746,0.2726331261,True,0.773731487,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D0_launch_confidence_weighted_derivative_fit_basis,Cl_delta_a_residual,aileron,delta_a,roll,aileron_roll_effectiveness,0.04719282367,0.04719282367,4792,985,0.01607733927,0.01415665084,0.01572702383,0.01388192112,True,0.7873443013,signed_residual_derivative_diagnostic_only,not_promoted_no_replay_neutral_or_closed_loop_gate,surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cl_delta_a_residual@normal,aileron,delta_a,roll,aileron_roll_effectiveness_alpha_regime_normal,0.06250256111,0.06250256111,1634,519,0.01770515435,0.01497288327,0.01561081539,0.01545858771,True,0.777345698,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cl_delta_a_residual@transition,aileron,delta_a,roll,aileron_roll_effectiveness_alpha_regime_transition,0.03587984175,0.03587984175,2224,302,0.0144497111,0.01369312577,0.01549318087,0.01314073017,True,0.8017836771,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cl_delta_a_residual@post_stall,aileron,delta_a,roll,aileron_roll_effectiveness_alpha_regime_post_stall,0.04980396247,0.04980396247,934,164,0.01726159157,0.01289163172,0.01651700634,0.01133219203,True,0.773731487,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D0_launch_confidence_weighted_derivative_fit_basis,Cn_delta_a_residual,aileron,delta_a,yaw,aileron_yaw_coupling,-0.08337896831,-0.08337896831,4792,985,0.0201166885,0.01438700945,0.01861732076,0.01254591442,True,0.7873443013,signed_residual_derivative_diagnostic_only,not_promoted_no_replay_neutral_or_closed_loop_gate,surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cn_delta_a_residual@normal,aileron,delta_a,yaw,aileron_yaw_coupling_alpha_regime_normal,-0.0456676031,-0.0456676031,1634,519,0.01319435505,0.01110717803,0.01129827031,0.009809627919,True,0.777345698,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cn_delta_a_residual@transition,aileron,delta_a,yaw,aileron_yaw_coupling_alpha_regime_transition,-0.08684699802,-0.08684699802,2224,302,0.02063122163,0.01460536785,0.01994705797,0.01226149834,True,0.8017836771,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cn_delta_a_residual@post_stall,aileron,delta_a,yaw,aileron_yaw_coupling_alpha_regime_post_stall,-0.1190909851,-0.1190909851,934,164,0.03100951083,0.01511370733,0.03860131824,0.01271041787,True,0.773731487,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D0_launch_confidence_weighted_derivative_fit_basis,Cm_delta_e_residual,elevator,delta_e,pitch,elevator_pitch_effectiveness,-0.005324828006,-0.005324828006,4324,958,0.08163644627,0.08155080938,0.08075344965,0.08050841698,True,0.8433957231,signed_residual_derivative_diagnostic_only,not_promoted_no_replay_neutral_or_closed_loop_gate,surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cm_delta_e_residual@normal,elevator,delta_e,pitch,elevator_pitch_effectiveness_alpha_regime_normal,0.1003017611,0.1003017611,1686,378,0.09922486413,0.09309776176,0.0975001708,0.09496382705,True,0.8636007381,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cm_delta_e_residual@transition,elevator,delta_e,pitch,elevator_pitch_effectiveness_alpha_regime_transition,0.03564964077,0.03564964077,1113,209,0.05923761775,0.05947144025,0.06262928228,0.06315236976,False,0.8392100766,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D1_alpha_regime_derivative_fit_basis,Cm_delta_e_residual@post_stall,elevator,delta_e,pitch,elevator_pitch_effectiveness_alpha_regime_post_stall,-0.2112849917,-0.2112849917,1525,371,0.07780807519,0.05855463288,0.07371884474,0.05290717893,True,0.8243188633,alpha_regime_signed_residual_derivative_diagnostic_only,not_promoted_alpha_regime_diagnostic_only,alpha-regime surface/coupling derivative residual diagnostic only
D0_launch_confidence_weighted_derivative_fit_basis,CY_delta_r_residual,rudder,delta_r,side_force_y,rudder_side_force,-0.2438469892,-0.2438469892,4358,817,0.2594757,0.2505474847,0.2552967427,0.2587501533,False,0.845838937,signed_residual_derivative_diagnostic_only,not_promoted_no_replay_neutral_or_closed_loop_gate,surface/coupling derivative residual diagnostic only
