stage_id,status,stage_run_root,blocked_reason,duration_s,docs_alignment_status
R5,blocked,03_Control/05_Results/lqr_contextual_v1_0/w01_dense/024,failed_gate:launch_gate_candidate_availability_audit,669.068,aligned
