run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s4_governor_selection_control_reference_seed1,s4_governor_selection_control_reference,recovery,recovery,1,none,panel,none,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.5,,True,none,18.928834169503542,3.144169216908237,1.1709803654025013,-0.510054469437208,5.798657544976701,18.930077120233214,10.54913376343913,70.0,0.25,0.21153846153846154,0.21153846153846154,0.14102564102564102,0.5079325858905472,True,,0,0,control_reference_rollout.csv,recovery,70.0,True,control_reference_rollout.csv
