candidate_id,split,cmq,blend_start_deg,blend_full_deg,count,longitudinal_objective,combined_objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,dx_mean_m,dy_mean_m,altitude_loss_mean_m,sink_mean_m_s,roll_mean_deg,pitch_mean_deg,yaw_mean_deg
cmq-4_blend10_20,train,-4.0,10.0,20.0,63,12.916067227575201,28.183658304650287,0.3360767804784307,1.4848292215888215,0.30695014375962665,0.21852373820014584,26.612908067969883,16.051034531534402,34.4481607813901,0.1374008665186514,-1.4558334240528596,-0.19433604706503713,-0.11732493452404028,-22.65257165620966,-14.880269745531642,-32.20565691913509
cmq-4_blend10_20,heldout,-4.0,10.0,20.0,11,10.108392940557154,25.10180491638516,0.46855867552138036,1.543643772291344,0.1777711345691866,0.16058951824243717,21.694561554998497,17.440612063859803,31.83229300235,0.24991993995617626,-1.543643772291344,-0.044298518694606465,-0.044368858762201514,-21.694561554998497,-17.178724973006894,-31.83229300235
cmq-2_blend10_20,train,-2.0,10.0,20.0,63,12.729975911047756,27.863531673923386,0.3313121044265551,1.481788723738154,0.30609462445361046,0.21714410102985654,26.381230024040157,14.533991314552313,33.65980108076084,0.12482998915249299,-1.4529947799218301,-0.2049101193121709,-0.126178214226847,-22.41672714882964,-13.243247231914198,-31.550272117618455
cmq-2_blend10_20,heldout,-2.0,10.0,20.0,11,9.727898524320823,24.59439436967234,0.4564340906161899,1.54395487467048,0.1725211376411144,0.15615639394638112,21.41621757340728,15.616961480028003,31.093341977402257,0.2379903761662533,-1.54395487467048,-0.05197023774479625,-0.05106752000750456,-21.41621757340728,-15.355074389175092,-31.093341977402257
cmq0_blend10_20,train,0.0,10.0,20.0,63,12.502665739970785,27.546462106775873,0.32495578870555997,1.4796843171789495,0.30533950375205915,0.21585862208021103,26.539661144907377,12.191905356850329,32.62904893813261,0.10962586662678032,-1.4511891884748571,-0.2221884215761314,-0.14093327143113535,-22.568438578800848,-10.75153581373654,-30.677176555788883
cmq0_blend10_20,heldout,0.0,10.0,20.0,11,9.277543849056308,24.052636719257478,0.4409354791645208,1.5457688287802311,0.1674156825010116,0.15161422040722677,21.467811321832453,12.864726842624394,30.11040096196556,0.22274094558688348,-1.5457688287802311,-0.06643368961092008,-0.06355429512247078,-21.467811321832453,-12.602839751771484,-30.11040096196556
cmq2_blend10_20,train,2.0,10.0,20.0,63,12.277883392454116,27.46378663044246,0.3178150735710586,1.4813495921964095,0.30778426373229767,0.21790712748379906,28.187587395989148,8.756745763244432,31.28056102246133,0.09559510761487089,-1.4533331785828687,-0.24778247852545848,-0.16342304741878394,-24.24376997270478,-6.958917898368052,-29.421828336169817
cmq2_blend10_20,heldout,2.0,10.0,20.0,11,8.749859718998223,23.596751233471633,0.4249045551857682,1.549574287786333,0.16301090802680882,0.1472473011084798,22.716212796815185,8.597254679556068,28.748572656710238,0.20704581026388483,-1.549574287786333,-0.09188162391614586,-0.08531744305623729,-22.66481286475174,-8.294209706952211,-28.748572656710238
cmq3_blend10_20,train,3.0,10.0,20.0,63,15.220772943131593,31.910554834446216,0.3193610267952687,1.734140436101776,0.4419273953803567,0.25748367515515247,30.38269823545701,6.074372265597681,30.115704933791893,0.08866401911022148,-1.7062547104661843,-0.39292409842465625,-0.2126619095714549,-24.996504750850896,-3.4906298386913153,-30.115704933791893
cmq3_blend10_20,heldout,3.0,10.0,20.0,11,8.459366574795924,23.338483885578672,0.42037370748745084,1.5528625937526608,0.16452316396284686,0.1481061557263371,23.645431120941904,5.942371165554724,27.57353617942255,0.2027334995478756,-1.5528625937526608,-0.10863681076914454,-0.09942022041043601,-23.488589321439726,-4.717409819817892,-27.57353617942255
