library_size_case_id,primitive_id,entry_role,transition_entry_class,transition_object_id,primitive_variant_id,selection_algorithm,medoid_selection_reason,selection_rank_order,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen,robustness_evidence_blocks_seen,robustness_uncertainty_tiers_seen,robustness_active_fan_policies_seen,robustness_fan_position_policies_seen,robustness_speed_bins_seen,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s
heavy_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_94e83f4945fc__entry_boundary_near,primvar_energy_retaining_bank_transition_object_94e83f4945fc,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.40460300296589224,0.0,0.40460300296589224,0.31238732190338675,0.11319414103123632,5.573289237728984,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_228476f7db35__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_228476f7db35,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4997163350634372,0.0,0.4997163350634372,0.33421263417341185,0.09283550407552603,6.894509519087376,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_bf4fb44a7fec__entry_launch_gate,primvar_energy_retaining_bank_transition_object_bf4fb44a7fec,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5735294117647058,0.0,0.5735294117647058,0.3349905958942986,0.20555611374137867,2.0870806669387645,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_0347ca3d7338__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_0347ca3d7338,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.22390785029181953,0.0,0.22390785029181953,0.2625707564747712,0.09911120832588603,6.50896276315323,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_2p5_m_s,speed_bin_2p5_m_s,2.5
heavy_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_10900cee7af5__entry_boundary_near,primvar_glide_transition_object_10900cee7af5,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.4019725243038392,0.0,0.4019725243038392,0.3112699905191725,0.10852829055367778,5.326214757523741,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_3p5_m_s,speed_bin_3p5_m_s,3.5
heavy_cluster,glide,transition_object,inflight_stable,primvar_glide_transition_object_850799e0a072__entry_inflight_stable,primvar_glide_transition_object_850799e0a072,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5002198673587082,0.0,0.5002198673587082,0.3339502170444439,0.08895250204766912,8.544553494792305,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_3p5_m_s,speed_bin_3p5_m_s,3.5
heavy_cluster,glide,transition_object,launch_gate,primvar_glide_transition_object_3ed2518f5872__entry_launch_gate,primvar_glide_transition_object_3ed2518f5872,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.5735294117647058,0.0,0.5735294117647058,0.34239774862295036,0.2138381673439115,2.082237553099515,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,glide,transition_object,recoverable_degraded,primvar_glide_transition_object_d166dd8749f0__entry_recoverable_degraded,primvar_glide_transition_object_d166dd8749f0,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.21880110734133226,0.0,0.21880110734133226,0.26069756623887225,0.05997289403539174,13.320391951548636,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,lift_dwell_arc,transition_object,boundary_near,primvar_lift_dwell_arc_transition_object_f2cadff6c760__entry_boundary_near,primvar_lift_dwell_arc_transition_object_f2cadff6c760,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.40460300296589224,0.0,0.40460300296589224,0.313563259769398,0.12412509027924924,4.689115468900742,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,lift_dwell_arc,transition_object,inflight_stable,primvar_lift_dwell_arc_transition_object_3d743a22a4a2__entry_inflight_stable,primvar_lift_dwell_arc_transition_object_3d743a22a4a2,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.497933246828143,0.0,0.497933246828143,0.3305713216770245,0.10629332734778013,6.084364249168244,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,r7_anchor_dry_air;r7_anchor_four_fan_fixed;r7_anchor_single_fan_fixed;r7_random_active_fan_count;r7_random_arena_wide;r7_random_four_fan_parameter;r7_random_local_fan_position;r7_random_single_fan_local,active_fan_count_uncertainty;anchor_dry_air;anchor_fixed_four_fan;anchor_fixed_single_fan;arena_wide_full_randomisation;four_fan_parameter_uncertainty;local_fan_position_uncertainty;single_fan_local_uncertainty,balanced_0_1_2_3_4_for_active_fan_number_variation;balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation;fixed_four_active_fans;fixed_one_active_fan;fixed_zero_active_fans,common_shift;fixed_base_positions;independent_uniform_xy_bounds;no_fan_positions,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
