environment_block_id,launch_speed_bin_id,library_size_case_id,policy_id,history_length,launch_count,open_loop_launch_count,mission_success_rate,open_loop_mission_success_rate,delta_control_minus_open_loop_mission_success_rate,safe_success_rate,open_loop_safe_success_rate,delta_control_minus_open_loop_safe_success_rate,wrong_wall_exit_rate,open_loop_wrong_wall_exit_rate,delta_control_minus_open_loop_wrong_wall_exit_rate,hard_failure_rate,open_loop_hard_failure_rate,delta_control_minus_open_loop_hard_failure_rate,mean_launch_score,open_loop_mean_launch_score,delta_control_minus_open_loop_mean_launch_score,median_launch_score,open_loop_median_launch_score,delta_control_minus_open_loop_median_launch_score,mean_terminal_specific_energy_m,open_loop_mean_terminal_specific_energy_m,delta_control_minus_open_loop_mean_terminal_specific_energy_m
r11_l4_local_fan_position_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.23402312554822,110.17476213123214,14.059260994316077,124.23402312554822,110.17476213123214,14.059260994316077,1.4174762131232144,1.4174762131232144,0.0
r11_l2_four_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.01957586928475,120.0,22.01957586928475,142.01957586928475,120.0,22.01957586928475,2.941858746571954,2.941858746571954,0.0
r11_l1_single_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3462000110215,120.0,13.346200011021494,133.3462000110215,120.0,13.346200011021494,3.22527783582014,3.22527783582014,0.0
r11_l1_single_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.41782430642,118.63831833863875,14.779505967781233,133.41782430642,118.63831833863875,14.779505967781233,2.263831833863876,2.263831833863876,0.0
r11_l4_local_fan_position_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.2576733834154,120.0,8.257673383415408,128.2576733834154,120.0,8.257673383415408,3.047937533590158,3.047937533590158,0.0
r11_l5_active_fan_count_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,2.8772947362791523,2.8772947362791523,0.0
r11_l0_dry_air_fixed,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,2.8772947362791523,2.8772947362791523,0.0
r11_l2_four_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.30544055917505,119.53421989446326,20.77122066471179,140.30544055917505,119.53421989446326,20.77122066471179,2.3534219894463257,2.3534219894463257,0.0
r11_l0_dry_air_fixed,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-100.0,-80.0,-20.0,-100.0,-80.0,-20.0,2.09481649372446,2.0948164937244598,4.440892098500626e-16
r11_l3_fan_parameter_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.2702002210376,120.0,8.270200221037612,128.2702002210376,120.0,8.270200221037612,2.993207684181943,2.993207684181943,0.0
r11_l7_full_domain_randomisation_arena_wide,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,2.7588697958502166,2.7588697958502166,0.0
