cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role,governor_package_status
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_002812,fg_20260523_four_fan_branch_W1_002812__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,-0.3923452115456012,0.11596308047,6.971142530620956,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002657,fg_20260523_four_fan_branch_W1_002657__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,-0.2653369025861742,0.0991665021800001,5.689563114200253,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_000232,fg_20260523_four_fan_branch_W1_000232__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,-0.3962351085153335,0.0876338861700001,7.0217189018274855,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,accepted,mild_coordinated_turn_left,0.0,-0.3833711450180899,0.1277239883100001,6.869862223553926,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_002812,fg_20260523_four_fan_branch_W1_002812__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,-0.3915086587565675,0.11596308047,6.969274453929386,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002657,fg_20260523_four_fan_branch_W1_002657__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,-0.2639331945803782,0.0991665021800001,5.700971682914604,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_000232,fg_20260523_four_fan_branch_W1_000232__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,-0.3952951515833844,0.0876338861700001,7.020144608466812,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,local_robustness_shell,accepted,mild_coordinated_turn_right,0.0,-0.384145784971122,0.1277239883100001,6.843082491673768,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_003894,fg_20260523_four_fan_branch_W1_003894__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,accepted,recovery,0.0,-0.2684429193297371,0.04781943677,5.885464645871228,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002133,fg_20260523_four_fan_branch_W1_002133__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,accepted,recovery,0.0,-0.5066886177209025,0.03237278554,7.625454507144705,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_001192,fg_20260523_four_fan_branch_W1_001192__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,accepted,recovery,0.0,-0.4383412206301722,0.1219897890100001,7.280047734738154,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_007459,fg_20260523_four_fan_branch_W1_007459__W0__recovery,four_fan_branch,W0,nominal,local_robustness_shell,accepted,recovery,0.0,-0.2627793024226896,0.1006715286299999,5.555355037028097,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000201,fg_20260523_four_fan_branch_W1_000201__W1__energy_retaining_bank,four_fan_branch,W1,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.1163433614307241,0.09172486513,6.607482761523852,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002049,fg_20260523_four_fan_branch_W1_002049__W1__energy_retaining_bank,four_fan_branch,W1,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,0.0642226294434005,0.0840100837799999,7.621775561307063,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_004799,fg_20260523_four_fan_branch_W1_004799__W1__energy_retaining_bank,four_fan_branch,W1,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.0176658908354081,0.0760996502299999,4.319095901302911,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W1__energy_retaining_bank,four_fan_branch,W1,nominal,local_robustness_shell,accepted,energy_retaining_bank,0.0,-0.0141937453058407,0.1277239883100001,6.687236036080942,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=glide|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006074,fg_20260523_four_fan_branch_W1_006074__W1__glide,four_fan_branch,W1,nominal,local_robustness_shell,accepted,glide,0.0,-0.0257522213893874,0.3247147595199999,6.422728706580702,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000201,fg_20260523_four_fan_branch_W1_000201__W1__lift_dwell_arc,four_fan_branch,W1,nominal,launch_gate_main,accepted,lift_dwell_arc,0.6,-0.1163433614307241,0.09172486513,6.607482761523852,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002049,fg_20260523_four_fan_branch_W1_002049__W1__lift_dwell_arc,four_fan_branch,W1,nominal,launch_gate_main,accepted,lift_dwell_arc,0.6,0.0642226294434005,0.0840100837799999,7.621775561307063,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_004799,fg_20260523_four_fan_branch_W1_004799__W1__lift_dwell_arc,four_fan_branch,W1,nominal,launch_gate_main,accepted,lift_dwell_arc,0.6,-0.0176658908354081,0.0760996502299999,4.319095901302911,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W1__lift_dwell_arc,four_fan_branch,W1,nominal,local_robustness_shell,accepted,lift_dwell_arc,0.6,-0.0141937453058407,0.1277239883100001,6.687236036080942,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006074,fg_20260523_four_fan_branch_W1_006074__W1__lift_entry,four_fan_branch,W1,nominal,local_robustness_shell,accepted,lift_entry,0.6,-0.0257522213893874,0.3247147595199999,6.422728706580702,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000201,fg_20260523_four_fan_branch_W1_000201__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,-0.1174020799205477,0.09172486513,6.596789252656734,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002049,fg_20260523_four_fan_branch_W1_002049__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,0.0877311654311245,0.0840100837799999,7.650864897950626,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_004799,fg_20260523_four_fan_branch_W1_004799__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_left,0.0,-0.0061651375495634,0.0760996502299999,4.326146551872388,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,local_robustness_shell,accepted,mild_coordinated_turn_left,0.0,-0.0328034899948193,0.1277239883100001,6.733543309347545,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000201,fg_20260523_four_fan_branch_W1_000201__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,-0.1163433614307241,0.09172486513,6.607482761523852,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002049,fg_20260523_four_fan_branch_W1_002049__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,0.0642226294434005,0.0840100837799999,7.621775561307063,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_004799,fg_20260523_four_fan_branch_W1_004799__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,launch_gate_main,accepted,mild_coordinated_turn_right,0.0,-0.0176658908354081,0.0760996502299999,4.319095901302911,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006094,fg_20260523_four_fan_branch_W1_006094__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,local_robustness_shell,accepted,mild_coordinated_turn_right,0.0,-0.0141937453058407,0.1277239883100001,6.687236036080942,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_003396,fg_20260523_four_fan_branch_W1_003396__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,-0.1106638206225154,0.0262240850999999,6.515807943135249,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002360,fg_20260523_four_fan_branch_W1_002360__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,-0.2029313211001575,0.05588742168,5.7193280507632425,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_004986,fg_20260523_four_fan_branch_W1_004986__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,-0.0001456678231583,0.1141990665900001,5.420984887410179,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c03,fg_20260523_four_fan_branch_W1_003065,fg_20260523_four_fan_branch_W1_003065__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,-0.1627388491859696,0.01501394314,4.406513611694626,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c04,fg_20260523_four_fan_branch_W1_004746,fg_20260523_four_fan_branch_W1_004746__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,-0.0439814807060621,0.0898578163400001,4.339333180898221,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_006480,fg_20260523_four_fan_branch_W1_006480__W1__recovery,four_fan_branch,W1,nominal,local_robustness_shell,accepted,recovery,0.0,-0.1291207197002331,0.02793844366,3.886766519239696,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=single_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_single_fan_branch_W1_005927,fg_20260522_single_fan_branch_W1_005927__W0__energy_retaining_bank,single_fan_branch,W0,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.3321735870370168,0.1135139441000001,6.374685698776381,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=single_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260522_single_fan_branch_W1_003096,fg_20260522_single_fan_branch_W1_003096__W0__energy_retaining_bank,single_fan_branch,W0,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.3974291136521906,0.06910173536,7.011736971509715,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
