cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_008319,fg_20260523_four_fan_branch_W1_008319__W0__energy_retaining_bank,four_fan_branch,W0,nominal,diagnostic_broad_only,accepted,energy_retaining_bank,0.0,-0.2466833545472839,0.1255100951100001,5.342479924767133,success,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_008043,fg_20260523_four_fan_branch_W1_008043__W0__energy_retaining_bank,four_fan_branch,W0,nominal,diagnostic_broad_only,rejected,energy_retaining_bank,0.0,0.0,0.8687948589999999,7.44825498894,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_008204,fg_20260523_four_fan_branch_W1_008204__W0__energy_retaining_bank,four_fan_branch,W0,nominal,diagnostic_broad_only,rejected,energy_retaining_bank,0.0,0.0,0.68096808303,4.51359742557,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_008537,fg_20260523_four_fan_branch_W1_008537__W0__energy_retaining_bank,four_fan_branch,W0,nominal,diagnostic_broad_only,rejected,energy_retaining_bank,0.0,0.0,0.5224324925499992,6.10241901679,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_002812,fg_20260523_four_fan_branch_W1_002812__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.3915086587565675,0.11596308047,6.969274453929386,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_002657,fg_20260523_four_fan_branch_W1_002657__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.2639331945803782,0.0991665021800001,5.700971682914604,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c02,fg_20260523_four_fan_branch_W1_000232,fg_20260523_four_fan_branch_W1_000232__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,accepted,energy_retaining_bank,0.0,-0.3952951515833844,0.0876338861700001,7.020144608466812,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_000774,fg_20260523_four_fan_branch_W1_000774__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,failed,energy_retaining_bank,0.0,-0.3765357859051774,-0.0619147199903625,6.785235429191838,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260523_four_fan_branch_W1_003339,fg_20260523_four_fan_branch_W1_003339__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.1228301256499999,5.84401328657,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c01,fg_20260523_four_fan_branch_W1_003268,fg_20260523_four_fan_branch_W1_003268__W0__energy_retaining_bank,four_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.03134612798,7.17362074137,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
