split,session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,alignment_window_s,alignment_elapsed_s,alignment_sample_count,alignment_method,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.152838,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,1.1848623,1.991774894,2.119856929,1.5452041,4.891540217,0.9083978883,0.2413235681,-0.2793302827,0.02667619762,0.002394779008,1.688372385,-0.9378278878,-6.88907856,5.964769962,2.423937265,0.3870037739,6.336170414,2.606842585,0.5071346613,3.972995068,4.34439552,-0.3714004518,0.304080336,0.4869856557,-0.1829053197,1.158200326,1.038069439,0.1201308874,0.9774978295,0.8761097716,0.1013880579,3.430317689,4.18507217,-0.7547544803,-0.07726395253,13.0923481,-23.1672557,20.87044502,-5.259805108,21.0139448,13.0923481,20.87044502,0.7261293782,0.8669148311,0.6124095972
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1555756,26,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.885,0.9696204,1.961577243,2.19261245,1.341806654,4.44710402,1.360822066,0.6435336779,-0.1812177198,0.4996712422,-0.07399976109,8.338938429,-0.1715199339,-10.74769663,5.200159855,2.289752961,0.3902233441,5.356292741,2.919185543,0.2691094073,3.238582612,3.394715498,-0.1561328861,0.09714051105,0.7265730932,-0.6294325822,0.9515833098,1.072697247,-0.1211139369,0.9813977818,1.106306392,-0.1249086105,3.403362143,3.164653875,0.2387082678,-6.16990999,17.25235211,-8.527037988,15.26420605,6.667815189,33.31309975,17.25235211,15.27129577,0.4023696829,0.8425000554,0.9805487736
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.15479,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.82,0.8654085,1.966016678,2.183767328,1.362197386,4.57434122,-0.05363084934,0.8384562253,0.2502481505,0.3910461529,0.7495028483,2.629857181,-3.545285856,4.00044115,5.144127907,1.701779873,0.3981102432,5.037947696,2.923742652,0.3262467229,3.178111229,3.071931018,0.106180211,-0.4819874546,0.7399753244,-1.221962779,0.9640871428,1.035950663,-0.07186352033,1.114025507,1.197065505,-0.08303999825,3.296497887,2.965325597,0.3311722905,18.1202276,18.78512775,-6.795724909,12.44209599,13.87400101,31.2971807,18.78512775,12.44209599,1.000977911,0.9028906364,0.7495028483
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1502801,22,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.04,1.0726787,1.98532806,2.126562683,1.4415451,4.621525493,1.362726033,1.233499155,-0.4216116192,0.8991807797,0.003766595141,-1.817304577,7.051450579,-13.67337967,5.291228892,2.659176315,0.3903005886,5.267778349,2.209357148,0.3217754134,3.305900832,3.282450288,0.02345054388,0.5326136326,0.08279446581,0.4498191668,1.051244512,1.119769687,-0.06852517522,0.9800180722,1.043900365,-0.0638822932,3.144749671,2.931361981,0.2133876894,17.12836239,9.046823302,-22.34062081,26.83069348,-10.03082926,15.14856948,9.046823302,26.83069348,0.4353068393,0.8991807797,0.7050406048
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1511579,26,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.945,1.0940262,2.06026377,2.208088793,1.354301636,4.572206252,2.255750022,0.8829764067,-0.5796596231,0.3454666791,-0.1950170042,-2.65364668,-3.450454374,-20.45677351,5.983224133,2.985888293,0.3769307208,6.041875566,2.103346147,0.1693199845,3.922960363,3.981611796,-0.05865143264,0.7777995006,-0.1047426458,0.8825421464,0.9773709151,1.184981651,-0.2076107362,0.8933706661,1.083138275,-0.1897676091,4.013788729,3.360061982,0.6537267474,10.20616197,4.774332223,-15.01093696,22.235997,-8.493367821,8.184268957,11.71919197,22.235997,0.7335197497,0.7276058683,1.01787726
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1536071,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.06,1.1225763,2.050834502,2.169790599,1.403606531,4.87162636,1.305018182,0.774342429,-0.1149600542,0.6043202099,0.208265903,5.959551512,2.662493149,-8.23676696,5.810377701,2.131646367,0.3967101877,5.56932434,3.375468505,0.2578463827,3.759543199,3.518489838,0.2410533608,-0.03814423231,1.205677907,-1.243822139,1.006896343,1.145760148,-0.138863805,0.896951364,1.020652359,-0.1237009948,3.733793675,3.070878179,0.6629154965,-6.834150709,30.20024401,-16.80718415,12.17587941,8.644473117,56.18523268,30.20024401,18.25504333,0.3783395261,1.096772201,1.104309861
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1535954,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.88,0.940432,1.935771699,2.197181748,1.360702527,4.376758364,1.001010742,0.7724423646,-0.09513098698,0.5142826635,0.1510633688,4.747301786,0.6857570581,-8.191425048,5.094107921,2.260514362,0.3903843011,5.072353349,2.822403981,0.2951629031,3.158336222,3.13658165,0.02175457184,0.06333261422,0.6252222335,-0.5618896192,0.9703182261,1.065539624,-0.09522139805,1.031779253,1.133032079,-0.1012528264,3.254948879,2.943655571,0.3112933083,-2.841553181,18.7230664,-14.38291376,15.0506165,4.391044899,33.30847003,18.7230664,15.11183674,0.1867181036,0.8791052693,0.8454505736
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1517276,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.98,1.0429308,1.993317337,2.198775095,1.337730182,4.576100592,1.474700207,1.332312236,-0.1960786739,1.049789649,-0.1172391303,-3.162048086,7.779681942,-13.09929181,5.311817352,2.917567509,0.3922195312,5.158657744,2.362786025,0.2673507311,3.318500015,3.165340407,0.1531596083,0.7187924135,0.1640109299,0.5547814836,0.9455106507,1.070379451,-0.1248688001,0.906590016,1.026318765,-0.1197287491,3.509743664,2.957213355,0.5525303085,6.889521886,7.930596922,-21.41081304,27.97955333,-15.78095515,15.62640373,7.930596922,27.97955333,0.3839555567,1.049789649,0.6855597208
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1569884,21,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.075,1.1113139,2.019933071,2.137524036,1.592119748,4.418212531,0.9999447888,1.134016121,-0.2544000408,1.059502107,0.2737740456,3.70442437,17.24708735,-7.518861081,4.914629739,2.345234497,0.3918342068,4.614204593,2.869344191,0.2919612842,2.894696668,2.594271522,0.3004251462,0.2077104613,0.7318201551,-0.5241096938,1.200285541,1.300158464,-0.09987292259,1.080059866,1.169929094,-0.0898692283,2.411673362,1.995350254,0.4163231085,1.988866747,21.94341082,-29.75277501,25.14944161,-2.324411962,44.44209637,23.0700908,28.28262746,0.410006944,1.059502107,0.856722888
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1515644,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.15,1.1510973,2.024727658,2.118218041,1.421078053,4.816528856,1.650782425,0.3957877513,-0.6101513825,-0.0231166011,-0.2276994823,1.13674337,-5.918841126,-16.57441202,6.13345902,2.311217882,0.3965026532,6.603961789,2.125471747,0.3916939144,4.108731363,4.579234131,-0.4705027682,0.1929998414,0.007253706191,0.1857461352,1.0245754,1.029384139,-0.004808738766,0.8900858339,0.8942633598,-0.004177525884,4.010179594,4.448518252,-0.4383386581,19.58903227,11.89019584,-8.384625717,22.07116799,5.674332016,11.78876251,11.89019584,22.07116799,0.9863553293,1.013725585,0.9142864372
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1555052,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.89,1.0094853,2.039537165,2.223878553,1.271369286,4.600277366,1.982315015,1.251126271,-0.7722313519,0.833750671,-0.2794697344,-3.671920865,1.126806138,-18.26511779,5.539664805,3.27614627,0.3900794495,5.544006671,2.058166367,0.2003657424,3.50012764,3.504469505,-0.00434186566,1.052267716,-0.1657121866,1.217979903,0.8812898361,1.071003543,-0.1897137071,0.873009083,1.060940207,-0.187931124,3.971596513,3.272136239,0.6994602742,17.27391596,0.2845070319,-20.9514875,23.86518613,-19.60289384,2.336924274,13.17338815,23.86518613,0.8407177236,0.833750671,0.7743888893
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1533141,24,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.92,1.0825699,2.101485667,2.107967923,1.230292644,4.845510789,1.883072472,1.132041798,-0.4507826061,1.003030277,-0.4183917275,2.414471982,1.683117005,-18.34144042,5.739204812,2.607122408,0.3998240553,5.81482979,2.219687405,0.1290446037,3.637719146,3.713344123,-0.0756249777,0.4991544847,0.1117194819,0.3874350028,0.8304685885,1.10124804,-0.2707794516,0.7671269897,1.017253519,-0.2501265291,4.380321178,3.371941641,1.008379537,19.05047602,10.4130526,-11.58975375,24.96741719,0.2663080916,16.75567065,10.4130526,24.96741719,0.6787655996,1.07023372,0.8823641853
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1561445,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.175,1.2022338,2.176408498,2.066301364,1.418540685,5.304023416,1.20820443,1.314565946,-0.434774278,1.318882538,-0.2380016388,3.222968956,12.66164741,-11.82871742,5.780607423,2.120734157,0.3886503037,5.532688528,2.363401565,0.3208260284,3.604198926,3.35628003,0.2479188953,0.05443279218,0.297100201,-0.2426674088,1.029890381,1.097714657,-0.06782427532,0.8566473355,0.913062548,-0.05641521252,3.499594705,3.057515912,0.4420787926,27.9874181,16.30255822,-25.85850117,31.73468624,12.44473172,26.95907812,16.74571257,31.9518812,0.5883377099,1.326944208,0.696248816
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v026,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1502805,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.99,1.3110382,2.143341395,2.035286463,1.215265638,6.115037994,0.3911104524,1.007570436,-0.3255183536,0.9205217185,0.7017060206,1.027654852,0.4682124127,-2.763579271,6.604973652,1.468865259,0.4837100367,7.295205804,2.367217297,0.6790917163,4.461632257,5.151864409,-0.690232152,-0.5664212039,0.331930834,-0.8983520379,0.7315556011,0.5361739215,0.1953816796,0.5579971667,0.4089689541,0.1490282126,6.098828648,9.608569539,-3.509740891,-16.82314097,1.982821946,-19.31603654,29.98952039,12.21085402,6.307061322,3.847853211,29.98952039,0.3255183536,0.9205217185,0.7097213805
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v027,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1527072,26,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.075,1.1701059,2.035552575,2.127474123,1.426574998,4.793806607,1.042531028,1.116472831,-0.3875287979,1.064061079,0.2339556475,2.731665172,11.52664022,-8.265118347,5.40855848,2.267371651,0.396636432,5.112312631,2.759249917,0.1462985349,3.373005905,3.076760056,0.2962458486,0.1398975273,0.6317757932,-0.4918782658,1.029938566,1.280276463,-0.2503378971,0.8802097024,1.094154352,-0.2139446499,3.274958348,2.403199734,0.8717586136,3.481018347,20.0881838,-10.99486973,25.6613477,1.802550611,39.6268812,20.639619,26.61956134,0.3875287979,1.119119152,0.7603469271
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v028,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1540735,26,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.08,1.2506481,2.126092353,2.190235568,1.271174548,5.374550084,1.422275545,1.196742708,-0.1507767229,1.138715567,0.01177886914,3.362230253,6.183867142,-8.105226049,6.113026733,2.542069401,0.3895156446,5.733791164,3.550661745,-0.02937324178,3.98693438,3.60769881,0.379235569,0.351833833,1.360426177,-1.008592344,0.881658903,1.300547789,-0.4188888864,0.7049616139,1.039899065,-0.3349374508,4.522082594,2.77398404,1.748098555,14.36080793,31.31204853,-18.63621887,12.62589896,-2.167759568,64.59539875,31.41853899,22.72993622,0.3328968338,1.341229942,1.261379635
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v029,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1556557,24,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,front_wall,none_before_actual_remaining_duration,,1.1949534,2.262592654,2.124830579,1.166723363,6.361353139,0.5279491098,1.124805439,-0.2884992885,1.071134925,0.5180644803,5.426710037,0.3627219098,-1.945786832,6.602842074,1.463492553,0.8289792968,6.282672977,3.097459469,0.5337416225,4.34024942,4.020080323,0.3201690966,-0.6613380258,0.9726288903,-1.633966916,0.3377440666,0.6329817409,-0.2952376743,0.2826420399,0.5297124899,-0.24707045,12.85070516,6.351020991,6.499684172,-13.08580495,25.53516074,-10.59246846,32.88669965,20.23783066,41.47014234,25.94958726,34.41736211,0.6180226049,1.785514882,0.5991164305
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v030,neutral,0,0,0,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1510646,24,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.115,1.2327669,2.079654211,2.190627529,1.412051263,5.340138581,1.200550192,0.898578144,0.1876107791,1.004352392,0.06187613396,9.030416002,5.402507287,-6.381386483,6.402290767,1.8152644,0.3992006359,5.522129389,3.854241734,0.07611016852,4.322636555,3.442475177,0.8801613781,-0.3753631291,1.663614205,-2.038977334,1.012850627,1.335941095,-0.3230904674,0.8216075783,1.08369319,-0.262085612,4.267792742,2.576816591,1.690976151,-2.773240509,36.2008582,-26.44553703,3.765608705,11.00727344,74.56504593,36.4456725,22.79781283,0.2413969787,1.470034098,1.592168468
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p2,aileron pulse -0.2,v001,delta_a,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1537717,23,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.96,1.0896588,1.946598025,2.096199895,1.398705714,4.387217746,1.150816745,1.080935555,-0.09103552201,0.8917198514,-0.1008203046,-0.736630679,6.698100319,-10.7297363,4.998344519,2.512642218,0.3965572963,5.075005265,2.268255905,0.1267787926,3.051746494,3.12840724,-0.07666074575,0.4164423227,0.1720560099,0.2443863128,1.002148418,1.271926921,-0.2697785037,0.9196901062,1.16727082,-0.247580714,3.045204124,2.459580962,0.5856231627,5.101125852,12.27566557,-7.814955991,25.46863917,-18.3980918,26.18879448,12.27566557,25.46863917,0.3704442012,0.9100077809,0.7702771333
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p2,aileron pulse -0.2,v002,delta_a,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1542339,22,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,0.9419447,1.95755424,2.196554874,1.406804343,4.240774512,1.552114069,0.9978488676,-0.298809233,0.7891463379,-0.2642922129,1.592016087,6.045299101,-13.62787702,4.810268186,2.807929119,0.3887151646,4.908184016,2.469255395,0.403416059,2.852713946,2.950629776,-0.09791583047,0.6113742456,0.2727005209,0.3386737247,1.018089178,1.003388284,0.01470089441,1.080837525,1.065230564,0.01560696122,2.80202757,2.940665965,-0.1386383957,-1.44193172,7.871961099,-12.21725693,24.70815886,-18.69960069,21.09672406,7.871961099,24.70815886,0.5521645464,0.8335632866,0.9009153643
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p2,aileron pulse -0.2,v003,delta_a,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.153757,21,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.895,0.9083017,1.895523783,2.122199073,1.428469356,3.90259602,0.8790301878,1.114507393,-0.221593703,1.048864135,-0.149306517,3.186742006,12.26485379,-8.843479534,4.374221405,2.448902782,0.3805765867,4.260794092,2.362759032,0.3619166781,2.478697622,2.365270309,0.113427313,0.3267037095,0.2405599594,0.08614375014,1.047892769,1.066552678,-0.01865990858,1.153683594,1.174227328,-0.02054373407,2.365411514,2.217677906,0.1477336083,-2.341087236,9.811072505,-17.10888713,27.35864217,-10.71816626,21.56856277,9.811072505,27.35864217,0.3484759282,1.048864135,0.7359371155
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p4,aileron pulse -0.4,v001,delta_a,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1522456,20,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,0.9410577,1.94637062,2.037429968,1.448487977,4.365101073,0.01047201503,1.057903651,-0.179366283,0.7739487036,0.4633321633,1.19873924,7.638052025,1.221464248,4.920593215,1.687110698,0.3806412048,4.7907233,2.095779268,0.4396970806,2.974222595,2.84435268,0.1298699147,-0.3503192701,0.0583493001,-0.4086685702,1.067846772,1.008790896,0.05905587578,1.134730391,1.071975604,0.06275478728,2.785252222,2.819566166,-0.0343139442,-1.092541175,7.12015997,-18.83105693,24.08634976,10.54986693,20.00940841,7.12015997,24.08634976,0.2545939862,0.8101614217,0.4633321633
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p4,aileron pulse -0.4,v002,delta_a,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.152524,26,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.755,0.943491,1.911971154,2.147991698,1.366734005,4.213577307,1.699003935,0.40362658,-0.1169331831,-0.1321645975,-0.1580422959,5.94376103,-6.460038351,-14.872095,5.053792092,2.476628543,0.3959932726,5.616786129,2.588928737,0.1615739544,3.141820938,3.704814975,-0.562994037,0.3286368448,0.4409370391,-0.1123001943,0.9707407322,1.20516005,-0.2344193182,1.028881815,1.277341332,-0.248459517,3.236519118,3.074126938,0.16239218,-8.145323272,14.24027272,-13.6553838,12.28198543,-0.9970483754,34.69281244,14.24027272,12.28198543,0.5933345555,0.6456635655,1.529981185
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p4,aileron pulse -0.4,v003,delta_a,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1953943,14,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.72,1.0387463,1.700798937,2.059295491,1.516807261,2.44996996,0.5156774295,0.3688058721,-0.1519669454,0.1865370033,0.07995454814,3.517651952,4.401984778,-7.013837437,4.892073514,2.01505487,0.3875730435,3.671626886,2.278356182,-0.3181958175,3.191274577,1.970827949,1.220446628,-0.04424062094,0.2190606904,-0.2633013114,1.129234218,1.835003079,-0.7057688609,1.087112626,1.766555586,-0.6794429602,2.826051962,1.074018879,1.752033084,0.2721893256,8.90799634,-16.08789882,14.08038673,-3.154586956,29.3868933,8.90799634,14.08038673,0.2890271054,0.227675161,0.7888506098
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p6,aileron pulse -0.6,v001,delta_a,-0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1545729,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.965,0.9819468,1.912135833,2.100247829,1.476384954,4.120862346,1.137650596,0.8679951013,0.2265852927,0.8325158844,-0.05565581696,10.3923357,13.25397395,-8.862632487,4.453911515,1.905460204,0.394351867,4.529887479,2.958619856,0.352662896,2.541775682,2.617751646,-0.07597596399,-0.1947876245,0.8583720271,-1.053159652,1.082033087,1.123722058,-0.04168897093,1.101926384,1.144381811,-0.04245542725,2.349073899,2.329536586,0.01953731294,-34.10347009,26.90534602,-7.382173787,13.34348739,11.52788734,60.14659055,26.90534602,22.26719342,0.717453734,0.9200410308,1.572093873
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_neg0p6,aileron pulse -0.6,v002,delta_a,-0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.15,0.1552913,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.875,0.9636588,2.008402681,2.220374504,1.327727515,4.168085102,1.97213803,1.245637217,-0.5042614517,1.026637682,-0.5865719174,-3.090672692,7.097562721,-20.1945238,4.844095031,3.2150575,0.3903405176,4.882208489,2.038879276,0.2081432839,2.83569235,2.873805807,-0.03811345763,0.9946829961,-0.1814952274,1.176178223,0.9373869972,1.119584231,-0.1821972337,0.9727374432,1.161805642,-0.1890681989,3.025103141,2.566850915,0.4582522263,-0.5702058009,4.391162709,-17.14414102,31.34550639,-34.16213597,19.56826953,18.93945155,31.34550639,0.9349385792,1.026637682,1.214212331
