session_label,calibration_profile_hash,termination_group,throw_id,x0_m,y0_m,z0_m,launch_x_offset_m,launch_y_offset_m,launch_z_offset_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,speed0_m_s,horizontal_speed0_m_s,flight_path_angle_proxy0_deg,sideslip_proxy0_deg,termination_reason,duration_s,dx_m,dy_m,altitude_loss_m,sink_rate_m_s,glide_ratio_x_over_altloss
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.285311079,2.06350974,1.463167711,-0.01468892075,0.06350974029,-0.08683228911,4.697187463,0.8775195243,0.3391128511,0.06544531043,1.073571527,-0.27784637,4.251160179,0.8577587607,-7.803660683,4.790470552,4.778452739,-4.059308787,10.5819062,exit_gate_floor,1.2519314,3.803833222,0.2499126671,1.068987274,0.8538704869,3.558352203
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.254813191,2.044968522,1.529869801,-0.04518680945,0.04496852195,-0.02013019889,5.138729234,-0.09633500081,0.0216305922,-0.1785194068,-0.1019784273,0.4424095065,1.786985989,-3.496430434,0.218445146,5.139677661,5.139632144,-0.2411328845,-1.073989744,exit_gate_floor,1.2524079,4.719429175,-0.4376374482,1.131331378,0.9033250094,4.171571006
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.258863183,2.137341626,1.480763968,-0.04113681658,0.1373416259,-0.06923603239,4.742414437,1.299848742,0.3170297971,-0.425986355,0.3580296066,-0.246994123,4.904120126,-0.6692947075,-8.823381165,4.927535828,4.917326657,-3.688867042,15.32777077,exit_gate_floor,1.2114839,3.759495534,0.4463212043,1.083662311,0.8944917148,3.469250057
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.247692545,2.09513044,1.530824954,-0.05230745476,0.09513043964,-0.01917504611,4.494590468,0.6907888539,0.06980989941,0.01726431045,-0.4172671922,0.2421405251,3.746525235,-3.27142177,-5.069672897,4.547901289,4.54736547,-0.8795199014,8.73761182,exit_gate_floor,1.1374977,3.890025123,-0.1379819383,1.131577104,0.99479507,3.43770222
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.299225833,2.083465092,1.436397904,-0.0007741673897,0.08346509208,-0.1136020957,5.021792956,0.7183660693,-0.04370655486,-0.2310371976,-0.3691910699,0.2613765654,6.752064068,-6.403963312,-2.327906141,5.073102066,5.072913788,0.4936293569,8.140915165,exit_gate_floor,1.1585335,4.628776556,-0.04635171501,1.040540027,0.8981527306,4.44843681
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.293539592,2.02136556,1.511368997,-0.00646040822,0.02136556043,-0.03863100269,4.67490405,0.6429491671,0.1284252216,-0.04258682483,0.6237130107,-0.03378460254,5.652466049,2.370052968,-5.562858298,4.720657215,4.718909991,-1.558920887,7.830879114,exit_gate_floor,1.1908102,4.071620484,0.05543283796,1.118722033,0.9394629241,3.639528288
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.260076029,2.072317874,1.517557933,-0.03992397131,0.07231787423,-0.03244206693,4.490360616,1.067307342,-0.11789887,-0.06543834,0.5483783888,-0.3880551598,5.453509171,1.968666609,-8.202232337,4.616966923,4.615461344,1.463264118,13.37044477,exit_gate_floor,1.2017935,3.749808234,0.4222832768,1.119212242,0.9312849857,3.350399586
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.303767542,2.055908966,1.31766586,0.003767541524,0.05590896621,-0.2323341397,5.418780123,0.5512747869,0.4543792594,-0.1652832071,0.7028515249,0.00429841762,6.897433827,-3.849368837,-4.724201966,5.46566944,5.446749665,-4.768692159,5.808949748,exit_gate_floor,1.2570107,4.347550376,-0.3202419268,0.9333990265,0.7425545594,4.657761849
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.267491985,2.066325478,1.467787342,-0.03250801537,0.06632547783,-0.08221265781,4.942235927,0.5160360456,-0.07450186081,-0.1107942981,0.3329476737,0.5114116599,2.855109728,-6.370871726,-4.355110427,4.969661929,4.969103456,0.8589723319,5.960852189,exit_gate_floor,1.2065446,4.589742255,-0.289773656,1.073745707,0.8899345343,4.274515117
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.251760077,2.016635842,1.493224738,-0.04823992327,0.01663584165,-0.05677526172,4.817986057,0.7187882115,-0.08295476456,-0.01658059349,0.2319992187,-0.5510585844,5.66660494,-1.512191885,-6.721111798,4.87201474,4.871308463,0.9756102638,8.485288956,exit_gate_floor,1.2571187,4.117218009,0.3859260005,1.093470927,0.8698231337,3.765274327
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.276939377,2.110160186,1.425136632,-0.02306062252,0.1101601863,-0.1248633684,4.904595107,1.046279321,0.6439196092,-0.3614978781,0.976674355,0.5861105622,3.61072161,2.057416285,-6.940326805,5.056123618,5.014952999,-7.316740044,12.04219187,exit_gate_floor,1.1876685,3.727154729,-0.1580797165,1.025951497,0.8638365816,3.632876154
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.291436142,2.064273647,1.410781511,-0.008563857775,0.06427364684,-0.1392184889,4.471222418,1.135933256,0.5437898223,-0.2441119197,0.5396791571,-0.436632622,6.721051825,0.8423937542,-10.0065433,4.645199849,4.613260698,-6.722739279,14.25466365,exit_gate_floor,1.0298438,3.230728828,0.4993747439,1.014117157,0.9847290989,3.185755024
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.283502648,2.051840531,1.432183255,-0.01649735228,0.05184053118,-0.117816745,4.489663628,0.4674782564,0.7606587999,-0.4392488913,0.9574840546,0.57327957,-1.28075996,5.182503071,-2.832456969,4.577577659,4.51393569,-9.565243417,5.94440074,exit_gate_floor,1.0858514,2.958806308,-0.01378528037,1.033183886,0.9514965735,2.863775119
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.267941995,2.062654212,1.438919651,-0.03205800479,0.06265421209,-0.1110803486,4.411701793,0.7004975925,0.3997587081,-0.3203439636,0.5849323871,-0.2944482504,3.403909744,0.3975033895,-7.360971834,4.484820689,4.466968725,-5.113900315,9.022203968,exit_gate_floor,1.1263639,3.466001597,0.1691234488,1.047733411,0.9301908651,3.308094943
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.250475515,2.097923658,1.420139764,-0.049524485,0.09792365787,-0.1298602362,4.380224169,1.049416003,0.376928596,-0.3632788944,0.6266055345,-0.0920879888,4.808197371,-2.240876867,-8.220960464,4.519923991,4.504180027,-4.783604304,13.47300096,exit_gate_floor,1.0410685,3.482753239,0.2999890708,1.025592464,0.9851344688,3.395845194
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.26464482,2.106926383,1.436764885,-0.03535517975,0.1069263829,-0.1132351146,4.365160373,0.8398572429,0.1389002226,0.07873554184,0.8206621498,-0.3891417932,6.626554586,-3.585385517,-6.944771267,4.447390082,4.445220498,-1.789744267,10.89063209,exit_gate_floor,1.0643914,3.557313314,0.236926558,1.044480602,0.981293725,3.405820374
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.259233287,2.112963884,1.375898695,-0.04076671261,0.1129638836,-0.1741013048,5.292102336,0.7419507388,0.4527058685,-0.2808087134,0.8795052403,0.4880340139,1.780938496,-2.19225741,-4.262296838,5.363001085,5.343859844,-4.842258688,7.980827631,exit_gate_floor,1.2674747,4.502935092,0.04642339316,0.9790652633,0.7724534961,4.599218521
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.249009248,2.069257581,1.484571655,-0.05099075232,0.06925758059,-0.0654283449,4.722045854,1.131892551,0.5062868124,0.02146190647,0.9550595381,0.2433994897,2.943853236,5.049238668,-8.877568741,4.882133154,4.855810725,-5.952386497,13.47968796,exit_gate_floor,1.2634854,3.266363657,-0.01925254776,1.088346255,0.8613841164,3.001217344
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.289372594,2.078661853,1.442104035,-0.01062740598,0.07866185327,-0.1078959648,5.215086616,0.8022228906,0.4150939786,-0.3577283059,1.032322551,0.8011153576,3.739099695,0.7593114522,-3.860028294,5.292730202,5.276427767,-4.498166519,8.745109106,exit_gate_floor,1.326357,3.860737022,-0.4751366101,1.044938219,0.7878257655,3.694703622
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.274131729,1.974107827,1.491143727,-0.02586827092,-0.02589217303,-0.0588562727,4.8308249,-0.3076527589,0.6486768064,-0.2692361822,0.7824839378,0.8770526296,6.520127244,4.764192903,4.045647228,4.883881759,4.840611473,-7.632575518,-3.643980456,exit_gate_floor,1.2004797,3.500747738,-1.184907373,1.111753943,0.926091414,3.148851201
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.276796199,2.140665182,1.488320417,-0.02320380091,0.1406651818,-0.06167958259,4.637479108,1.154489946,0.1551867317,-0.1926227887,0.8053093837,-0.3660939824,9.275494492,1.233726622,-8.210021097,4.781541847,4.779022862,-1.859882601,13.97948589,exit_gate_floor,1.2028056,3.578846321,0.2558645267,1.089847669,0.9060879569,3.283804172
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.278878244,2.067147802,1.467624139,-0.02112175585,0.06714780202,-0.0823758606,4.705689379,0.4535279044,-0.03021579335,-0.02643774455,0.2354549575,-0.07119032268,6.950446503,-2.036499212,-3.472696967,4.727590622,4.72749406,0.3662011707,5.505085571,exit_gate_floor,1.1302481,3.999244645,-0.04548905179,1.077423482,0.9532628119,3.711859554
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.270047858,2.067475676,1.479482077,-0.02995214228,0.067475676,-0.07051792307,4.405715517,1.313995329,-0.1252166363,-0.3640354529,-0.172077805,-0.3421051187,5.378468528,-5.421486821,-10.90135568,4.599194728,4.597489852,1.560114723,16.60709999,exit_gate_floor,1.1293088,3.992493643,0.5069128291,1.085955687,0.9616109315,3.676479336
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.269826112,2.106133334,1.443761043,-0.03017388783,0.1061333338,-0.1062389573,4.658139131,0.8378558232,-0.3514029189,0.5041516222,0.4876053006,-0.0202451385,12.63789429,-4.588246545,-5.096100703,4.745918936,4.732891562,4.246247557,10.19671523,exit_gate_floor,1.1496588,4.148824337,-0.6063947702,1.049296436,0.9127024784,3.953910634
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.424356553,2.120639085,1.455120596,0.1243565531,0.1206390848,-0.09487940416,4.864611154,0.6277626377,0.2663869632,-0.3604126625,0.2314046832,0.06088922894,6.725540881,-2.20032814,-5.077407516,4.912177687,4.904949298,-3.108670052,7.353200469,exit_gate_floor,1.1968422,4.114027753,-0.1152113376,1.065547014,0.8902986657,3.860953764
20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.248402288,2.096039579,1.44786823,-0.05159771166,0.0960395791,-0.1021317704,4.316352317,0.9748245765,-0.2129987781,-0.2132175887,-0.3258302517,-0.3524758221,8.680251778,-7.182322242,-8.225518288,4.430186087,4.425062743,2.75578439,12.72643176,exit_gate_floor,1.0606675,3.812884841,0.1372378538,1.060476782,0.9998201902,3.595443962
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.387590582,2.084074439,1.411710331,0.0875905819,0.08407443873,-0.1382896692,4.895004006,1.09341277,0.4479338612,-0.4276056061,0.3937362687,-0.2036381743,0.09692869873,-2.745882206,-9.923244125,5.035599314,5.015637118,-5.103401899,12.59163588,exit_gate_floor,1.2076013,4.030460631,0.5031519801,1.016132854,0.8414473003,3.966470148
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.394619483,2.126780572,1.427160288,0.09461948312,0.1267805724,-0.1228397123,4.65463356,0.9267177498,0.5612351674,-0.06218974583,0.8321858314,0.08361907997,4.572824062,3.23690382,-6.301229658,4.779058932,4.745989819,-6.744169186,11.26010668,exit_gate_floor,1.1641121,3.360822136,0.05510387315,1.030381361,0.8851221128,3.261726446
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.306950205,2.0521784,1.542201394,0.006950205002,0.05217840007,-0.007798606274,5.32326416,1.036080208,-0.2296252739,0.06997115899,0.5596638308,-0.692128051,8.48653594,-2.941906113,-8.289208879,5.428013567,5.423154388,2.424549283,11.0139227,exit_gate_floor,1.4152049,4.499704775,0.009377733282,1.14786199,0.8110924359,3.920074727
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v004,1.288357525,2.066394265,1.623385874,-0.01164247496,0.0663942648,0.07338587425,4.134006442,0.5412118429,0.009056688794,0.05948601021,0.3595514776,0.7119119024,7.130848916,1.45397786,-6.021560499,4.169292691,4.169282854,-0.1244600681,7.458574771,exit_gate_floor,1.1173261,3.712235108,-0.7405214583,1.365792615,1.222376006,2.718007893
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v005,1.276660263,2.087699064,1.545297502,-0.02333973676,0.08769906377,-0.004702497706,4.457737904,0.8360213168,0.3851600686,-0.366741367,0.2159310334,-0.1148832059,3.458385675,2.035611738,-7.948568445,4.551780656,4.53545575,-4.854027072,10.6220822,exit_gate_floor,1.198366,3.43528459,0.256238478,1.163650617,0.9710310685,2.952161533
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v006,1.273128585,2.171140642,1.506009287,-0.02687141513,0.1711406415,-0.04399071288,4.113563993,1.50113705,0.1191593758,-0.3722286152,-0.159229315,0.06058786477,3.652232558,-4.76792187,-13.93093354,4.38052738,4.378906389,-1.558755601,20.04822504,exit_gate_floor,1.1314294,3.78541551,0.4743528441,1.10940386,0.9805329969,3.412116764
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v007,1.253738193,2.075154204,1.441159927,-0.04626180728,0.07515420443,-0.1088400727,5.321073598,0.5554144898,0.1904873515,0.06624401269,0.5295516748,-0.1258156288,5.619019523,-1.800889749,-3.120705675,5.353372294,5.349982195,-2.039168045,5.958963498,exit_gate_floor,1.3246278,4.467129414,-0.2860893922,1.042877871,0.7872987949,4.283463615
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v008,1.287685221,2.034484483,1.4753626,-0.01231477948,0.03448448349,-0.07463739973,5.042382483,1.300097083,-0.02111999181,-0.05332241217,0.2273255069,-0.6081427387,6.186355342,-2.419402477,-11.00812027,5.20733325,5.207290421,0.2323818457,14.45790449,exit_gate_floor,1.3082291,4.224548126,0.3286718367,1.084841739,0.8292444643,3.894160754
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v009,1.30731241,2.100966154,1.460645863,0.007312409508,0.1009661544,-0.08935413666,5.406999717,1.697787539,0.135347795,-0.3470822619,0.7534202666,-0.5249383496,3.091271156,-0.8682940886,-12.94806774,5.668901788,5.667285811,-1.368094679,17.43218855,exit_gate_floor,1.4271333,4.767318278,0.4503343723,1.167780714,0.8182702444,4.082374559
20260603_143411,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v010,1.359953173,2.07279847,1.534701784,0.05995317277,0.07279846974,-0.01529821601,5.364743185,1.113925436,0.170793906,-0.08699219727,0.8776047804,-0.1124379549,8.283926738,2.378906773,-9.124403858,5.481830888,5.479169583,-1.785416968,11.73011031,exit_gate_floor,1.3841719,4.141949668,-0.1768218141,1.139187378,0.8230100451,3.635880935
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v001,1.268522714,2.187810645,1.479499547,-0.03147728598,0.1878106454,-0.07050045299,5.049429844,1.203979828,-0.08754164002,-0.01959700458,0.2897779191,-0.04241678729,7.157396871,-0.5313480451,-6.884475978,5.191721556,5.19098345,0.9661543211,13.41112315,exit_gate_floor,1.3425809,4.364542037,0.1561954012,1.09760928,0.8175367909,3.976407739
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v002,1.25936336,2.072593734,1.555338119,-0.04063663978,0.07259373353,0.005338119159,4.315100838,1.067904664,0.03750621228,-0.01776646389,0.02134245989,-0.03834824596,5.81386681,1.241196474,-8.870856261,4.445438373,4.44528015,-0.4834108551,13.90031489,exit_gate_floor,1.1842838,3.566562391,0.2144930447,1.161436455,0.9807078803,3.070820083
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v003,1.252419691,2.109737865,1.530171798,-0.04758030888,0.1097378649,-0.01982820183,4.216231361,1.5091322,0.05248190121,-0.3053850999,-0.07499524376,-0.001059249374,7.402156807,-2.262816211,-12.78629195,4.47848649,4.47817897,-0.6714456491,19.69401111,exit_gate_floor,1.1842021,3.61678341,0.3291710532,1.13022787,0.9544214369,3.200047979
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v004,1.304444017,2.13733573,1.501151075,0.004444017202,0.1373357301,-0.04884892471,4.79443993,0.8441260157,0.2675209441,-0.3236803495,0.465010206,0.07563564255,8.365975498,0.8899902194,-6.273983037,4.875527708,4.868182718,-3.145407783,9.985359853,exit_gate_floor,1.2373031,3.767390178,-0.2900759956,1.119623087,0.9048899067,3.36487361
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v005,1.373129639,2.103312007,1.499021489,0.07312963927,0.1033120067,-0.05097851124,5.052194512,0.5643653634,0.3500007973,-0.3284645366,0.5671139781,0.3676175736,5.019632702,1.668543174,-3.867901951,5.095652874,5.083618559,-3.938527733,6.373913646,exit_gate_floor,1.2854652,4.00082031,-0.5085435192,1.140580546,0.8872901,3.507705199
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v006,1.262576888,2.101744452,1.54922542,-0.03742311178,0.1017444519,-0.0007745802495,5.128242234,1.510002251,-0.3219585011,-0.2401219687,0.122403288,-0.6260221186,6.17546427,-0.6859664778,-12.23473474,5.355616909,5.345930715,3.446473615,16.40697588,exit_gate_floor,1.4097533,4.301835096,0.350437325,1.152937912,0.8178295534,3.731194068
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v007,1.255354912,2.130947611,1.495987555,-0.04464508789,0.1309476106,-0.05401244489,5.063036299,1.514917986,-0.4842948124,-0.5128443031,-0.2826827741,-1.060280017,12.55011719,-7.060706377,-12.44146926,5.306962836,5.284819115,5.235896278,16.65778052,exit_gate_floor,1.3424257,4.611786694,0.05976190611,1.096561305,0.8168506494,4.20568068
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v008,1.349234301,2.152493626,1.482938947,0.04923430132,0.1524936257,-0.06706105323,5.245125777,0.9188227,0.3481220952,-0.1568811704,1.076387656,0.1821051863,6.734380609,1.426387549,-6.047013674,5.336362859,5.324995734,-3.740394322,9.936056618,exit_gate_floor,1.3019618,4.095638396,-0.3931315504,1.086628133,0.8346083065,3.769126044
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v009,1.271698869,2.067751592,1.4480527,-0.02830113146,0.06775159241,-0.1019473001,5.236821644,0.4605874789,0.1101981375,0.07728643466,0.8936472249,0.07974813369,6.444544422,-1.407322395,-3.305711144,5.258192216,5.257037355,-1.200859575,5.026328674,exit_gate_floor,1.3192601,4.405059382,-0.4431805705,1.06325826,0.8059504416,4.142981575
20260603_144119,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,floor,v010,1.272335363,2.091744522,1.505843328,-0.02766463654,0.09174452231,-0.04415667195,5.095374017,1.102695346,-0.2767243658,0.3218951139,0.7168119927,-0.6954537913,10.35037455,-1.009965029,-8.578569553,5.220665645,5.213326519,3.038419454,12.21113401,exit_gate_floor,1.3079716,4.41500948,0.1100859729,1.108082506,0.8471762733,3.984368906
