diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,20,0.35,0.5,0.15000000000000002,0.35,0.5,0.15000000000000002,0.0,0.0,0.65,0.2,-10.201037796663536,32.851877230672855,43.05291502733639,2.193342951989113,2.231855489991008
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,20,0.35,0.5,0.15000000000000002,0.35,0.5,0.15000000000000002,0.0,0.0,0.65,0.2,-10.201037796663536,34.85187723067285,45.05291502733638,2.1933429519891137,2.2351467672819223
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,20,0.35,0.5,0.15000000000000002,0.35,0.5,0.15000000000000002,0.0,0.0,0.65,0.2,-10.201037796663536,34.851877230672855,45.05291502733639,2.1933429519891137,2.2351467672819227
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,20,0.35,0.5,0.15000000000000002,0.35,0.5,0.15000000000000002,0.0,0.0,0.65,0.2,-10.201037796663536,34.851877230672855,45.05291502733639,2.1933429519891137,2.2351467672819227
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.5,0.6,0.09999999999999998,0.55,0.6,0.04999999999999993,0.05,0.0,0.45,0.1,20.853358087890694,65.45552327218029,44.60216518428959,2.124223251300981,2.2680810882583833
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.5,0.6,0.09999999999999998,0.55,0.6,0.04999999999999993,0.05,0.0,0.45,0.1,20.853358087890694,65.45575133422187,44.602393246331175,2.124223251300981,2.268115881230875
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.5,0.6,0.09999999999999998,0.55,0.6,0.04999999999999993,0.05,0.0,0.45,0.1,20.853358087890694,65.45575133422187,44.602393246331175,2.124223251300981,2.268115881230875
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.5,0.6,0.09999999999999998,0.55,0.6,0.04999999999999993,0.05,0.0,0.45,0.1,20.853358087890694,65.45575133422184,44.60239324633115,2.124223251300981,2.2681158812308753
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.75,0.85,0.09999999999999998,0.8,0.85,0.04999999999999993,0.05,0.0,0.2,0.0,70.218905893862,117.9046802494772,47.685774355615195,2.4193545329580877,2.5752064749449577
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.75,0.85,0.09999999999999998,0.8,0.85,0.04999999999999993,0.05,0.0,0.2,0.0,70.218905893862,117.91115553777823,47.69224964391623,2.4193545329580877,2.5744844700641845
