event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,11,-1.59630840992144,-1.11022302462516e-16,-1.59630840992144,0,-1.59630840992144,1,
2,1,Aileron_L,0.2,positive_first,positive,outbound,2,11,5.4660578223427,4.80377152567934,0.66228629666336,0,5.4660578223427,1,
3,1,Aileron_L,0.4,positive_first,positive,outbound,3,11,12.7092131313583,10.6230601994553,2.08615293190291,0,12.7092131313583,1,
4,1,Aileron_L,0.6,positive_first,positive,outbound,4,11,16.4494898655404,16.3641270539141,0.0853628116263465,8.16421288412948,8.28527698141094,1,
5,1,Aileron_L,0.8,positive_first,positive,outbound,5,11,19.8706104356481,19.0549917244186,0.815618711229494,16.328425768259,3.54218466738914,1,
6,1,Aileron_L,1,positive_first,positive,outbound,6,11,24.4373141653419,24.5184836722412,-0.0811695068992719,24.4926386523884,-0.0553244870465086,1,
7,1,Aileron_L,0.8,positive_first,positive,return,7,11,19.2734740400711,19.0549917244186,0.218482315652444,16.328425768259,2.94504827181209,1,
8,1,Aileron_L,0.6,positive_first,positive,return,8,11,15.3445503681312,16.3641270539141,-1.01957668578283,8.16421288412948,7.18033748400176,1,
9,1,Aileron_L,0.4,positive_first,positive,return,9,11,8.29751846815609,10.6230601994553,-2.32554173129926,0,8.29751846815609,1,
10,1,Aileron_L,0.2,positive_first,positive,return,10,11,4.06318861923094,4.80377152567934,-0.7405829064484,0,4.06318861923094,1,
11,1,Aileron_L,0,positive_first,positive,return,11,11,-4.1234650593149,-1.11022302462516e-16,-4.1234650593149,0,-4.1234650593149,1,
12,1,Aileron_L,-0,positive_first,negative,outbound,1,11,-3.99555842706993,-1.11022302462516e-16,-3.99555842706993,0,-3.99555842706993,1,
13,1,Aileron_L,-0.2,positive_first,negative,outbound,2,11,-11.1550705041137,-6.73870657119163,-4.41636393292204,0,-11.1550705041137,1,
14,1,Aileron_L,-0.4,positive_first,negative,outbound,3,11,-14.4848553501469,-14.1742556369113,-0.310599713235542,-7.40468282739877,-7.0801725227481,1,
15,1,Aileron_L,-0.6,positive_first,negative,outbound,4,11,-17.8455516895679,-20.0004843175698,2.15493262800196,-14.8093656547975,-3.03618603477035,1,
16,1,Aileron_L,-0.8,positive_first,negative,outbound,5,11,-22.0443414854556,-21.9379151176865,-0.106426367769085,-22.2140484821963,0.169706996740704,1,
17,1,Aileron_L,-1,positive_first,negative,outbound,6,11,-23.8080785358471,-24.0017458205779,0.193667284730822,-24.1954131053088,0.387334569461643,1,
18,1,Aileron_L,-0.8,positive_first,negative,return,7,11,-21.7495517708919,-21.9379151176865,0.188363346794624,-22.2140484821963,0.464496711304413,1,
19,1,Aileron_L,-0.6,positive_first,negative,return,8,11,-18.6323707924445,-20.0004843175698,1.36811352512533,-14.8093656547975,-3.82300513764697,0,unstable_final_window
20,1,Aileron_L,-0.4,positive_first,negative,return,9,11,-15.509394260548,-14.1742556369113,-1.33513862363668,-7.40468282739877,-8.10471143314924,1,
21,1,Aileron_L,-0.2,positive_first,negative,return,10,11,-5.29199876726035,-6.73870657119163,1.44670780393128,0,-5.29199876726035,1,
22,1,Aileron_L,-0,positive_first,negative,return,11,11,1.75020508985643,-1.11022302462516e-16,1.75020508985643,0,1.75020508985643,1,
23,1,Aileron_L,-0,negative_first,negative,outbound,1,11,1.59630840992144,-1.11022302462516e-16,1.59630840992144,0,1.59630840992144,1,
24,1,Aileron_L,-0.2,negative_first,negative,outbound,2,11,-8.18541437512291,-6.73870657119163,-1.44670780393128,0,-8.18541437512291,1,
25,1,Aileron_L,-0.4,negative_first,negative,outbound,3,11,-13.8636559236758,-14.1742556369113,0.31059971323554,-7.40468282739877,-6.45897309627702,1,
26,1,Aileron_L,-0.6,negative_first,negative,outbound,4,11,-22.1554169455718,-20.0004843175698,-2.15493262800197,-14.8093656547975,-7.34605129077427,1,
27,1,Aileron_L,-0.8,negative_first,negative,outbound,5,11,-22.089731133161,-21.9379151176865,-0.151816015474473,-22.2140484821963,0.124317349035316,1,
28,1,Aileron_L,-1,negative_first,negative,outbound,6,11,-24.1954131053088,-24.0017458205779,-0.193667284730822,-24.1954131053088,0,1,
29,1,Aileron_L,-0.8,negative_first,negative,return,7,11,-21.8314887499174,-21.9379151176865,0.106426367769089,-22.2140484821963,0.382559732278878,1,
30,1,Aileron_L,-0.6,negative_first,negative,return,8,11,-19.2381528351498,-20.0004843175698,0.762331482420027,-14.8093656547975,-4.42878718035228,0,unstable_final_window
31,1,Aileron_L,-0.4,negative_first,negative,return,9,11,-13.3554774043501,-14.1742556369113,0.81877823256127,-7.40468282739877,-5.95079457695129,1,
32,1,Aileron_L,-0.2,negative_first,negative,return,10,11,-3.75158940818703,-6.73870657119163,2.9871171630046,0,-3.75158940818703,1,
33,1,Aileron_L,-0,negative_first,negative,return,11,11,2.96947083169542,-1.11022302462516e-16,2.96947083169542,0,2.96947083169542,1,
34,1,Aileron_L,0,negative_first,positive,outbound,1,11,2.31087018479677,-1.11022302462516e-16,2.31087018479677,0,2.31087018479677,1,
35,1,Aileron_L,0.2,negative_first,positive,outbound,2,11,5.95713165788227,4.80377152567934,1.15336013220292,0,5.95713165788227,1,
36,1,Aileron_L,0.4,negative_first,positive,outbound,3,11,10.9591521394033,10.6230601994553,0.336091939947906,0,10.9591521394033,1,
37,1,Aileron_L,0.6,negative_first,positive,outbound,4,11,16.2787642422877,16.3641270539141,-0.0853628116263501,8.16421288412948,8.11455135815825,1,
38,1,Aileron_L,0.8,negative_first,positive,outbound,5,11,17.4550513143757,19.0549917244186,-1.59994041004292,16.328425768259,1.12662554611672,1,
39,1,Aileron_L,1,negative_first,positive,outbound,6,11,24.5996531791405,24.5184836722412,0.0811695068992755,24.4926386523884,0.107014526752039,1,
40,1,Aileron_L,0.8,negative_first,positive,return,7,11,18.8365094087662,19.0549917244186,-0.218482315652448,16.328425768259,2.50808364050719,1,
