t (s),x (m),y (m),ψ (rad),ψ (deg),p (rad/s),ϕ (deg),δ_A_roll (deg)
0.0,0.0,2.5,-0.7089637960117735,-40.620633339048446,0.0,0.0,7.486784261149289e-24
0.04956629328400594,0.19342033477330395,2.334097861120812,-0.7089637960117735,-40.620633339048446,4.702314515742088e-24,0.0,3.8675346227839595
0.09913258656801188,0.3868406695466079,2.1681957222416233,-0.7089637960117735,-40.620633339048446,1.2534678696793427,3.308722458951822e-24,7.360375154409597
0.14869887985201782,0.5802610043199118,2.0022935833624347,-0.7089637960117735,-40.620633339048446,1.1994237584445269,3.5597728038770358,7.709960771235309
0.19826517313602376,0.7736813390932157,1.8363914444832465,-0.703079945756346,-40.283513552125484,1.3638628111383313,6.966063606310647,8.065719829530968
0.2478314664200297,0.9680744635097264,1.6716302270560455,-0.6915237533998942,-39.62139250285945,1.3235665267861514,10.839351355243142,7.917527476302659
0.29739775970403565,1.1643585778422592,1.5091264054111388,-0.6734141829306314,-38.58379054617594,1.3136670943103337,14.598200098115678,7.735359493283328
0.34696405298804156,1.3635532202810967,1.3502036568438867,-0.6487809214293762,-37.172408626511924,1.2639936331725796,18.328935052550822,7.4226466762157886
0.39653034627204753,1.5666018200853968,1.1962354402989785,-0.617448338888742,-35.37718388568829,1.2096461240878602,21.9186003870061,7.05127319495557
0.4460966395560535,1.7743741910630302,1.0487037913322592,-0.5793914590462271,-33.1966852892757,1.1407094373182844,25.35392208850672,6.610831963870993
0.4956629328400594,1.9876093581672285,0.9091842260428307,-0.5345744046795674,-30.628857223857736,1.0631926673384111,28.59346777636727,6.120888077166702
0.5452292261240653,2.2068811753464472,0.7793581278212871,-0.4830213054386349,-27.675082216533216,0.977750852509303,31.61287053412676,5.593079460642279
0.5947955194080713,2.4325516487417436,0.661003647441162,-0.42480556237738215,-24.339565837905425,0.8875360248549682,34.389623714581674,5.045413021131274
0.6443618126920773,2.664726026141483,0.5559798212513392,-0.36006994243135043,-20.6304880308349,0.7954016632421548,36.91017225049911,4.495646129086836
0.6939281059760831,2.903208121654478,0.4661954367057074,-0.28903046193936427,-16.560225619842146,0.7044028728847008,39.16906478173908,3.960934077347233
0.7434943992600891,3.1474615800416466,0.3935649083143029,-0.2119772991042055,-12.145404591253262,0.6172088399974623,41.169526261864014,3.455585884852321
