parameter,value,applied_to_replay,description
attached_cm_bias_coeff,0.02877219601,False,Attached-regime Cm residual. Report-only by default.
transition_cm_bias_coeff,0.1095069025,False,Transition-regime diagnostic only. Transition replay uses the smooth post-stall activation blend.
post_stall_lift_residual_coeff,0.06058858935,True,Positive-AoA whole-aircraft CL residual.
post_stall_drag_residual_coeff,-0.05904210843,True,Positive-AoA whole-aircraft CD residual.
post_stall_pitch_moment_coeff,-0.1189171901,True,Positive-AoA post-stall Cm residual.
post_stall_pitch_damping_coeff,0,False,Positive-AoA Cmq-style residual using q_hat = q c / (2V). Opt-in because it is derivative-sensitive.
