compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,transition_object_id,primitive_id,entry_role,transition_entry_class,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,transition_success_probability,transition_chain_compatible_rate,transition_exit_classes_seen,transition_pairs_seen,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_super_light_cluster_47a716fc68e2,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_3ff3f3ca3c62,primvar_lift_dwell_arc_transition_object_3ff3f3ca3c62__entry_launch_gate,lift_dwell_arc,transition_object,launch_gate,lqrta_lift_dwell_arc_8043f86f990a,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1383268198885126,0.0,0.002,0.0042965023720533,0.7519589280511284,1.551411441931373,1.025,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_b010b8105ac1,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_38f7bf09b054,primvar_lift_dwell_arc_transition_object_38f7bf09b054__entry_launch_gate,lift_dwell_arc,transition_object,launch_gate,lqrta_lift_dwell_arc_fc7d5c96a501,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1383227407529845,0.0,0.002,0.0042965023720533,0.7527762418256069,1.551495452529135,1.105,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_c15c99275402,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_ac1bf8feb2c1,primvar_lift_dwell_arc_transition_object_ac1bf8feb2c1__entry_launch_gate,lift_dwell_arc,transition_object,launch_gate,lqrta_lift_dwell_arc_1dd9a12d5f07,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1381357822917202,0.0,0.002,0.0042965023720533,0.7525337969110261,1.551728123617006,0.95,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_0a2e1958a2e2,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_929a1f743fdf,primvar_lift_dwell_arc_transition_object_929a1f743fdf__entry_launch_gate,lift_dwell_arc,transition_object,launch_gate,lqrta_lift_dwell_arc_d4532d4ce00b,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1383797026024686,0.0,0.002,0.0042965023720533,0.7516178478484968,1.5507170752548742,1.16,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_0560ab61bddb,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_578cebd3a2fc,primvar_lift_dwell_arc_transition_object_578cebd3a2fc__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_dbc856fa58d3,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0062172361344584,0.0,0.0584999999999999,0.4461271891372046,0.5853416366497759,0.7743937881059293,1.14,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_591fa9c1df2b,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_88afe63a1661,primvar_lift_dwell_arc_transition_object_88afe63a1661__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_1ef71964c0e6,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0055539065095379,0.0,0.059,0.4461354960295721,0.5849548487404352,0.7735151240821274,1.0450000000000002,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_6277af51d988,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_a9e55c7719b0,primvar_lift_dwell_arc_transition_object_a9e55c7719b0__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_30360a3cebc0,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0056391936101793,0.0,0.0625,0.4461136279015397,0.5935729434235795,0.7734935314298306,0.97,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_f8f6aaf6b046,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_bf03ce2c6d12,primvar_lift_dwell_arc_transition_object_bf03ce2c6d12__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_e050edc8e709,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0044613682175307,0.0,0.051,0.446170831237811,0.5865808519490572,0.7747763345894243,1.01,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_e441db3eaaf1,super_light_cluster,super-light clustering and merging,primvar_lift_dwell_arc_transition_object_d07ad7436ca9,primvar_lift_dwell_arc_transition_object_d07ad7436ca9__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_00dddeaac68e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.2,0.2,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.2,0.0,0.0,0.0032767619077857,0.0,0.0475,0.4461225958461717,0.5905617591129874,0.7744498963670878,1.0950000000000002,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_b2b8f9452747,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_28b2b3339374,primvar_lift_entry_transition_object_28b2b3339374__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_f49d3cdd681e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.5,0.5,0.05,-0.031088356086618,0.0,0.027,-0.0720795543154659,0.5053036455455923,0.7971669948028199,0.39,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_720ce317116a,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_f62ecbbb2505,primvar_lift_entry_transition_object_f62ecbbb2505__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_b02c3f129743,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0317134789805614,0.0,0.026,-0.0723045143459408,0.5052035510207663,0.7971669948028199,0.5549999999999999,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_533ae9b3014c,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_9fea4470a1a3,primvar_lift_entry_transition_object_9fea4470a1a3__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_dcc8af1842c4,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.45,0.45,0.1,-0.0316610526256481,0.0,0.025,-0.0721310791905089,0.5035361960005611,0.7971669948028199,0.7699999999999999,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_bade2a7a6d46,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_96cf3325eb65,primvar_lift_entry_transition_object_96cf3325eb65__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_8c2e1d027061,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.45,0.45,0.1,-0.0319468935738821,0.0,0.023,-0.0722749982906298,0.5055497624289478,0.7971669948028199,0.795,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_c36a8c0f0d25,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_094d7f3bf267,primvar_lift_entry_transition_object_094d7f3bf267__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_6ce551bf61e2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0319250534335182,0.0,0.0284999999999999,-0.0720066520157862,0.5035373138972034,0.7971669948028199,0.345,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_00fa87ff5edb,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_99bd8ff73972,primvar_lift_entry_transition_object_99bd8ff73972__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_a0108a576734,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.45,0.45,0.1,-0.0324931679490919,0.0,0.018,-0.0720202430198702,0.5038343906565523,0.7971669948028199,0.4049999999999999,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_445cce8300d7,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_637893386414,primvar_lift_entry_transition_object_637893386414__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_efff74b8b498,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0325269757894199,0.0,0.0225,-0.0721417224028702,0.5046397548256136,0.7971669948028199,0.61,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_f32c33c49c87,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_3f38024ad34e,primvar_lift_entry_transition_object_3f38024ad34e__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_979b42c822e6,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0316950800952149,0.0,0.028,-0.072084911642654,0.5057812584254509,0.7971669948028199,0.4349999999999999,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_2575564c7a1a,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_c4246cf88ba7,primvar_lift_entry_transition_object_c4246cf88ba7__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_d80fc3567fa6,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0318234974850463,0.0,0.0255,-0.0723280464979234,0.5047716608781174,0.7971669948028199,0.6700000000000002,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_8afa2df4659b,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_206e5be9eb0a,primvar_lift_entry_transition_object_206e5be9eb0a__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_4beb2d7658b1,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0321891024575926,0.0,0.0265,-0.0720735667587817,0.5065428025100485,0.7971669948028199,0.365,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_c41585728e8e,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_7080964d60e1,primvar_lift_entry_transition_object_7080964d60e1__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_deca32e04c4c,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.45,0.45,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.45,0.45,0.1,-0.0322386794226383,0.0,0.0209999999999999,-0.0720452179316044,0.5048246681476719,0.7971669948028199,0.47,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_7889b2055fdf,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_ad0648c91459,primvar_lift_entry_transition_object_ad0648c91459__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_c54e30b777ed,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0325639288606591,0.0,0.0255,-0.0721027399517915,0.5045416989437981,0.7971669948028199,0.6950000000000001,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_0e3cf30c4712,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_f9383a10aedd,primvar_lift_entry_transition_object_f9383a10aedd__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_b7332ac7c7a5,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,-0.0062852466338588,0.0,0.061,0.1997463954790159,0.6119075062555205,0.9047946991960338,0.7049999999999998,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_bb08ce42e7a5,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_af27e67073ad,primvar_lift_entry_transition_object_af27e67073ad__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_b531b086a189,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.9,0.9,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.9,0.0,0.0,-0.0017219645399315,0.0,0.0715,0.2006873913480644,0.6119075062555205,0.905695784370958,0.265,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_94ed80117aef,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_206e5be9eb0a,primvar_lift_entry_transition_object_206e5be9eb0a__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_4beb2d7658b1,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.925,0.925,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.925,0.0,0.0,-0.0003651595048125,0.0,0.072,0.199360223006539,0.6119075062555205,0.8715960522238873,0.37,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_517b8cd8fe8b,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_06d343ad55db,primvar_lift_entry_transition_object_06d343ad55db__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_f6e232bc3819,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,-0.0013661001599495,0.0,0.0665,0.1986352179013906,0.6119075062555205,0.9088643550537228,0.375,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_79caeec3630e,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_218065b26c82,primvar_lift_entry_transition_object_218065b26c82__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_e5a0cccddc47,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.925,0.925,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.925,0.0,0.0,-0.002801163634111,0.0,0.0655,0.1991236544117507,0.6119075062555205,0.8936612241948114,0.805,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_1bfb9ea1ff69,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_738e0f611af4,primvar_lift_entry_transition_object_738e0f611af4__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_7638fb5e10f7,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.925,0.925,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.925,0.0,0.0,-0.0026998047439128,0.0,0.0695,0.200771188977872,0.6119075062555205,0.8923072329058486,0.4549999999999999,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_super_light_cluster_69b065135fd2,super_light_cluster,super-light clustering and merging,primvar_lift_entry_transition_object_9884b857ec09,primvar_lift_entry_transition_object_9884b857ec09__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_6db5b5aa92de,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.925,0.925,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.925,0.0,0.0,-0.0010832004280569,0.0,0.068,0.2001454678455783,0.6119075062555205,0.9095462475823456,0.35,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
