start_state_family,primitive_id,entry_role,W_layer,row_count
inflight_boundary_near,energy_retaining_bank,transition_object,W0,320
inflight_boundary_near,energy_retaining_bank,transition_object,W1,640
inflight_boundary_near,glide,transition_object,W0,320
inflight_boundary_near,glide,transition_object,W1,640
inflight_boundary_near,lift_dwell_arc,transition_object,W0,320
inflight_boundary_near,lift_dwell_arc,transition_object,W1,640
inflight_boundary_near,lift_entry,transition_object,W0,320
inflight_boundary_near,lift_entry,transition_object,W1,640
inflight_boundary_near,mild_turn_left,transition_object,W0,320
inflight_boundary_near,mild_turn_left,transition_object,W1,640
inflight_boundary_near,mild_turn_right,transition_object,W0,320
inflight_boundary_near,mild_turn_right,transition_object,W1,640
inflight_boundary_near,recovery,transition_object,W0,320
inflight_boundary_near,recovery,transition_object,W1,640
inflight_boundary_near,safe_exit_or_recovery_handoff,transition_object,W0,320
inflight_boundary_near,safe_exit_or_recovery_handoff,transition_object,W1,640
inflight_lift_region,energy_retaining_bank,transition_object,W0,480
inflight_lift_region,energy_retaining_bank,transition_object,W1,960
inflight_lift_region,glide,transition_object,W0,480
inflight_lift_region,glide,transition_object,W1,960
inflight_lift_region,lift_dwell_arc,transition_object,W0,480
inflight_lift_region,lift_dwell_arc,transition_object,W1,960
inflight_lift_region,lift_entry,transition_object,W0,480
inflight_lift_region,lift_entry,transition_object,W1,960
inflight_lift_region,mild_turn_left,transition_object,W0,480
inflight_lift_region,mild_turn_left,transition_object,W1,960
inflight_lift_region,mild_turn_right,transition_object,W0,480
inflight_lift_region,mild_turn_right,transition_object,W1,960
inflight_lift_region,recovery,transition_object,W0,480
inflight_lift_region,recovery,transition_object,W1,960
inflight_lift_region,safe_exit_or_recovery_handoff,transition_object,W0,480
inflight_lift_region,safe_exit_or_recovery_handoff,transition_object,W1,960
inflight_nominal,energy_retaining_bank,transition_object,W0,800
inflight_nominal,energy_retaining_bank,transition_object,W1,1600
inflight_nominal,glide,transition_object,W0,800
inflight_nominal,glide,transition_object,W1,1600
inflight_nominal,lift_dwell_arc,transition_object,W0,800
inflight_nominal,lift_dwell_arc,transition_object,W1,1600
inflight_nominal,lift_entry,transition_object,W0,800
inflight_nominal,lift_entry,transition_object,W1,1600
inflight_nominal,mild_turn_left,transition_object,W0,800
inflight_nominal,mild_turn_left,transition_object,W1,1600
inflight_nominal,mild_turn_right,transition_object,W0,800
inflight_nominal,mild_turn_right,transition_object,W1,1600
inflight_nominal,recovery,transition_object,W0,800
inflight_nominal,recovery,transition_object,W1,1600
inflight_nominal,safe_exit_or_recovery_handoff,transition_object,W0,800
inflight_nominal,safe_exit_or_recovery_handoff,transition_object,W1,1600
inflight_recovery_edge,energy_retaining_bank,transition_object,W0,320
inflight_recovery_edge,energy_retaining_bank,transition_object,W1,640
inflight_recovery_edge,glide,transition_object,W0,320
inflight_recovery_edge,glide,transition_object,W1,640
inflight_recovery_edge,lift_dwell_arc,transition_object,W0,320
inflight_recovery_edge,lift_dwell_arc,transition_object,W1,640
inflight_recovery_edge,lift_entry,transition_object,W0,320
inflight_recovery_edge,lift_entry,transition_object,W1,640
inflight_recovery_edge,mild_turn_left,transition_object,W0,320
inflight_recovery_edge,mild_turn_left,transition_object,W1,640
inflight_recovery_edge,mild_turn_right,transition_object,W0,320
inflight_recovery_edge,mild_turn_right,transition_object,W1,640
inflight_recovery_edge,recovery,transition_object,W0,320
inflight_recovery_edge,recovery,transition_object,W1,640
inflight_recovery_edge,safe_exit_or_recovery_handoff,transition_object,W0,320
inflight_recovery_edge,safe_exit_or_recovery_handoff,transition_object,W1,640
launch_gate,energy_retaining_bank,transition_object,W0,1280
launch_gate,energy_retaining_bank,transition_object,W1,2560
launch_gate,glide,transition_object,W0,1280
launch_gate,glide,transition_object,W1,2560
launch_gate,lift_dwell_arc,transition_object,W0,1280
launch_gate,lift_dwell_arc,transition_object,W1,2560
launch_gate,lift_entry,transition_object,W0,1280
launch_gate,lift_entry,transition_object,W1,2560
launch_gate,mild_turn_left,transition_object,W0,1280
launch_gate,mild_turn_left,transition_object,W1,2560
launch_gate,mild_turn_right,transition_object,W0,1280
launch_gate,mild_turn_right,transition_object,W1,2560
launch_gate,recovery,transition_object,W0,1280
launch_gate,recovery,transition_object,W1,2560
launch_gate,safe_exit_or_recovery_handoff,transition_object,W0,1280
launch_gate,safe_exit_or_recovery_handoff,transition_object,W1,2560
