timestamp_utc,stage_id,check_id,passed,observed,required
2026-06-01T22:55:55.453534+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-01T22:55:55.468553+00:00,R5,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-01T22:55:55.468553+00:00,R5,controller_input_slots_exact_5,True,5,5
2026-06-01T22:55:55.468553+00:00,R5,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-01T22:55:55.468553+00:00,R5,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-01T23:26:55.114477+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-01T23:26:55.129010+00:00,R7,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-01T23:26:55.129010+00:00,R7,controller_input_slots_exact_5,True,5,5
2026-06-01T23:26:55.129010+00:00,R7,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-01T23:26:55.129010+00:00,R7,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-01T23:26:55.129010+00:00,R7,previous_stage_R5_passed,True,True,True
2026-06-01T23:26:55.129010+00:00,R7,R5_frozen_bundle_root_available,True,03_Control/05_Results/R5_dense/E01,nonempty
2026-06-02T00:41:16.297735+00:00,PIPELINE,source_audit_ready,True,ready,ready
2026-06-02T00:41:16.310740+00:00,R8,primitive_horizon_exact_0p100s,True,0.1,0.1
2026-06-02T00:41:16.310740+00:00,R8,controller_input_slots_exact_5,True,5,5
2026-06-02T00:41:16.310740+00:00,R8,controller_update_period_exact_0p020s,True,0.02,0.02
2026-06-02T00:41:16.310740+00:00,R8,primitive_timing_contract_v411,True,v411_0p10s_5slot_20ms,v411_0p10s_5slot_20ms
2026-06-02T00:41:16.310740+00:00,R8,previous_stage_R7_passed,True,True,True
