surface_index,surface_name,valid_event_count,rejected_event_count,median_t10_ms,p95_t10_ms,median_t50_ms,p95_t50_ms,median_t90_ms,p95_t90_ms,min_t50_ms,max_t50_ms,tau_min_s,tau_nom_s,tau_max_s,tau_min_conservative_s,tau_max_conservative_s
0,all,142,8,70.2373362734896,106.36067477966,104.185145135347,131.728184977824,129.160315063505,168.952998370483,74.4726903352984,161.584241249791,0.0808115399162389,0.104185145135347,0.131728184977824,0.0744726903352984,0.161584241249791
1,Aileron_L,36,0,71.9226140781135,96.7720974809404,102.806892332698,119.720902831344,125.835128464036,147.15829962666,82.3111668668979,120.761426689082,0.0874862153784544,0.102806892332698,0.119720902831344,0.0823111668668979,0.120761426689082
2,Aileron_R,34,4,68.6072669304849,94.9625910105396,106.147180620235,129.905637495753,132.72222713961,166.812168694511,79.2733129808738,133.804204838249,0.0876497443181734,0.106147180620235,0.129905637495753,0.0792733129808738,0.133804204838249
3,Rudder,40,0,66.8504809552548,103.667029157918,91.9863936497372,147.27195946103,126.353585733387,195.960554826034,74.4726903352984,161.584241249791,0.0771357108524375,0.0919863936497372,0.14727195946103,0.0744726903352984,0.161584241249791
4,Elevator,32,4,78.3063393052572,109.909793251568,111.686488978833,132.129056723082,133.894995428605,168.067084523805,84.1050162805388,135.489078709867,0.0889181073797765,0.111686488978833,0.132129056723082,0.0841050162805388,0.135489078709867
