run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_group,case_id,case_folder,case_path,scenario_name,actual_rollout_file,actual_metrics_file
s7_four_annular_gp_seed1,s7_four_annular_gp,nominal_glide,nominal_glide,1,four_annular_gp_grid,panel,,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,,True,none,3.2640071252645737,1.256695336284583,0.01377425654262506,0.05482907230359979,5.722469779441765,20.526640673126394,0.4609964098781801,5.845077051454909,1.1433046637154165,0.018181818181818184,0.018181818181818184,0.030303030303030304,0.2442328546283633,True,,0,0,actual_rollout.csv,nominal_glide,5.845077051454909,True,actual_rollout.csv,,four-fan annular-GP updraft glide,07_annular_gp_models,02_four_fan_annular_gp_glide,001,07_annular_gp_models/02_four_fan_annular_gp_glide/001,four-fan annular-GP updraft glide,actual_rollout.csv,actual_metrics.csv
