event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,fitted_deflection_deg,implementation_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,15,7.6995129568476,0,7.6995129568476,0,unstable_final_window
2,1,Aileron_L,0.05,positive_first,positive,outbound,2,15,4.22942756364803,0,4.22942756364803,0,unstable_final_window
3,1,Aileron_L,0.1,positive_first,positive,outbound,3,15,5.4259425414323,0,5.4259425414323,0,unstable_final_window
4,1,Aileron_L,0.2,positive_first,positive,outbound,4,15,15.0359329341409,0,15.0359329341409,0,unstable_final_window
5,1,Aileron_L,0.4,positive_first,positive,outbound,5,15,12.8222225027767,0,12.8222225027767,0,unstable_final_window
6,1,Aileron_L,0.6,positive_first,positive,outbound,6,15,13.597636275994,0,13.597636275994,0,unstable_final_window
7,1,Aileron_L,0.8,positive_first,positive,outbound,7,15,21.6880762276992,0,21.6880762276992,0,unstable_final_window
8,1,Aileron_L,1,positive_first,positive,outbound,8,15,16.4501264118023,0,16.4501264118023,0,unstable_final_window
9,1,Aileron_L,0.8,positive_first,positive,return,9,15,23.6560645360711,0,23.6560645360711,0,unstable_final_window
10,1,Aileron_L,0.6,positive_first,positive,return,10,15,0.386941941356623,0,0.386941941356623,0,unstable_final_window
11,1,Aileron_L,0.4,positive_first,positive,return,11,15,7.27017512317964,0,7.27017512317964,0,unstable_final_window
12,1,Aileron_L,0.2,positive_first,positive,return,12,15,21.9825604882197,0,21.9825604882197,0,unstable_final_window
13,1,Aileron_L,0.1,positive_first,positive,return,13,15,7.64556400720873,0,7.64556400720873,0,unstable_final_window
14,1,Aileron_L,0.05,positive_first,positive,return,14,15,6.21008685015646,0,6.21008685015646,0,unstable_final_window
15,1,Aileron_L,0,positive_first,positive,return,15,15,-0.989437378805745,0,-0.989437378805745,0,unstable_final_window
16,1,Aileron_L,-0,positive_first,negative,outbound,1,15,-0.850030380234208,0,-0.850030380234208,0,unstable_final_window
17,1,Aileron_L,-0.05,positive_first,negative,outbound,2,15,2.63658198117077,0,2.63658198117077,0,unstable_final_window
18,1,Aileron_L,-0.1,positive_first,negative,outbound,3,15,-7.43366410212844,0,-7.43366410212844,0,unstable_final_window
19,1,Aileron_L,-0.2,positive_first,negative,outbound,4,15,-13.7298815299896,0,-13.7298815299896,0,unstable_final_window
20,1,Aileron_L,-0.4,positive_first,negative,outbound,5,15,-6.16447667866598,0,-6.16447667866598,0,unstable_final_window
21,1,Aileron_L,-0.6,positive_first,negative,outbound,6,15,-2.03797608856036,0,-2.03797608856036,0,unstable_final_window
22,1,Aileron_L,-0.8,positive_first,negative,outbound,7,15,-40.0975306783395,0,-40.0975306783395,0,unstable_final_window
23,1,Aileron_L,-1,positive_first,negative,outbound,8,15,-15.2193685462091,0,-15.2193685462091,0,unstable_final_window
24,1,Aileron_L,-0.8,positive_first,negative,return,9,15,-43.7262724131219,0,-43.7262724131219,0,unstable_final_window
25,1,Aileron_L,-0.6,positive_first,negative,return,10,15,-7.89200910663625,0,-7.89200910663625,0,unstable_final_window
26,1,Aileron_L,-0.4,positive_first,negative,return,11,15,-6.60966107827464,0,-6.60966107827464,0,unstable_final_window
27,1,Aileron_L,-0.2,positive_first,negative,return,12,15,-17.7572845355038,0,-17.7572845355038,0,unstable_final_window
28,1,Aileron_L,-0.1,positive_first,negative,return,13,15,-7.34072703972798,0,-7.34072703972798,0,unstable_final_window
29,1,Aileron_L,-0.05,positive_first,negative,return,14,15,-3.55306156760489,0,-3.55306156760489,0,unstable_final_window
30,1,Aileron_L,-0,positive_first,negative,return,15,15,0,0,0,1,
31,1,Aileron_L,-0,negative_first,negative,outbound,1,15,0.245810132145311,0,0.245810132145311,0,unstable_final_window
32,1,Aileron_L,-0.05,negative_first,negative,outbound,2,15,-1.30078646827747,0,-1.30078646827747,0,unstable_final_window
33,1,Aileron_L,-0.1,negative_first,negative,outbound,3,15,0.353134063538047,0,0.353134063538047,0,unstable_final_window
34,1,Aileron_L,-0.2,negative_first,negative,outbound,4,15,-2.26723275454414,0,-2.26723275454414,0,unstable_final_window
35,1,Aileron_L,-0.4,negative_first,negative,outbound,5,15,-7.18092848657341,0,-7.18092848657341,0,unstable_final_window
36,1,Aileron_L,-0.6,negative_first,negative,outbound,6,15,-5.85025832325738,0,-5.85025832325738,0,unstable_final_window
37,1,Aileron_L,-0.8,negative_first,negative,outbound,7,15,-35.886734229288,0,-35.886734229288,0,unstable_final_window
38,1,Aileron_L,-1,negative_first,negative,outbound,8,15,-17.7274632803631,0,-17.7274632803631,1,
39,1,Aileron_L,-0.8,negative_first,negative,return,9,15,-40.7860834947944,0,-40.7860834947944,0,unstable_final_window
40,1,Aileron_L,-0.6,negative_first,negative,return,10,15,-0.241594042878104,0,-0.241594042878104,0,unstable_final_window
41,1,Aileron_L,-0.4,negative_first,negative,return,11,15,-3.37833142025295,0,-3.37833142025295,0,unstable_final_window
42,1,Aileron_L,-0.2,negative_first,negative,return,12,15,-15.0609194067752,0,-15.0609194067752,0,unstable_final_window
43,1,Aileron_L,-0.1,negative_first,negative,return,13,15,-5.6521454472669,0,-5.6521454472669,1,
44,1,Aileron_L,-0.05,negative_first,negative,return,14,15,-2.39942182065596,0,-2.39942182065596,1,
45,1,Aileron_L,-0,negative_first,negative,return,15,15,0.694267895422078,0,0.694267895422078,0,unstable_final_window
46,1,Aileron_L,0,negative_first,positive,outbound,1,15,0.86904351511091,0,0.86904351511091,0,unstable_final_window
47,1,Aileron_L,0.05,negative_first,positive,outbound,2,15,-4.0051428806856,0,-4.0051428806856,0,unstable_final_window
48,1,Aileron_L,0.1,negative_first,positive,outbound,3,15,7.40669724369565,0,7.40669724369565,0,unstable_final_window
49,1,Aileron_L,0.2,negative_first,positive,outbound,4,15,12.4020394810283,0,12.4020394810283,0,unstable_final_window
50,1,Aileron_L,0.4,negative_first,positive,outbound,5,15,9.58495018565653,0,9.58495018565653,0,unstable_final_window
51,1,Aileron_L,0.6,negative_first,positive,outbound,6,15,18.7562139641498,0,18.7562139641498,0,unstable_final_window
52,1,Aileron_L,0.8,negative_first,positive,outbound,7,15,17.5490299337236,0,17.5490299337236,0,unstable_final_window
53,1,Aileron_L,1,negative_first,positive,outbound,8,15,15.2247624274845,0,15.2247624274845,0,unstable_final_window
54,1,Aileron_L,0.8,negative_first,positive,return,9,15,16.6120155803665,0,16.6120155803665,0,unstable_final_window
55,1,Aileron_L,0.6,negative_first,positive,return,10,15,-0.846569855458966,0,-0.846569855458966,0,unstable_final_window
56,1,Aileron_L,0.4,negative_first,positive,return,11,15,8.04039137616321,0,8.04039137616321,0,unstable_final_window
57,1,Aileron_L,0.2,negative_first,positive,return,12,15,21.2064950936621,0,21.2064950936621,0,unstable_final_window
58,1,Aileron_L,0.1,negative_first,positive,return,13,15,8.21421637560025,0,8.21421637560025,0,unstable_final_window
59,1,Aileron_L,0.05,negative_first,positive,return,14,15,6.24074287038729,0,6.24074287038729,0,unstable_final_window
60,1,Aileron_L,0,negative_first,positive,return,15,15,-2.46713397908499,0,-2.46713397908499,0,unstable_final_window
61,2,Aileron_R,0,positive_first,positive,outbound,1,15,21.6079956105917,0,21.6079956105917,0,unstable_final_window
62,2,Aileron_R,0.05,positive_first,positive,outbound,2,15,2.88934843795916,0,2.88934843795916,0,unstable_final_window
63,2,Aileron_R,0.1,positive_first,positive,outbound,3,15,10.2202576168042,0,10.2202576168042,0,unstable_final_window
64,2,Aileron_R,0.2,positive_first,positive,outbound,4,15,-5.13536468383987,0,-5.13536468383987,0,unstable_final_window
65,2,Aileron_R,0.4,positive_first,positive,outbound,5,15,-29.4512513373951,0,-29.4512513373951,0,unstable_final_window
66,2,Aileron_R,0.6,positive_first,positive,outbound,6,15,3.57849897670709,0,3.57849897670709,0,unstable_final_window
67,2,Aileron_R,0.8,positive_first,positive,outbound,7,15,-18.1817025426577,0,-18.1817025426577,0,unstable_final_window
68,2,Aileron_R,1,positive_first,positive,outbound,8,15,-45.6005547450446,0,-45.6005547450446,0,unstable_final_window
69,2,Aileron_R,0.8,positive_first,positive,return,9,15,-54.7470606362965,0,-54.7470606362965,0,unstable_final_window
70,2,Aileron_R,0.6,positive_first,positive,return,10,15,-11.6800604965704,0,-11.6800604965704,0,unstable_final_window
71,2,Aileron_R,0.4,positive_first,positive,return,11,15,-36.8807410783891,0,-36.8807410783891,0,unstable_final_window
72,2,Aileron_R,0.2,positive_first,positive,return,12,15,-5.76299679590199,0,-5.76299679590199,0,unstable_final_window
73,2,Aileron_R,0.1,positive_first,positive,return,13,15,-9.28061070407728,0,-9.28061070407728,0,unstable_final_window
74,2,Aileron_R,0.05,positive_first,positive,return,14,15,-4.54018940312162,0,-4.54018940312162,0,unstable_final_window
75,2,Aileron_R,0,positive_first,positive,return,15,15,16.0712792215369,0,16.0712792215369,0,unstable_final_window
76,2,Aileron_R,-0,positive_first,negative,outbound,1,15,13.1077169605103,0,13.1077169605103,0,unstable_final_window
77,2,Aileron_R,-0.05,positive_first,negative,outbound,2,15,7.43065547781799,0,7.43065547781799,0,unstable_final_window
78,2,Aileron_R,-0.1,positive_first,negative,outbound,3,15,6.38797435291805,0,6.38797435291805,0,unstable_final_window
79,2,Aileron_R,-0.2,positive_first,negative,outbound,4,15,7.08891587258892,0,7.08891587258892,0,unstable_final_window
80,2,Aileron_R,-0.4,positive_first,negative,outbound,5,15,6.70812026238768,0,6.70812026238768,0,unstable_final_window
81,2,Aileron_R,-0.6,positive_first,negative,outbound,6,15,29.8248556702974,0,29.8248556702974,0,unstable_final_window
82,2,Aileron_R,-0.8,positive_first,negative,outbound,7,15,59.0794912596264,0,59.0794912596264,0,unstable_final_window
83,2,Aileron_R,-1,positive_first,negative,outbound,8,15,51.6705914347595,0,51.6705914347595,0,unstable_final_window
84,2,Aileron_R,-0.8,positive_first,negative,return,9,15,52.3910715511985,0,52.3910715511985,0,unstable_final_window
85,2,Aileron_R,-0.6,positive_first,negative,return,10,15,43.8200997604283,0,43.8200997604283,0,unstable_final_window
86,2,Aileron_R,-0.4,positive_first,negative,return,11,15,48.8313201328447,0,48.8313201328447,0,unstable_final_window
87,2,Aileron_R,-0.2,positive_first,negative,return,12,15,35.7263621472965,0,35.7263621472965,0,unstable_final_window
88,2,Aileron_R,-0.1,positive_first,negative,return,13,15,21.4022404411199,0,21.4022404411199,0,unstable_final_window
89,2,Aileron_R,-0.05,positive_first,negative,return,14,15,-13.6686389140917,0,-13.6686389140917,0,unstable_final_window
90,2,Aileron_R,-0,positive_first,negative,return,15,15,27.605848804289,0,27.605848804289,0,unstable_final_window
91,2,Aileron_R,-0,negative_first,negative,outbound,1,15,19.4624065034484,0,19.4624065034484,0,unstable_final_window
92,2,Aileron_R,-0.05,negative_first,negative,outbound,2,15,26.1470605619808,0,26.1470605619808,0,unstable_final_window
93,2,Aileron_R,-0.1,negative_first,negative,outbound,3,15,-6.4506554114536,0,-6.4506554114536,0,unstable_final_window
94,2,Aileron_R,-0.2,negative_first,negative,outbound,4,15,-3.94283173868063,0,-3.94283173868063,0,unstable_final_window
95,2,Aileron_R,-0.4,negative_first,negative,outbound,5,15,14.8397050028636,0,14.8397050028636,0,unstable_final_window
96,2,Aileron_R,-0.6,negative_first,negative,outbound,6,15,36.2876057506765,0,36.2876057506765,0,unstable_final_window
97,2,Aileron_R,-0.8,negative_first,negative,outbound,7,15,64.5434189914856,0,64.5434189914856,0,unstable_final_window
98,2,Aileron_R,-1,negative_first,negative,outbound,8,15,48.6257777164781,0,48.6257777164781,0,unstable_final_window
99,2,Aileron_R,-0.8,negative_first,negative,return,9,15,53.5184845275144,0,53.5184845275144,0,unstable_final_window
100,2,Aileron_R,-0.6,negative_first,negative,return,10,15,46.4163119221175,0,46.4163119221175,0,unstable_final_window
101,2,Aileron_R,-0.4,negative_first,negative,return,11,15,42.1517275848174,0,42.1517275848174,0,unstable_final_window
102,2,Aileron_R,-0.2,negative_first,negative,return,12,15,25.3272196234419,0,25.3272196234419,0,unstable_final_window
103,2,Aileron_R,-0.1,negative_first,negative,return,13,15,-8.47511342192673,0,-8.47511342192673,0,unstable_final_window
104,2,Aileron_R,-0.05,negative_first,negative,return,14,15,-13.8570934858258,0,-13.8570934858258,0,unstable_final_window
105,2,Aileron_R,-0,negative_first,negative,return,15,15,23.6293983389246,0,23.6293983389246,0,unstable_final_window
106,2,Aileron_R,0,negative_first,positive,outbound,1,15,21.4662071305828,0,21.4662071305828,0,unstable_final_window
107,2,Aileron_R,0.05,negative_first,positive,outbound,2,15,16.4637737095153,0,16.4637737095153,0,unstable_final_window
108,2,Aileron_R,0.1,negative_first,positive,outbound,3,15,-2.51872622157256,0,-2.51872622157256,0,unstable_final_window
109,2,Aileron_R,0.2,negative_first,positive,outbound,4,15,-19.4568106744274,0,-19.4568106744274,0,unstable_final_window
110,2,Aileron_R,0.4,negative_first,positive,outbound,5,15,-23.9388957238634,0,-23.9388957238634,0,unstable_final_window
111,2,Aileron_R,0.6,negative_first,positive,outbound,6,15,-2.78918680018134,0,-2.78918680018134,0,unstable_final_window
112,2,Aileron_R,0.8,negative_first,positive,outbound,7,15,-14.972927365347,0,-14.972927365347,0,unstable_final_window
113,2,Aileron_R,1,negative_first,positive,outbound,8,15,-57.1480353959473,0,-57.1480353959473,0,unstable_final_window
114,2,Aileron_R,0.8,negative_first,positive,return,9,15,-49.0220147051513,0,-49.0220147051513,0,unstable_final_window
115,2,Aileron_R,0.6,negative_first,positive,return,10,15,-53.872786179071,0,-53.872786179071,0,unstable_final_window
116,2,Aileron_R,0.4,negative_first,positive,return,11,15,-33.7143651912759,0,-33.7143651912759,0,unstable_final_window
117,2,Aileron_R,0.2,negative_first,positive,return,12,15,-1.43295832350581,0,-1.43295832350581,0,unstable_final_window
118,2,Aileron_R,0.1,negative_first,positive,return,13,15,-2.15537936853315,0,-2.15537936853315,0,unstable_final_window
119,2,Aileron_R,0.05,negative_first,positive,return,14,15,23.5911021832347,0,23.5911021832347,0,unstable_final_window
120,2,Aileron_R,0,negative_first,positive,return,15,15,9.79586571925815,0,9.79586571925815,0,unstable_final_window
121,3,Rudder,0,positive_first,positive,outbound,1,15,-3.95826229339527,0,-3.95826229339527,0,unstable_final_window
