comparison_type,library_size_case_id,policy_id,baseline_policy_id,history_length,paired_launch_count,mean_paired_delta_launch_score,median_paired_delta_launch_score,win_rate,loss_rate,safety_regression_rate,mission_success_delta_mean,front_wall_terminal_success_delta_mean,wrong_wall_exit_delta_mean,memory_changed_selection_rate,exploration_changed_selection_rate,mean_net_specific_energy_delta_m_delta,mean_positive_specific_energy_gain_m_delta,mean_updraft_specific_energy_gain_proxy_m_delta,mean_terminal_specific_energy_m_delta,mean_terminal_specific_energy_bonus_delta,mean_gross_specific_energy_loss_m_delta,mean_episode_flight_time_s_delta
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,5,0.0003777170109060535,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.0036932985636628614,-0.0013934147034602995,1.8885850545302672e-05,-0.00369329856366285,0.0,0.002299883860202534,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,5,-0.0003699114162600381,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.000388666876143795,-0.0001312947277226001,-1.8495570812959716e-05,0.0003886668761436951,0.0,-0.0005199616038663813,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,5,0.00014563021242111062,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.00042139619420824003,-0.000678094679210961,7.281510620882337e-06,-0.0004213961942082456,0.0,-0.0002566984850027043,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h10,no_memory_baseline,10,5,-0.10768919616630797,-0.0005270789593510017,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0033654350844086857,0.001723100290081804,-0.00766650757749141,0.0033654350844084303,0.02564095538351783,-0.001642334794326905,0.0040000000000000036
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h3,no_memory_baseline,3,5,0.0006336213471456631,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.182424198815426e-05,0.0,1.576894636312609e-05,3.182424198808764e-05,0.00031824241988083203,-3.182424198815426e-05,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h30,no_memory_baseline,30,5,-0.09031196247856314,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.002564095538351863,0.0,-0.006797645893103987,0.002564095538351774,0.02564095538351783,-0.002564095538351863,0.0040000000000000036
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,5,-0.05829236428670015,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.006497257233300424,-0.00025831994919691683,-0.002951127419186017,0.006497257233300346,0.0007301840970161067,-0.00675557718249733,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,5,0.0010196701453253354,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,7.301840970166395e-05,0.0,1.4474302415257157e-05,7.301840970159734e-05,0.0007301840970161067,-7.301840970166395e-05,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,5,-25.631230246015825,0.0,0.0,0.2,0.0,-0.2,-0.2,0.0,0.4,0.0,0.018445242355847925,0.0,-0.053274082079560706,0.018445242355847834,-1.1498637772204223,-0.018445242355847925,0.0040000000000000036
