launch_role,episode_interpretation_label,row_count
final_heldout,claim_bearing_hard_failure,16
final_heldout,claim_bearing_rollout,83
final_heldout,expected_low_energy_dry_air_sink_not_governor_failure,1
history,claim_bearing_hard_failure,43
history,claim_bearing_rollout,795
history,expected_low_energy_dry_air_sink_not_governor_failure,149
history,no_viable_primitive,88
