comparison_type,library_size_case_id,environment_block_id,outer_case_index,common_final_launch_key,policy_id,baseline_policy_id,history_length,launch_score,baseline_launch_score,paired_delta_launch_score,mission_success_delta,front_wall_terminal_success_delta,wrong_wall_exit_delta,safe_success_delta,hard_failure_delta,floor_or_ceiling_violation_delta,no_viable_primitive_delta,net_specific_energy_delta_m_delta,positive_specific_energy_gain_m_delta,updraft_specific_energy_gain_proxy_m_delta,terminal_specific_energy_m_delta,terminal_specific_energy_bonus_delta,gross_specific_energy_loss_m_delta,episode_flight_time_s_delta,memory_changed_selection,exploration_changed_selection,safety_regression,claim_status
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,127.99148225165611,127.99148225165611,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,132.5929268260855,132.5929268260855,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,3,r10_targeted_arena_wide_four_fan_opportunity_final_0003,spatial_flow_belief_memory_h3,no_memory_baseline,3,134.11312682930884,134.11312682930884,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,4,r10_targeted_arena_wide_four_fan_opportunity_final_0004,spatial_flow_belief_memory_h3,no_memory_baseline,3,135.87760912039175,135.87760912039175,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,127.99148225165611,127.99148225165611,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,3,r10_targeted_arena_wide_four_fan_opportunity_final_0003,spatial_flow_belief_memory_h10,no_memory_baseline,10,134.11312682930884,134.11312682930884,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,4,r10_targeted_arena_wide_four_fan_opportunity_final_0004,spatial_flow_belief_memory_h10,no_memory_baseline,10,135.87760912039175,135.87760912039175,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,132.5929268260855,132.5929268260855,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,127.94278731119037,127.94278731119037,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h3,no_memory_baseline,3,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,132.7250894021342,132.7250894021342,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,4,r10_targeted_arena_wide_four_fan_opportunity_final_0004,spatial_flow_belief_memory_h3,no_memory_baseline,3,135.24814452882495,135.24814452882495,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,3,r10_targeted_arena_wide_four_fan_opportunity_final_0003,spatial_flow_belief_memory_h3,no_memory_baseline,3,130.8124222589725,130.8124222589725,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,127.94278731119037,127.94278731119037,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h30,no_memory_baseline,30,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,132.7250894021342,132.7250894021342,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h10,no_memory_baseline,10,-100.0,-100.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,127.99148225165611,127.99148225165611,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,132.5929268260855,132.5929268260855,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,3,r10_targeted_arena_wide_four_fan_opportunity_final_0003,spatial_flow_belief_memory_h10,no_memory_baseline,10,130.8124222589725,130.8124222589725,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,4,r10_targeted_arena_wide_four_fan_opportunity_final_0004,spatial_flow_belief_memory_h30,no_memory_baseline,30,135.87760912039175,135.87760912039175,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,targeted_memory_opportunity_arena_wide_four_fan,3,r10_targeted_arena_wide_four_fan_opportunity_final_0003,spatial_flow_belief_memory_h30,no_memory_baseline,30,134.11312682930884,134.11312682930884,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,targeted_memory_opportunity_arena_wide_four_fan,4,r10_targeted_arena_wide_four_fan_opportunity_final_0004,spatial_flow_belief_memory_h10,no_memory_baseline,10,135.25003311387948,135.24814452882495,0.0018885850545302674,0,0,0,0,0,0,0,-0.018466492818314306,-0.0069670735173014975,9.442925272651337e-05,-0.01846649281831425,0.0,0.01149941930101267,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,targeted_memory_opportunity_arena_wide_four_fan,0,r10_targeted_arena_wide_four_fan_opportunity_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,127.94284364545011,127.94284364545011,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,targeted_memory_opportunity_arena_wide_four_fan,2,r10_targeted_arena_wide_four_fan_opportunity_final_0002,spatial_flow_belief_memory_h3,no_memory_baseline,3,-50.0,-50.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,targeted_memory_opportunity_arena_wide_four_fan,1,r10_targeted_arena_wide_four_fan_opportunity_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,133.0292634081751,133.0292634081751,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
