run_id,status,rows_requested,row_count,duration_s,runtime_storage_contract,max_generated_file_size_mb,claim_boundary
3,dry_run_schedule,2000,0,0.0,"chunked, resumable, compressed, worker-enabled, checksum-manifested, and no generated file above 100 MB",100.0,cleaned_and_restructured_for_corrected_W0_W1_rich_primitive_controller_dense_generation_readiness_only
