audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,2144,2144,1.0,1160,0.5410447761194029,1837,0.8568097014925373,,4.426382099998591,0.5444317970001067,0.06032943386189998,10.740671641791044,48,424.9141791044776,1587,414.1735074626866,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,868,868,1.0,675,0.7776497695852534,862,0.9930875576036866,,4.426382099998591,0.0660749940016467,0.033987234562185845,1.7834101382488479,5,49.654377880184335,75,47.87096774193548,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,848,848,1.0,389,0.45872641509433965,802,0.9457547169811321,,0.2648141999998188,0.17135517300037462,0.032973979952747874,5.316037735849057,10,222.5,295,217.18396226415095,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,428,428,1.0,96,0.22429906542056074,173,0.40420560747663553,,1.039798100002372,0.6962781369980076,0.16795198971964037,39.654205607476634,48,1587.0,1587,1547.3457943925234,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,788,788,1.0,638,0.8096446700507615,788,1.0,True,0.0666330999956699,0.05032107600040026,0.01425904708116481,1.7461928934010151,3,49.619289340101524,75,47.87309644670051,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,768,768,1.0,367,0.4778645833333333,738,0.9609375,,0.2218602000029932,0.16373045600121264,0.03000971341136463,5.21875,10,222.5,295,217.28125,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,200,200,1.0,65,0.325,148,0.74,,4.426382099998591,4.02635898900673,0.18861565600018365,12.96,48,426.4,1587,413.44,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,428,428,1.0,333,0.7780373831775701,426,0.9953271028037384,,0.1548287000005075,0.05937605600192913,0.015733402102868593,1.8224299065420562,5,75.0,75,73.17757009345794,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,440,440,1.0,342,0.7772727272727272,436,0.990909090909091,,4.426382099998591,0.07556341100105801,0.051743235227158076,1.7454545454545454,3,25.0,25,23.254545454545454,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,424,424,1.0,228,0.5377358490566038,413,0.9740566037735849,,0.2070353000017348,0.12127206900000594,0.025385313443089252,3.641509433962264,7,150.0,150,146.35849056603774,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
