audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",106,106,9,0,9,4.3895205473368764e-07,3.858180064260201e-05,1.3207547169814056e-06,12.178364194927017,1,0.03615910279391699,0.8042053736056671,1.1320958072246006e-05,3,3.9490855385688155e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",107,107,1,0,1,2.5355976383954487e-09,2.71308947308313e-07,0.0,2.5355976383954486,1,0.0346681126235663,0.7923156073520153,6.987886271674708e-07,3,1.9163821609560896e-08,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",110,110,4,0,4,2.382765455873197e-07,2.447957552487168e-05,0.0,238.2765455873197,3,0.0378073126961796,0.7560338501450304,9.85306699733537e-08,6,6.225798397303931e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",106,106,1,0,1,-3.298227519191753e-10,0.0,0.0,-0.3298227519191753,0,0.034224725146865635,0.8043402675418229,5.605451292199297e-08,3,1.6738734633171276e-08,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",107,107,6,3,3,-1.0179471448076029e-06,6.415838178508437e-07,2.129258246294568e-06,7.769000879583541,2,0.03519292454928954,0.8087645976637019,1.2564130332175123e-05,7,1.2045381062700593e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",106,106,3,0,3,4.706212289684807e-08,4.387704714226004e-06,0.0,47.062122896848074,3,0.034774310254602404,0.8050670516018573,0.0,0,2.650823790179945e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",107,107,1,0,1,1.040808726847092e-10,1.1136653377263885e-08,0.0,0.10408087268470918,1,0.045806217130998944,0.7842637444664555,4.559190142004792e-06,13,8.698595986813511e-10,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",110,110,4,0,4,2.2253309382284803e-07,2.447851278564173e-05,0.0,222.53309382284797,1,0.048834163118361314,0.7488337718024721,3.9370868041868605e-06,18,5.16805228454522e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",106,106,2,0,2,3.6417409968128956e-14,3.856692742942869e-12,0.0,3.641740996812831e-05,0,0.04569099714080251,0.796035759217825,1.2396390051113082e-08,9,7.804302277800419e-13,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",107,107,3,0,3,1.5393424730459473e-06,0.0001290381684075,1.121495327099775e-06,0.029162047645633706,2,0.044627279999374055,0.8021746896189135,2.1482518715527075e-06,17,6.7910315295513695e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",106,106,5,0,5,5.989792580335984e-08,4.646648329214502e-06,9.433962264003271e-08,0.012018732591525838,0,0.044354180409658016,0.7985752756065619,2.209530550330073e-08,15,1.9544623880743983e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
