surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count,direction_groups,sweep_phases
1,Aileron_L,-1,-29.3152532526084,0.146083201959086,-29.4185496753311,-29.2119568298857,2,negative_first|positive_first,outbound
1,Aileron_L,-0.75,-20.1706588003838,1.90746738493099,-22.2904867260505,-18.0165216813387,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.5,-15.8886656760902,0.583896596624106,-16.5203790164563,-15.2063453125391,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.3,-7.8873792273642,1.38605055382039,-9.87911931318896,-6.93336191155281,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.15,-4.53440136050013,4.39818857471648,-8.89741861375864,1.7788013863411,4,negative_first|positive_first,outbound|return
1,Aileron_L,0,2.22044604925031e-16,1.72514328530029,-3.17774967596453,1.87013823938313,8,negative_first|positive_first,outbound|return
1,Aileron_L,0.15,3.12010229227274,0.540258068714524,2.68222206606052,3.96570075306439,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.3,7.77753564208071,2.35122593566129,5.14170293938129,9.7915392241267,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.5,11.5503503373673,0.630504465308655,10.7204319474703,12.2420358362385,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.75,18.5236558207206,0.52983944754774,17.7633113434399,19.0436087691916,4,negative_first|positive_first,outbound|return
1,Aileron_L,1,22.1160281599384,0.100936314161908,22.0446554077266,22.1874009121503,2,negative_first|positive_first,outbound
2,Aileron_R,-1,42.3573990149084,0.440773936395366,42.0457247755129,42.6690732543038,2,negative_first|positive_first,outbound
2,Aileron_R,-0.75,31.4293065049661,1.74164709045894,28.6357244832898,32.577357837889,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.5,19.1310390916988,2.55481571874702,16.5987535771258,21.6670485670909,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.3,11.7984683146929,1.67099799342078,10.4699894870553,13.8440577057715,4,negative_first|positive_first,outbound|return
2,Aileron_R,-0.15,6.12090251956064,2.97619695869547,1.05759121072984,6.29948743624666,3,negative_first|positive_first,outbound|return
2,Aileron_R,0,0,3.25015873309744,-0.97002961846975,8.28114731643186,7,negative_first|positive_first,outbound|return
2,Aileron_R,0.15,-0.341283844033962,1.88515794022734,-1.67429180717638,0.991724119108452,2,positive_first,outbound|return
2,Aileron_R,0.3,-11.2681902199242,0,-11.2681902199242,-11.2681902199242,1,positive_first,outbound
2,Aileron_R,0.75,-16.443144766028,1.94645963135907,-18.3995757860193,-14.5066735797313,3,negative_first|positive_first,outbound|return
2,Aileron_R,1,-14.6371626811287,0,-14.6371626811287,-14.6371626811287,1,positive_first,outbound
3,Rudder,-0.75,-24.9444243281429,5.37980938823127,-32.7204464891449,-22.3921592752155,3,negative_first|positive_first,outbound|return
3,Rudder,-0.5,-34.2554182564128,0.145214102252749,-34.3581001328396,-34.1527363799859,2,negative_first|positive_first,return
3,Rudder,-0.15,5.156273322346,7.81797648970557,-0.371870868681808,10.6844175133738,2,negative_first|positive_first,outbound|return
3,Rudder,0,1.11022302462516e-16,4.13104442610418,-1.71475202153407,7.88544953714239,6,negative_first|positive_first,outbound|return
3,Rudder,0.15,8.20056653870657,0,8.20056653870657,8.20056653870657,1,positive_first,outbound
3,Rudder,0.3,17.5058830547145,0,17.5058830547145,17.5058830547145,1,positive_first,outbound
3,Rudder,0.5,25.7320572387387,0.744431579600304,25.205664620674,26.2584498568035,2,negative_first|positive_first,return
3,Rudder,0.75,34.5117738947797,0,34.5117738947797,34.5117738947797,1,positive_first,return
3,Rudder,1,43.9091089247556,0,43.9091089247556,43.9091089247556,1,negative_first,outbound
4,Elevator,-1,23.6853852021593,0.413186018316888,23.393218566716,23.9775518376026,2,negative_first|positive_first,outbound
4,Elevator,-0.75,18.0725347181862,5.6912454189058,13.0874577357761,23.2690703113316,4,negative_first|positive_first,outbound|return
4,Elevator,-0.5,10.7860053964946,4.14017988131158,3.88241509056549,13.1138159144806,4,negative_first|positive_first,outbound|return
4,Elevator,-0.3,1.44311048433407,2.44206452795844,-2.21705624055504,2.87717376774315,4,negative_first|positive_first,outbound|return
4,Elevator,-0.15,3.35021906013229,4.0038951617334,-3.45895285376913,5.03316134132675,4,negative_first|positive_first,outbound|return
4,Elevator,0,-1.38777878078145e-17,3.46021750651065,-7.12042288742871,0.997203851839415,8,negative_first|positive_first,outbound|return
4,Elevator,0.15,-6.81066859556859,2.01519169369655,-8.1655408163048,-3.65239562227739,4,negative_first|positive_first,outbound|return
4,Elevator,0.3,-12.1565282053734,10.0820182900236,-20.8580749423433,-2.49690564313619,4,negative_first|positive_first,outbound|return
4,Elevator,0.5,-25.2705102460554,5.82966497501211,-29.3927058819322,-21.1483146101786,2,positive_first,outbound|return
4,Elevator,0.75,-28.8630441444094,6.86580908927444,-33.7179043097675,-24.0081839790512,2,negative_first|positive_first,outbound|return
4,Elevator,1,-34.7153569542886,3.20420341269638,-36.9810709157073,-32.44964299287,2,negative_first|positive_first,outbound
