event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,fitted_deflection_deg,implementation_error_deg,valid,rejection_reason
58,1,Aileron_L,0.1,negative_first,positive,return,13,15,-15.1439471846108,0,-15.1439471846108,0,unstable_final_window
59,1,Aileron_L,0.05,negative_first,positive,return,14,15,-8.33804550932286,0,-8.33804550932286,0,unstable_final_window
60,1,Aileron_L,0,negative_first,positive,return,15,15,0,0,0,1,
61,2,Aileron_R,0,positive_first,positive,outbound,1,15,1.91395048628465,0,1.91395048628465,0,unstable_final_window
62,2,Aileron_R,0.05,positive_first,positive,outbound,2,15,-2.97272090054959,0,-2.97272090054959,0,unstable_final_window
63,2,Aileron_R,0.1,positive_first,positive,outbound,3,15,-1.44229503136345,0,-1.44229503136345,0,unstable_final_window
64,2,Aileron_R,0.2,positive_first,positive,outbound,4,15,-10.4321490492811,0,-10.4321490492811,0,unstable_final_window
65,2,Aileron_R,0.4,positive_first,positive,outbound,5,15,-1.21306129683353,0,-1.21306129683353,0,unstable_final_window
66,2,Aileron_R,0.6,positive_first,positive,outbound,6,15,-43.1606838442475,0,-43.1606838442475,0,unstable_final_window
67,2,Aileron_R,0.8,positive_first,positive,outbound,7,15,-12.6786401128198,0,-12.6786401128198,0,unstable_final_window
68,2,Aileron_R,1,positive_first,positive,outbound,8,15,-54.7741712752032,0,-54.7741712752032,0,unstable_final_window
69,2,Aileron_R,0.8,positive_first,positive,return,9,15,-57.0973036275103,0,-57.0973036275103,0,unstable_final_window
70,2,Aileron_R,0.6,positive_first,positive,return,10,15,-43.3981188397429,0,-43.3981188397429,0,unstable_final_window
71,2,Aileron_R,0.4,positive_first,positive,return,11,15,-13.9430489414782,0,-13.9430489414782,0,unstable_final_window
72,2,Aileron_R,0.2,positive_first,positive,return,12,15,-15.2827055172276,0,-15.2827055172276,0,unstable_final_window
73,2,Aileron_R,0.1,positive_first,positive,return,13,15,-12.8356697125008,0,-12.8356697125008,0,unstable_final_window
74,2,Aileron_R,0.05,positive_first,positive,return,14,15,-18.0590616080455,0,-18.0590616080455,0,unstable_final_window
75,2,Aileron_R,0,positive_first,positive,return,15,15,-17.5349586446229,0,-17.5349586446229,0,unstable_final_window
76,2,Aileron_R,-0,positive_first,negative,outbound,1,15,-19.496180247092,0,-19.496180247092,0,unstable_final_window
77,2,Aileron_R,-0.05,positive_first,negative,outbound,2,15,-5.64106100612122,0,-5.64106100612122,0,unstable_final_window
78,2,Aileron_R,-0.1,positive_first,negative,outbound,3,15,6.16057963878182,0,6.16057963878182,0,unstable_final_window
79,2,Aileron_R,-0.2,positive_first,negative,outbound,4,15,18.0540180883794,0,18.0540180883794,0,unstable_final_window
80,2,Aileron_R,-0.4,positive_first,negative,outbound,5,15,-14.6783687582872,0,-14.6783687582872,0,unstable_final_window
81,2,Aileron_R,-0.6,positive_first,negative,outbound,6,15,28.0149893835752,0,28.0149893835752,0,unstable_final_window
82,2,Aileron_R,-0.8,positive_first,negative,outbound,7,15,-0.566177755638396,0,-0.566177755638396,0,unstable_final_window
83,2,Aileron_R,-1,positive_first,negative,outbound,8,15,-8.24502406081675,0,-8.24502406081675,0,unstable_final_window
84,2,Aileron_R,-0.8,positive_first,negative,return,9,15,-6.65197466090154,0,-6.65197466090154,0,unstable_final_window
85,2,Aileron_R,-0.6,positive_first,negative,return,10,15,5.29411563606311,0,5.29411563606311,0,unstable_final_window
86,2,Aileron_R,-0.4,positive_first,negative,return,11,15,-6.76375336362762,0,-6.76375336362762,0,unstable_final_window
87,2,Aileron_R,-0.2,positive_first,negative,return,12,15,34.4432221003687,0,34.4432221003687,0,unstable_final_window
88,2,Aileron_R,-0.1,positive_first,negative,return,13,15,-6.53245846678789,0,-6.53245846678789,0,unstable_final_window
89,2,Aileron_R,-0.05,positive_first,negative,return,14,15,-37.0874845771454,0,-37.0874845771454,0,unstable_final_window
90,2,Aileron_R,-0,positive_first,negative,return,15,15,-48.8888785192931,0,-48.8888785192931,0,unstable_final_window
91,2,Aileron_R,-0,negative_first,negative,outbound,1,15,-34.9061694538765,0,-34.9061694538765,0,unstable_final_window
92,2,Aileron_R,-0.05,negative_first,negative,outbound,2,15,-38.4938339667024,0,-38.4938339667024,0,unstable_final_window
93,2,Aileron_R,-0.1,negative_first,negative,outbound,3,15,-49.7526830986516,0,-49.7526830986516,0,unstable_final_window
94,2,Aileron_R,-0.2,negative_first,negative,outbound,4,15,-45.0587946987083,0,-45.0587946987083,0,unstable_final_window
95,2,Aileron_R,-0.4,negative_first,negative,outbound,5,15,-15.4413061226299,0,-15.4413061226299,0,unstable_final_window
96,2,Aileron_R,-0.6,negative_first,negative,outbound,6,15,29.4453958935572,0,29.4453958935572,0,unstable_final_window
97,2,Aileron_R,-0.8,negative_first,negative,outbound,7,15,22.918231117591,0,22.918231117591,0,unstable_final_window
98,2,Aileron_R,-1,negative_first,negative,outbound,8,15,9.84848395869004,0,9.84848395869004,0,unstable_final_window
99,2,Aileron_R,-0.8,negative_first,negative,return,9,15,8.85468298863145,0,8.85468298863145,0,unstable_final_window
100,2,Aileron_R,-0.6,negative_first,negative,return,10,15,-25.3280667829818,0,-25.3280667829818,0,unstable_final_window
101,2,Aileron_R,-0.4,negative_first,negative,return,11,15,-3.70045469605094,0,-3.70045469605094,0,unstable_final_window
102,2,Aileron_R,-0.2,negative_first,negative,return,12,15,26.0230870071452,0,26.0230870071452,0,unstable_final_window
103,2,Aileron_R,-0.1,negative_first,negative,return,13,15,-7.54958531907075,0,-7.54958531907075,0,unstable_final_window
104,2,Aileron_R,-0.05,negative_first,negative,return,14,15,-49.3106568393122,0,-49.3106568393122,0,unstable_final_window
105,2,Aileron_R,-0,negative_first,negative,return,15,15,-46.4742237515617,0,-46.4742237515617,0,unstable_final_window
106,2,Aileron_R,0,negative_first,positive,outbound,1,15,-43.7529707583268,0,-43.7529707583268,0,unstable_final_window
107,2,Aileron_R,0.05,negative_first,positive,outbound,2,15,-8.03739481955142,0,-8.03739481955142,0,unstable_final_window
108,2,Aileron_R,0.1,negative_first,positive,outbound,3,15,-18.1070218107646,0,-18.1070218107646,0,unstable_final_window
109,2,Aileron_R,0.2,negative_first,positive,outbound,4,15,-20.418214824312,0,-20.418214824312,0,unstable_final_window
110,2,Aileron_R,0.4,negative_first,positive,outbound,5,15,-2.74187889479309,0,-2.74187889479309,0,unstable_final_window
111,2,Aileron_R,0.6,negative_first,positive,outbound,6,15,-29.419537389861,0,-29.419537389861,0,unstable_final_window
112,2,Aileron_R,0.8,negative_first,positive,outbound,7,15,-13.6211956676812,0,-13.6211956676812,0,unstable_final_window
113,2,Aileron_R,1,negative_first,positive,outbound,8,15,-48.4252082585502,0,-48.4252082585502,0,unstable_final_window
114,2,Aileron_R,0.8,negative_first,positive,return,9,15,-61.5190435420857,0,-61.5190435420857,0,unstable_final_window
115,2,Aileron_R,0.6,negative_first,positive,return,10,15,-51.2018494005042,0,-51.2018494005042,0,unstable_final_window
116,2,Aileron_R,0.4,negative_first,positive,return,11,15,-9.03565477081813,0,-9.03565477081813,0,unstable_final_window
117,2,Aileron_R,0.2,negative_first,positive,return,12,15,-20.6348405349104,0,-20.6348405349104,0,unstable_final_window
118,2,Aileron_R,0.1,negative_first,positive,return,13,15,-15.8525297429596,0,-15.8525297429596,0,unstable_final_window
119,2,Aileron_R,0.05,negative_first,positive,return,14,15,-20.4580972064031,0,-20.4580972064031,0,unstable_final_window
120,2,Aileron_R,0,negative_first,positive,return,15,15,-7.52394270129885,0,-7.52394270129885,0,unstable_final_window
121,3,Rudder,0,positive_first,positive,outbound,1,15,-2.65802645251663,0,-2.65802645251663,0,unstable_final_window
122,3,Rudder,0.05,positive_first,positive,outbound,2,15,4.57181487425121,0,4.57181487425121,0,unstable_final_window
123,3,Rudder,0.1,positive_first,positive,outbound,3,15,1.83617116078514,0,1.83617116078514,0,unstable_final_window
124,3,Rudder,0.2,positive_first,positive,outbound,4,15,1.61683939956613,0,1.61683939956613,0,unstable_final_window
125,3,Rudder,0.4,positive_first,positive,outbound,5,15,-8.45907975513193,0,-8.45907975513193,0,unstable_final_window
126,3,Rudder,0.6,positive_first,positive,outbound,6,15,-58.6143917461868,0,-58.6143917461868,0,unstable_final_window
127,3,Rudder,0.8,positive_first,positive,outbound,7,15,-21.3406279623993,0,-21.3406279623993,1,
128,3,Rudder,1,positive_first,positive,outbound,8,15,-23.6979830595278,0,-23.6979830595278,1,
129,3,Rudder,0.8,positive_first,positive,return,9,15,-23.4251551779655,0,-23.4251551779655,1,
130,3,Rudder,0.6,positive_first,positive,return,10,15,-24.4779350691751,0,-24.4779350691751,1,
131,3,Rudder,0.4,positive_first,positive,return,11,15,-3.99479554642107,0,-3.99479554642107,1,
132,3,Rudder,0.2,positive_first,positive,return,12,15,-40.156726709342,0,-40.156726709342,0,unstable_final_window
133,3,Rudder,0.1,positive_first,positive,return,13,15,-9.48347629112968,0,-9.48347629112968,1,
134,3,Rudder,0.05,positive_first,positive,return,14,15,-8.12900409963225,0,-8.12900409963225,0,unstable_final_window
135,3,Rudder,0,positive_first,positive,return,15,15,-13.4896360951586,0,-13.4896360951586,0,unstable_final_window
136,3,Rudder,-0,positive_first,negative,outbound,1,15,-10.74919329046,0,-10.74919329046,0,unstable_final_window
137,3,Rudder,-0.05,positive_first,negative,outbound,2,15,1.62544056588969,0,1.62544056588969,0,unstable_final_window
138,3,Rudder,-0.1,positive_first,negative,outbound,3,15,-0.433534291748378,0,-0.433534291748378,0,unstable_final_window
139,3,Rudder,-0.2,positive_first,negative,outbound,4,15,-2.16587207961557,0,-2.16587207961557,1,
140,3,Rudder,-0.4,positive_first,negative,outbound,5,15,12.0275201232778,0,12.0275201232778,0,unstable_final_window
141,3,Rudder,-0.6,positive_first,negative,outbound,6,15,-1.10064869798818,0,-1.10064869798818,0,unstable_final_window
142,3,Rudder,-0.8,positive_first,negative,outbound,7,15,-1.52813008152553,0,-1.52813008152553,0,unstable_final_window
143,3,Rudder,-1,positive_first,negative,outbound,8,15,-12.3186882227016,0,-12.3186882227016,0,unstable_final_window
144,3,Rudder,-0.8,positive_first,negative,return,9,15,-13.5348208452961,0,-13.5348208452961,0,unstable_final_window
145,3,Rudder,-0.6,positive_first,negative,return,10,15,-8.05167397334306,0,-8.05167397334306,1,
146,3,Rudder,-0.4,positive_first,negative,return,11,15,24.839439318355,0,24.839439318355,0,unstable_final_window
147,3,Rudder,-0.2,positive_first,negative,return,12,15,9.95046689953056,0,9.95046689953056,0,unstable_final_window
148,3,Rudder,-0.1,positive_first,negative,return,13,15,20.8352456999323,0,20.8352456999323,0,unstable_final_window
149,3,Rudder,-0.05,positive_first,negative,return,14,15,24.5331569967261,0,24.5331569967261,0,unstable_final_window
150,3,Rudder,-0,positive_first,negative,return,15,15,15.4358471274631,0,15.4358471274631,0,unstable_final_window
151,3,Rudder,-0,negative_first,negative,outbound,1,15,15.2975777198267,0,15.2975777198267,0,unstable_final_window
152,3,Rudder,-0.05,negative_first,negative,outbound,2,15,0.00910809844443591,0,0.00910809844443591,0,unstable_final_window
153,3,Rudder,-0.1,negative_first,negative,outbound,3,15,-1.17458334483614,0,-1.17458334483614,0,unstable_final_window
154,3,Rudder,-0.2,negative_first,negative,outbound,4,15,-1.65191122579429,0,-1.65191122579429,0,unstable_final_window
155,3,Rudder,-0.4,negative_first,negative,outbound,5,15,6.47105097529586,0,6.47105097529586,1,
156,3,Rudder,-0.6,negative_first,negative,outbound,6,15,-7.03557624152955,0,-7.03557624152955,0,unstable_final_window
157,3,Rudder,-0.8,negative_first,negative,outbound,7,15,11.4080751194782,0,11.4080751194782,0,unstable_final_window
158,3,Rudder,-1,negative_first,negative,outbound,8,15,1.49472877841951,0,1.49472877841951,0,unstable_final_window
159,3,Rudder,-0.8,negative_first,negative,return,9,15,2.88611060135835,0,2.88611060135835,0,unstable_final_window
160,3,Rudder,-0.6,negative_first,negative,return,10,15,-9.72805417071539,0,-9.72805417071539,0,unstable_final_window
161,3,Rudder,-0.4,negative_first,negative,return,11,15,25.9575187588602,0,25.9575187588602,0,unstable_final_window
162,3,Rudder,-0.2,negative_first,negative,return,12,15,10.4686184071476,0,10.4686184071476,0,unstable_final_window
163,3,Rudder,-0.1,negative_first,negative,return,13,15,11.2456424556185,0,11.2456424556185,0,unstable_final_window
164,3,Rudder,-0.05,negative_first,negative,return,14,15,14.0154473771321,0,14.0154473771321,0,unstable_final_window
165,3,Rudder,-0,negative_first,negative,return,15,15,22.2574086912488,0,22.2574086912488,0,unstable_final_window
166,3,Rudder,0,negative_first,positive,outbound,1,15,18.4585384265084,0,18.4585384265084,0,unstable_final_window
167,3,Rudder,0.05,negative_first,positive,outbound,2,15,-3.57586525852209,0,-3.57586525852209,0,unstable_final_window
168,3,Rudder,0.1,negative_first,positive,outbound,3,15,12.9255056574322,0,12.9255056574322,0,unstable_final_window
169,3,Rudder,0.2,negative_first,positive,outbound,4,15,-5.57898482976233,0,-5.57898482976233,1,
170,3,Rudder,0.4,negative_first,positive,outbound,5,15,-13.3577030399,0,-13.3577030399,0,unstable_final_window
171,3,Rudder,0.6,negative_first,positive,outbound,6,15,-40.0823281831035,0,-40.0823281831035,0,unstable_final_window
172,3,Rudder,0.8,negative_first,positive,outbound,7,15,-35.780981305201,0,-35.780981305201,0,unstable_final_window
173,3,Rudder,1,negative_first,positive,outbound,8,15,-46.8561915013993,0,-46.8561915013993,0,unstable_final_window
174,3,Rudder,0.8,negative_first,positive,return,9,15,-34.9340640199781,0,-34.9340640199781,0,unstable_final_window
175,3,Rudder,0.6,negative_first,positive,return,10,15,-56.5029011242867,0,-56.5029011242867,0,unstable_final_window
176,3,Rudder,0.4,negative_first,positive,return,11,15,-53.3556864036222,0,-53.3556864036222,0,unstable_final_window
177,3,Rudder,0.2,negative_first,positive,return,12,15,-40.8371378909833,0,-40.8371378909833,0,unstable_final_window
178,3,Rudder,0.1,negative_first,positive,return,13,15,-24.0284597233773,0,-24.0284597233773,1,
179,3,Rudder,0.05,negative_first,positive,return,14,15,-7.31303102551234,0,-7.31303102551234,0,unstable_final_window
180,3,Rudder,0,negative_first,positive,return,15,15,-11.0717972571067,0,-11.0717972571067,0,unstable_final_window
181,4,Elevator,0,positive_first,positive,outbound,1,15,0.533707576939802,0,0.533707576939802,1,
182,4,Elevator,0.05,positive_first,positive,outbound,2,15,0.642111228655241,0,0.642111228655241,1,
183,4,Elevator,0.1,positive_first,positive,outbound,3,15,0.499132470068791,0,0.499132470068791,1,
184,4,Elevator,0.2,positive_first,positive,outbound,4,15,0.0759871930670402,0,0.0759871930670402,1,
185,4,Elevator,0.4,positive_first,positive,outbound,5,15,0.272366955339864,-0.378354578359723,0.650721533699587,1,
186,4,Elevator,0.6,positive_first,positive,outbound,6,15,-1.42045476604892,-0.756709156719446,-0.663745609329478,1,
187,4,Elevator,0.8,positive_first,positive,outbound,7,15,-0.518832600245773,-1.13506373507917,0.616231134833397,1,
188,4,Elevator,1,positive_first,positive,outbound,8,15,-1.30518509014982,-1.51341831343889,0.208233223289071,1,
189,4,Elevator,0.8,positive_first,positive,return,9,15,-1.55610950049946,-1.13506373507917,-0.421045765420294,1,
190,4,Elevator,0.6,positive_first,positive,return,10,15,-0.671288455955999,-0.756709156719446,0.0854207007634472,1,
191,4,Elevator,0.4,positive_first,positive,return,11,15,-1.56719808541668,-0.378354578359723,-1.18884350705695,1,
192,4,Elevator,0.2,positive_first,positive,return,12,15,1.82449236402499,0,1.82449236402499,1,
193,4,Elevator,0.1,positive_first,positive,return,13,15,-0.136950974712055,0,-0.136950974712055,1,
194,4,Elevator,0.05,positive_first,positive,return,14,15,-0.066706207861575,0,-0.066706207861575,1,
195,4,Elevator,0,positive_first,positive,return,15,15,0.0356210911065796,0,0.0356210911065796,1,
196,4,Elevator,-0,positive_first,negative,outbound,1,15,0.0134525138334405,0,0.0134525138334405,1,
197,4,Elevator,-0.05,positive_first,negative,outbound,2,15,0.491569468596747,0,0.491569468596747,1,
198,4,Elevator,-0.1,positive_first,negative,outbound,3,15,0.192406777410562,0,0.192406777410562,1,
199,4,Elevator,-0.2,positive_first,negative,outbound,4,15,-0.700899957347748,0,-0.700899957347748,1,
200,4,Elevator,-0.4,positive_first,negative,outbound,5,15,-0.188723942559227,-0.11811636218674,-0.0706075803724865,1,
201,4,Elevator,-0.6,positive_first,negative,outbound,6,15,0.0157501938159799,-0.236232724373481,0.251982918189461,1,
202,4,Elevator,-0.8,positive_first,negative,outbound,7,15,0.537202263231773,-0.354349086560221,0.891551349791995,1,
203,4,Elevator,-1,positive_first,negative,outbound,8,15,NaN,-0.472465448746962,NaN,0,missing_vicon_window
204,4,Elevator,-0.8,positive_first,negative,return,9,15,-0.467992781717297,-0.354349086560221,-0.113643695157076,1,
205,4,Elevator,-0.6,positive_first,negative,return,10,15,0.948331263625677,-0.236232724373481,1.18456398799916,1,
206,4,Elevator,-0.4,positive_first,negative,return,11,15,-0.0324834401695518,-0.11811636218674,0.0856329220171886,1,
207,4,Elevator,-0.2,positive_first,negative,return,12,15,-1.10614219126206,0,-1.10614219126206,1,
208,4,Elevator,-0.1,positive_first,negative,return,13,15,0.172100091341152,0,0.172100091341152,1,
209,4,Elevator,-0.05,positive_first,negative,return,14,15,-0.033698999804313,0,-0.033698999804313,1,
210,4,Elevator,-0,positive_first,negative,return,15,15,-0.160010037248091,0,-0.160010037248091,1,
211,4,Elevator,-0,negative_first,negative,outbound,1,15,-0.0134525138334406,0,-0.0134525138334406,1,
212,4,Elevator,-0.05,negative_first,negative,outbound,2,15,-0.161446288673258,0,-0.161446288673258,1,
213,4,Elevator,-0.1,negative_first,negative,outbound,3,15,-0.147682814142432,0,-0.147682814142432,1,
214,4,Elevator,-0.2,negative_first,negative,outbound,4,15,-0.46578704991208,0,-0.46578704991208,1,
215,4,Elevator,-0.4,negative_first,negative,outbound,5,15,-0.788407972878855,-0.11811636218674,-0.670291610692115,1,
216,4,Elevator,-0.6,negative_first,negative,outbound,6,15,1.3075444532918,-0.236232724373481,1.54377717766529,1,
217,4,Elevator,-0.8,negative_first,negative,outbound,7,15,0.0224135493055185,-0.354349086560221,0.37676263586574,1,
218,4,Elevator,-1,negative_first,negative,outbound,8,15,-2.01448413709907,-0.472465448746962,-1.5420186883521,1,
219,4,Elevator,-0.8,negative_first,negative,return,9,15,-2.35352198900444,-0.354349086560221,-1.99917290244422,1,
220,4,Elevator,-0.6,negative_first,negative,return,10,15,1.28825280350711,-0.236232724373481,1.52448552788059,1,
221,4,Elevator,-0.4,negative_first,negative,return,11,15,-0.133981337978954,-0.11811636218674,-0.0158649757922138,1,
222,4,Elevator,-0.2,negative_first,negative,return,12,15,-1.27111392966378,0,-1.27111392966378,1,
223,4,Elevator,-0.1,negative_first,negative,return,13,15,0.266563181339929,0,0.266563181339929,1,
224,4,Elevator,-0.05,negative_first,negative,return,14,15,-0.590970915422434,0,-0.590970915422434,1,
225,4,Elevator,-0,negative_first,negative,return,15,15,-0.116267394929503,0,-0.116267394929503,1,
226,4,Elevator,0,negative_first,positive,outbound,1,15,-0.0922229573275087,0,-0.0922229573275087,1,
227,4,Elevator,0.05,negative_first,positive,outbound,2,15,-0.306120008302744,0,-0.306120008302744,1,
228,4,Elevator,0.1,negative_first,positive,outbound,3,15,0.672453456461912,0,0.672453456461912,1,
229,4,Elevator,0.2,negative_first,positive,outbound,4,15,-0.0228461584719439,0,-0.0228461584719439,1,
230,4,Elevator,0.4,negative_first,positive,outbound,5,15,0.349762560045011,-0.378354578359723,0.728117138404734,1,
231,4,Elevator,0.6,negative_first,positive,outbound,6,15,-1.27711512854568,-0.756709156719446,-0.520405971826235,1,
232,4,Elevator,0.8,negative_first,positive,outbound,7,15,-0.802346285624067,-1.13506373507917,0.332717449455103,1,
233,4,Elevator,1,negative_first,positive,outbound,8,15,-1.70046581197176,-1.51341831343889,-0.187047498532866,1,
234,4,Elevator,0.8,negative_first,positive,return,9,15,-1.0994496239373,-1.13506373507917,0.0356141111418655,1,
235,4,Elevator,0.6,negative_first,positive,return,10,15,-0.345654375603452,-0.756709156719446,0.411054781115994,1,
236,4,Elevator,0.4,negative_first,positive,return,11,15,-1.5884939826106,-0.378354578359723,-1.21013940425088,1,
237,4,Elevator,0.2,negative_first,positive,return,12,15,1.29582950158932,0,1.29582950158932,1,
238,4,Elevator,0.1,negative_first,positive,return,13,15,-0.0482071472449431,0,-0.0482071472449431,1,
239,4,Elevator,0.05,negative_first,positive,return,14,15,-0.114304040915955,0,-0.114304040915955,1,
240,4,Elevator,0,negative_first,positive,return,15,15,0.149113427322948,0,0.149113427322948,1,
