surface_index,surface_name,neutral_deg,min_deflection_deg,max_deflection_deg,positive_range_deg,negative_range_deg,positive_full_commanded,negative_full_commanded,positive_full_valid,negative_full_valid,positive_full_deflection_deg,negative_full_deflection_deg,deadband_positive_norm,deadband_negative_norm,gain_positive_deg_per_norm,gain_negative_deg_per_norm,hysteresis_deg,return_hysteresis_deg,repeatability_std_deg,fit_rmse_deg,command_levels_norm,settled_deflection_deg
1,Aileron_L,9.87054488423779,-21.423508127011,3.79663168069938,3.79663168069938,21.423508127011,1,1,0,0,NaN,NaN,NaN,0.4,NaN,26.123807318797,NaN,NaN,0,9.82173111432735,[0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0],[-10.6524411718718 -10.2690695726636 -9.15844846222917 -27.0167075897257 -9.19641976110162 8.43007747868192 11.6527696812631 23.2288069279379 20.9811499140982 18.4805966851955 -3.11681950507337 -27.8623476434442 -23.3359840912202 -19.137062329515 -0.93159286188998 -2.82338976077748 -3.09914096782122 -13.6165027173676 3.79663168069938 -13.6048972035062 -21.423508127011 -13.7763788256482 -36.7120522331305 -30.3390718855951 -24.6873071726878 -15.8155296714767 3.96707973120043 -8.89908425898118 -10.9064474010606 -4.60784474624319 -4.13496927321834 -4.86990308555963 -4.11866012966342 -16.5833707216116 -16.9388403567983 -19.8073828232782 -13.0381971489226 -34.6876127178109 -32.0858843992147 -23.9314419391437 -17.1435464783479 0.810388750706977 -8.10827741024705 -11.2206215637249 -4.07765778420416 -4.30062023091744 -2.43323185782884 -9.54068096888143 -15.2235334937537 -11.01444936851 9.95096322155082 11.2843478503635 21.2342655612487 24.1199115085865 6.8369214083094 0.223125824447063 -29.7102902623864 -15.1439471846108 -8.33804550932286 0]
2,Aileron_R,0,NaN,NaN,NaN,NaN,1,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0],[1.91395048628465 -2.97272090054959 -1.44229503136345 -10.4321490492811 -1.21306129683353 -43.1606838442475 -12.6786401128198 -54.7741712752032 -57.0973036275103 -43.3981188397429 -13.9430489414782 -15.2827055172276 -12.8356697125008 -18.0590616080455 -17.5349586446229 -19.496180247092 -5.64106100612122 6.16057963878182 18.0540180883794 -14.6783687582872 28.0149893835752 -0.566177755638396 -8.24502406081675 -6.65197466090154 5.29411563606311 -6.76375336362762 34.4432221003687 -6.53245846678789 -37.0874845771454 -48.8888785192931 -34.9061694538765 -38.4938339667024 -49.7526830986516 -45.0587946987083 -15.4413061226299 29.4453958935572 22.918231117591 9.84848395869004 8.85468298863145 -25.3280667829818 -3.70045469605094 26.0230870071452 -7.54958531907075 -49.3106568393122 -46.4742237515617 -43.7529707583268 -8.03739481955142 -18.1070218107646 -20.418214824312 -2.74187889479309 -29.419537389861 -13.6211956676812 -48.4252082585502 -61.5190435420857 -51.2018494005042 -9.03565477081813 -20.6348405349104 -15.8525297429596 -20.4580972064031 -7.52394270129885]
3,Rudder,0,-24.4779350691751,6.47105097529586,6.47105097529586,24.4779350691751,1,1,1,0,-23.6979830595278,NaN,NaN,NaN,NaN,NaN,14.5449834322476,2.08452721556621,0,16.4888546988445,[0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0],[-2.65802645251663 4.57181487425121 1.83617116078514 1.61683939956613 -8.45907975513193 -58.6143917461868 -21.3406279623993 -23.6979830595278 -23.4251551779655 -24.4779350691751 -3.99479554642107 -40.156726709342 -9.48347629112968 -8.12900409963225 -13.4896360951586 -10.74919329046 1.62544056588969 -0.433534291748378 -2.16587207961557 12.0275201232778 -1.10064869798818 -1.52813008152553 -12.3186882227016 -13.5348208452961 -8.05167397334306 24.839439318355 9.95046689953056 20.8352456999323 24.5331569967261 15.4358471274631 15.2975777198267 0.00910809844443591 -1.17458334483614 -1.65191122579429 6.47105097529586 -7.03557624152955 11.4080751194782 1.49472877841951 2.88611060135835 -9.72805417071539 25.9575187588602 10.4686184071476 11.2456424556185 14.0154473771321 22.2574086912488 18.4585384265084 -3.57586525852209 12.9255056574322 -5.57898482976233 -13.3577030399 -40.0823281831035 -35.780981305201 -46.8561915013993 -34.9340640199781 -56.5029011242867 -53.3556864036222 -40.8371378909833 -24.0284597233773 -7.31303102551234 -11.0717972571067]
4,Elevator,-0.489211476057402,-2.35352198900444,1.82449236402499,1.82449236402499,2.35352198900444,1,1,1,1,-1.50282545106079,-2.01448413709907,0.2,0.2,-1.89177289179862,0.590581810933702,0.274117482957613,0.681622035708358,0.415341885678864,0.717434971430562,[0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 -0.05 -0.1 -0.2 -0.4 -0.6 -0.8 -1 -0.8 -0.6 -0.4 -0.2 -0.1 -0.05 0 0 0.05 0.1 0.2 0.4 0.6 0.8 1 0.8 0.6 0.4 0.2 0.1 0.05 0],[0.533707576939802 0.642111228655241 0.499132470068791 0.0759871930670402 0.272366955339864 -1.42045476604892 -0.518832600245773 -1.30518509014982 -1.55610950049946 -0.671288455955999 -1.56719808541668 1.82449236402499 -0.136950974712055 -0.066706207861575 0.0356210911065796 0.0134525138334405 0.491569468596747 0.192406777410562 -0.700899957347748 -0.188723942559227 0.0157501938159799 0.537202263231773 NaN -0.467992781717297 0.948331263625677 -0.0324834401695518 -1.10614219126206 0.172100091341152 -0.033698999804313 -0.160010037248091 -0.0134525138334406 -0.161446288673258 -0.147682814142432 -0.46578704991208 -0.788407972878855 1.3075444532918 0.0224135493055185 -2.01448413709907 -2.35352198900444 1.28825280350711 -0.133981337978954 -1.27111392966378 0.266563181339929 -0.590970915422434 -0.116267394929503 -0.0922229573275087 -0.306120008302744 0.672453456461912 -0.0228461584719439 0.349762560045011 -1.27711512854568 -0.802346285624067 -1.70046581197176 -1.0994496239373 -0.345654375603452 -1.5884939826106 1.29582950158932 -0.0482071472449431 -0.114304040915955 0.149113427322948]
