primitive_id,duration_s,x_delta_m,y_delta_m,z_delta_m,yaw_delta_deg,roll_final_deg,pitch_final_deg,speed_final_m_s,minimum_wall_margin_m,minimum_floor_margin_m,max_abs_aileron_norm,max_abs_elevator_norm,max_abs_rudder_norm
glide,0.8,4.442744023368601,-0.005501938988108801,-0.44428980703588294,-0.5916841174517349,-1.0974968158751135,0.8243907614811685,5.6452770672371395,0.20991640880688278,0.905710192964117,0.07510010264850465,0.3418317818103716,0.06199718327489924
mild_turn_left,0.8,4.398065586819166,-0.2446506810452358,-0.4277637098312541,-6.669248207144009,-9.388802791523805,-0.7001712294687719,5.623117198228138,0.20991640880688278,0.9222362901687459,1.0,0.3712818767154457,1.0
mild_turn_right,0.8,4.398571888680408,0.20518877198838537,-0.4157777497110551,4.500470947262718,8.08801585985893,-0.07156890637038918,5.598893235052446,0.20991640880688278,0.9342222502889449,1.0,0.23684241943095363,0.8769842040642223
