audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10514,10514,1.0,8749,0.8321285904508274,10505,0.9991439984782196,,5.836332899983972,0.06340279399926663,0.017356993275686718,11.196880350009511,48,424.55868365988204,1587,413.3618033098725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4212,4212,1.0,4204,0.9981006647673314,4204,0.9981006647673314,,5.836332899983972,0.01300895501422928,0.014867950617267556,1.8176638176638176,5,49.88129154795821,75,48.0636277302944,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4212,4212,1.0,4150,0.9852801519468186,4212,1.0,,0.0771313000150257,0.02089920801547125,0.009713443091215378,5.521367521367521,12,222.43114909781576,295,216.90978157644824,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2090,2090,1.0,395,0.18899521531100477,2089,0.9995215311004785,,0.1031565000012051,0.07295221101026983,0.03777731913896652,41.536842105263155,48,1587.0,1587,1545.463157894737,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3812,3812,1.0,3812,1.0,3812,1.0,True,0.0185295000119367,0.012737997011281508,0.006529493415504615,1.7964323189926548,4,49.8688352570829,75,48.07240293809024,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3812,3812,1.0,3755,0.9850472193074502,3812,1.0,,0.037151000011363,0.020899208015471193,0.009622172534190187,5.42707240293809,12,222.42392444910809,295,216.99685204616998,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,805,0.805,992,0.992,,5.836332899983972,0.07341543400034416,0.05037813229995659,12.976,48,426.4,1587,413.424,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2096,2096,1.0,2096,1.0,2096,1.0,,0.0185295000119367,0.01306293500310853,0.006769858349458355,1.883587786259542,5,75.0,75,73.11641221374046,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2116,2116,1.0,2108,0.996219281663516,2108,0.996219281663516,,5.836332899983972,0.012745015010295827,0.022889501370258154,1.7523629489603025,3,25.0,25,23.247637051039696,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2108,2108,1.0,2107,0.9995256166982922,2108,1.0,,0.0247778000048128,0.015427410987904282,0.007967200332314937,3.7020872865275143,7,150.0,150,146.2979127134725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2090,2090,1.0,395,0.18899521531100477,2089,0.9995215311004785,,0.1031565000012051,0.07295221101026983,0.03777731913896652,41.536842105263155,48,1587.0,1587,1545.463157894737,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2104,2104,1.0,2043,0.9710076045627376,2104,1.0,,0.0771313000150257,0.02243961300569932,0.01146300570326962,7.344106463878327,12,295.0,295,287.65589353612165,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
launch_role:final_heldout,aggregate_diagnostic,reported_only_mixed_scope,,10514,10514,1.0,8749,0.8321285904508274,10505,0.9991439984782196,,5.836332899983972,0.06340279399926663,0.017356993275686718,11.196880350009511,48,424.55868365988204,1587,413.3618033098725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h10,aggregate_diagnostic,reported_only_mixed_scope,,2628,2628,1.0,2163,0.8230593607305936,2628,1.0,,0.0677670000004582,0.05960177900531558,0.01523551929212864,11.207762557077626,48,424.33751902587517,1587,413.12975646879755,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h3,aggregate_diagnostic,reported_only_mixed_scope,,2629,2629,1.0,2162,0.8223659186002282,2628,0.99961962723469,,0.1031565000012051,0.07092082800401828,0.01643541780164579,11.186002282236592,48,424.7797641688855,1587,413.5937618866489,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:directional_3d_residual_memory_h30,aggregate_diagnostic,reported_only_mixed_scope,,2629,2629,1.0,2144,0.8155192088246481,2629,1.0,,0.0771313000150257,0.061988439989509043,0.015139824039765324,11.203879802206162,48,424.7797641688855,1587,413.57588436667936,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
policy_id:no_memory_baseline,aggregate_diagnostic,reported_only_mixed_scope,,2628,2628,1.0,2280,0.867579908675799,2620,0.9969558599695586,,5.836332899983972,0.03218258699445863,0.022618406316509233,11.189878234398781,48,424.33751902587517,1587,413.1476407914764,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
